,name,source_facility_type,ages,capacity,infant,toddler,school_age,facility_type,full_address,provider
749,Valley View Kids Care Inc. 2019 (2),Part-time Centre,School-age,60.0,N,N,Y,Day Care,335 rue Chapel Grand-Sault/Grand Falls E3Z 2M5 (506) 582-5437,Province of New Brunswick
750,Valley View Kids Care Inc. 2019 (3),Part-time Centre,"Preschool, School-age",34.0,N,Y,Y,Day Care,335 rue Chapel Grand-Sault/Grand Falls E3Z 2M5 (506) 582-5437,Province of New Brunswick
751,Victoria Street Adventureland Day Care,Full-time Centre,"Preschool, School-age",30.0,N,Y,Y,Day Care,210 Victoria Street Fredericton E3B 1W4 (506) 455-1863,Province of New Brunswick
752,Waddle In After School Learning Centre,Part-time Centre,School-age,15.0,N,N,Y,Day Care,3946 845 Route Kingston E5N 1E9 (506) 608-1580,Province of New Brunswick
753,WADDLE IN DAYCARE,Full-time Centre,"Infant, Preschool, School-age",23.0,Y,Y,Y,Day Care,1022 845 Route Kingston E5N 1K4 (506) 608-1580,Province of New Brunswick
754,Wee Care 2,Full-time Centre,"Preschool, School-age",51.0,N,Y,Y,Day Care,113 Arran Street Campbellton E3N 1M1 (506) 789-1802,Province of New Brunswick
755,Wee College Amirault 1,Part-time Centre,"Preschool, School-age",46.0,N,Y,Y,Day Care,281 Amirault Street Dieppe E1A 1G1 (506) 899-4558,Province of New Brunswick
756,Wee College Amirault 2,Part-time Centre,"Preschool, School-age",30.0,N,Y,Y,Day Care,281 Amirault Street Dieppe E1A 1G1 (506) 899-4558,Province of New Brunswick
757,WEE COLLEGE BESSBOROUGH 1,Part-time Centre,School-age,58.0,N,N,Y,Day Care,110 Athlone Avenue Moncton E1E 1S5 (506) 830-1802,Province of New Brunswick
758,WEE COLLEGE BESSBOROUGH 2,Part-time Centre,School-age,42.0,N,N,Y,Day Care,110 Athlone Avenue Moncton E1E 1S5 (506) 830-1802,Province of New Brunswick
759,WEE COLLEGE CORNER,Full-time Centre,"Infant, Preschool",60.0,Y,Y,N,Day Care,10 Evergreen Drive Moncton E1G 1N1 (506) 854-1600,Province of New Brunswick
760,WEE COLLEGE CORNER YOUTH,Part-time Centre,School-age,24.0,N,N,Y,Day Care,10 Evergreen Drive Moncton E1G 1N1 (506) 854-1600,Province of New Brunswick
761,WEE COLLEGE CRANDALL,Part-time Centre,School-age,60.0,N,N,Y,Day Care,333 Gorge Road Moncton E1G 3H9 (506) 233-1600,Province of New Brunswick
762,Wee College Downtown Early Learning Campus 1,Full-time Centre,"Infant, Preschool, School-age",53.0,Y,Y,Y,Day Care,465 Main Street Moncton E1C 1C2 (506) 899-4558,Province of New Brunswick
763,Wee College Downtown Early Learning Campus 2,Full-time Centre,"Infant, Preschool",51.0,Y,Y,N,Day Care,465 Main Street Moncton E1C 1C2 (506) 899-4558,Province of New Brunswick
764,WEE COLLEGE HILDEGARD CAMPUS 1,Full-time Centre,"Infant, Preschool",34.0,Y,Y,N,Day Care,31 Hildegard Drive Moncton E1G 2G5 (506) 830-2400,Province of New Brunswick
765,WEE COLLEGE HILDEGARD CAMPUS 2,Full-time Centre,"Preschool, School-age",42.0,N,Y,Y,Day Care,31 Hildegard Drive Moncton E1G 2G5 (506) 830-2400,Province of New Brunswick
766,Wee College Homestead,Full-time Centre,"Infant, Preschool, School-age",55.0,Y,Y,Y,Day Care,47529 Homestead Road Steeves Mountain E1G 4P6 (506) 204-2500,Province of New Brunswick
767,Wee College Pine Glen,Part-time Centre,School-age,36.0,N,N,Y,Day Care,213 Pine Glen Road Riverview E1B 4V1 (506) 381-8511,Province of New Brunswick
768,Wee College Pine Glen Too,Part-time Centre,School-age,56.0,N,N,Y,Day Care,213 Pine Glen Road Riverview E1B 4V1 (506) 381-8511,Province of New Brunswick
769,Wee College Salisbury,Full-time Centre,"Infant, Preschool, School-age",58.0,Y,Y,Y,Day Care,3118 Main Street Salisbury E4J 2L6 (506) 875-4009,Province of New Brunswick
770,WEE COLLEGE TRITES,Full-time Centre,"Infant, Preschool, School-age",37.0,Y,Y,Y,Day Care,1 Trites Road Riverview E1B 2V5 (506) 388-1800,Province of New Brunswick
771,WEE COLLEGE TRITES TOO,Full-time Centre,Preschool,59.0,N,Y,N,Day Care,1 Trites Road Riverview E1B 2V5 (506) 388-1800,Province of New Brunswick
772,WEE COLLEGE YOUTH CONNECTION,Part-time Centre,School-age,45.0,N,N,Y,Day Care,153 Canusa Drive Riverview E1B 2W6 (506) 863-1800,Province of New Brunswick
773,WEE COLLEGE YOUTH CONNECTION TOO,Part-time Centre,School-age,45.0,N,N,Y,Day Care,153 Canusa Drive Riverview E1B 2W6 (506) 863-1800,Province of New Brunswick
774,Welamukotuk Early Learning Centre,Full-time Centre,Preschool,36.0,N,Y,N,Day Care,33 Hiawatha Avenue Oromocto E2V 2W2 (506) 357-3570,Province of New Brunswick
775,WEST SIDE COOP PRESCHOOL,Full-time Centre,"Infant, Preschool",40.0,Y,Y,N,Day Care,50 Dexter Drive Saint John E2M 4M4 (506) 635-8294,Province of New Brunswick
776,WESTFIELD AFTER SCHOOL 1,Part-time Centre,School-age,30.0,N,N,Y,Day Care,147 Nerepis Road Grand Bay-Westfield E5K 2Z5 (506) 738-8103,Province of New Brunswick
777,WESTON'S WEE ONES,Home,"Infant, Preschool, School-age",6.0,Y,Y,Y,Home,51 Weston Street Moncton E1A 7B8 (506) 388-4133,Province of New Brunswick
778,WIGGLES AND GIGGLES EARLY LEARNING CENTER,Full-time Centre,"Infant, Preschool, School-age",52.0,Y,Y,Y,Day Care,55 King Street Sackville E4L 3G4 (506) 939-2274,Province of New Brunswick
779,Willow Bend Early Learning Centre,Full-time Centre,"Infant, Preschool",31.0,Y,Y,N,Day Care,1097 Salisbury Road Moncton E1E 3V9 (506) 863-4251,Province of New Brunswick
780,WONDERLAND AFTER SCHOOL PROGRAM,Full-time Centre,"Preschool, School-age",46.0,N,Y,Y,Day Care,1903 121 Route Norton E5T 1B4 (506) 839-1918,Province of New Brunswick
781,WONDERLAND CHILD CARE,Full-time Centre,Preschool,49.0,N,Y,N,Day Care,1903 121 Route Norton E5T 1B4 (506) 839-1918,Province of New Brunswick
782,WONDERLAND CUB CLUB AFTER SCHOOL PROGRAM - BELLEISLE,Part-time Centre,School-age,21.0,N,N,Y,Day Care,4 Upper Midland Road Norton E5T 1Z6 (506) 434-1875,Province of New Brunswick
783,WONDERLAND INFANT CARE CENTRE,Full-time Centre,Infant,18.0,Y,N,N,Day Care,1903 121 Route Norton E5T 1B4 (506) 839-1918,Province of New Brunswick
784,Woodstock After School Program,Part-time Centre,School-age,43.0,N,N,Y,Day Care,1 145 Connell Park Road Woodstock E7M 1M5 (506) 328-9722,Province of New Brunswick
785,Woodstock Child Care,Full-time Centre,"Infant, Preschool",41.0,Y,Y,N,Day Care,1 145 Connell Park Road Woodstock E7M 1M5,Province of New Brunswick
786,Woodstock Christian Academy,Full-time Centre,"Infant, Preschool, School-age",36.0,Y,Y,Y,Day Care,192 Broadway Street Woodstock E7M 6B3 (506) 328-8619,Province of New Brunswick
787,Y of Greater Saint John--St. George Afterschool Program,Part-time Centre,School-age,60.0,N,N,Y,Day Care,11 J.O. Spinney Drive St. George E5C 3H7 (506) 849-5784,Province of New Brunswick
788,YMCA AFTERSCHOOL - MONCTON,Part-time Centre,School-age,60.0,N,N,Y,Day Care,30 War Veterans Avenue Moncton E1C 0B3 (506) 857-0606,Province of New Brunswick
789,YMCA Afterschool Youth Program and Preschool,Part-time Centre,"Preschool, School-age",40.0,N,Y,Y,Day Care,570 York Street Fredericton E3B 3R2 (506) 462-3000,Province of New Brunswick
790,YMCA CHILDCARE,Full-time Centre,Preschool,60.0,N,Y,N,Day Care,30 War Veterans Avenue Moncton E1C 0B3 (506) 862-0899,Province of New Brunswick
791,YMCA Day Care and Kiddies Kollege,Full-time Centre,Preschool,46.0,N,Y,N,Day Care,570 York Street Fredericton E3B 3R2 (506) 462-3000,Province of New Brunswick
792,YMCA Early Learning Centre Preschool and After School,Full-time Centre,"Preschool, School-age",44.0,N,Y,Y,Day Care,223 St. James Street Saint John E2L 1W3 (506) 646-2106,Province of New Brunswick
793,YMCA J.D. Irving Room ASP,Part-time Centre,School-age,40.0,N,N,Y,Day Care,570 York Street Fredericton E3B 3R2 (506) 462-3000,Province of New Brunswick
794,YMCA Nashwaaksis After School Program,Part-time Centre,School-age,60.0,N,N,Y,Day Care,46 Main Street Fredericton E3A 1C1 (506) 462-3000,Province of New Brunswick
795,YMCA of Greater Moncton - North End,Part-time Centre,School-age,60.0,N,N,Y,Day Care,70 Twin Oak Drive Moncton E1G 0A1 (506) 862-0899,Province of New Brunswick
796,YMCA OF GREATER SAINT JOHN ROTHESAY AFTER SCHOOL PROGRAM,Part-time Centre,School-age,45.0,N,N,Y,Day Care,230 Eriskay Drive Rothesay E2E 5G7 (506) 847-7584,Province of New Brunswick
797,YMCA of Greater Saint John After School and Pre-School Program,Full-time Centre,"Preschool, School-age",53.0,N,Y,Y,Day Care,191 Churchill Boulevard Saint John E2K 3E2 (506) 646-2102,Province of New Brunswick
798,YMCA OF GREATER SAINT JOHN EARLY LEARNING CENTRE,Full-time Centre,"Infant, Preschool",54.0,Y,Y,N,Day Care,223 St. James Street Saint John E2L 1W3 (506) 693-9057,Province of New Brunswick
799,YMCA OF GREATER SAINT JOHN HAZEN WHITE-ST. FRANCIS,Full-time Centre,Preschool,18.0,N,Y,N,Day Care,538 Sandy Point Road Saint John E2K 3S2,Province of New Brunswick
800,YMCA OF GREATER SAINT JOHN INC.,Full-time Centre,"Preschool, School-age",39.0,N,Y,Y,Day Care,129 McAllister Drive Saint John E2J 2S6 (506) 646-2102,Province of New Brunswick
801,YMCA OF GREATER SAINT JOHN INC.,Full-time Centre,"Infant, Preschool",52.0,Y,Y,N,Day Care,129 McAllister Drive Saint John E2J 2S6 (506) 646-2102,Province of New Brunswick
802,YMCA OF GREATER SAINT JOHN INC.,Part-time Centre,School-age,29.0,N,N,Y,Day Care,25 Evergreen Avenue Saint John E2N 1H3 (506) 646-2102,Province of New Brunswick
803,YMCA OF GREATER SAINT JOHN LAKEWOOD HEIGHTS AFTER SCHOOL PROGRAM,Part-time Centre,School-age,45.0,N,N,Y,Day Care,56 Lensdale Crescent Saint John E2J 3P3 (506) 658-2816,Province of New Brunswick
804,YMCA OF GREATER SAINT JOHN REGIONAL CHILD CARE,Full-time Centre,Preschool,53.0,N,Y,N,Day Care,191 Churchill Boulevard Saint John E2K 3E2 (506) 646-2384,Province of New Brunswick
805,YMCA OF GREATER SAINT JOHN REGIONAL INFANT AND TODDLER CARE,Full-time Centre,"Infant, Preschool",37.0,Y,Y,N,Day Care,191 Churchill Boulevard Saint John E2K 3E2 (506) 646-2384,Province of New Brunswick
806,YMCA OF GREATER SAINT JOHN ST. MARK'S AFTER SCHOOL PROGRAM,Part-time Centre,School-age,40.0,N,N,Y,Day Care,50 Dexter Drive Saint John E2M 4M4 (506) 693-9057,Province of New Brunswick
807,YMCA OF GREATER SJ Q-PLEX AFTER SCHOOL PROGRAM - DOWNSTAIRS,Part-time Centre,School-age,29.0,N,N,Y,Day Care,20 Randy Jones Way Quispamsis E2E 0P1 (506) 849-5784,Province of New Brunswick
808,YMCA of Greater SJ Forest Glen After School Program,Part-time Centre,School-age,60.0,N,N,Y,Day Care,651 Westmorland Road Saint John E2J 2H3 (506) 658-2816,Province of New Brunswick
809,YMCA OF GREATER SJ MCC AFTER SCHOOL PROGRAM,Part-time Centre,School-age,60.0,N,N,Y,Day Care,99 Daniel Avenue Saint John E2K 4P3 (506) 632-6157,Province of New Brunswick
810,YMCA OF GREATER SJ MCC CHILDCARE AND AFTER SCHOOL PROGRAM,Full-time Centre,"Preschool, School-age",60.0,N,Y,Y,Day Care,99 Daniel Avenue Saint John E2K 4P3 (506) 632-6157,Province of New Brunswick
811,YMCA OF GREATER SJ PRINCE CHARLES AFTER SCHOOL PROGRAM,Part-time Centre,School-age,23.0,N,N,Y,Day Care,319 Union Street Saint John E2L 1B3 (506) 646-2106,Province of New Brunswick
812,YMCA OF GREATER SJ Q-PLEX AFTER SCHOOL PROGRAM - UPSTAIRS,Part-time Centre,School-age,60.0,N,N,Y,Day Care,20 Randy Jones Way Quispamsis E2E 0P1 (506) 849-5784,Province of New Brunswick
813,YMCA Park St ASP,Part-time Centre,School-age,30.0,N,N,Y,Day Care,111 Park Street Fredericton E3A 2J6 (506) 462-3000,Province of New Brunswick
814,YMCA Preschool and Afterschool Adventurers,Part-time Centre,"Preschool, School-age",38.0,N,Y,Y,Day Care,570 York Street Fredericton E3B 3R2 (506) 462-3000,Province of New Brunswick
815,YMCA Royal Rd. ASP,Part-time Centre,School-age,30.0,N,N,Y,Day Care,340 Royal Road Fredericton E3G 6J9 (506) 462-3000,Province of New Brunswick
816,YORK STREET CHILDREN'S CENTRE INC.,Full-time Centre,"Infant, Preschool, School-age",39.0,Y,Y,Y,Day Care,40 York Street Sackville E4L 4R4 (506) 536-4325,Province of New Brunswick
817,YOUNG EXPLORERS LEARNING CENTER,Full-time Centre,"Preschool, School-age",46.0,N,Y,Y,Day Care,122 McClellan Avenue Riverview E1B 1X2 (506) 878-7545,Province of New Brunswick
818,YOUTH DISCOVERY CENTER,Part-time Centre,"Preschool, School-age",45.0,N,Y,Y,Day Care,A 150 Trites Road Riverview E1B 3L9 (506) 387-4989,Province of New Brunswick
819,Youth In Action Centre Jeunes en Action,Part-time Centre,School-age,60.0,N,N,Y,Day Care,44 Boulevard Salmon Campbellton E3N 3T7 (506) 753-4570,Province of New Brunswick
820,YW Margie's Early Learning Centre,Full-time Centre,"Infant, Preschool",60.0,Y,Y,N,Day Care,135 Kendra Street Moncton E1C 9V9 (506) 855-4349,Province of New Brunswick
821,YW/ACADEMIE DES AMIS / FRIENDS ACADEMY,Part-time Centre,School-age,20.0,N,N,Y,Day Care,135 Kendra Street Moncton E1C 9V9 (506) 855-4349,Province of New Brunswick
822,Garderie La Villa des Amis Lte,Full-time Centre,"Preschool, School-age",36.0,N,Y,Y,Day Care,6830 Route 11 Tracadie Beach E1X 4P4 (506) 394-3573,Province of New Brunswick
823,Garderie Les amis de Madi,Full-time Centre,"Infant, Preschool, School-age",47.0,Y,Y,Y,Day Care,255 rue Main Grand-Sault/Grand Falls E3Z 2W1 (506) 426-1532,Province of New Brunswick
824,Garderie les Farfelues,Home,"Infant, Preschool, School-age",6.0,Y,Y,Y,Home,154 rue Canada Saint-Quentin E8A 1G7 (506) 235-2196,Province of New Brunswick
825,Garderie Les Lucioles,Part-time Centre,School-age,60.0,N,N,Y,Day Care,Drive Eco Terra Fredericton E3A 9M1 (506) 453-7700,Province of New Brunswick
