,name,source_full_address,full_address,street_number,street_name,unit,city,province,provider
7344,GARDERIE DE LA GARE INC.,"152, boulevard Ste-Rose Est",152 boulevard Ste-Rose Est,152,boulevard ste-rose est,,Laval,,Province of Quèbec
21971,Happy Trails Child Care,9604 Barnes Pl,9604 Barnes Pl,9604,barnes pl,,Sidney,,Province of British Columbia
1821,PARK PLAZA OUT OF SCHOOL CARE,116 101 GRANADA BLVD,116 101 GRANADA BLVD,116 101,granada blvd,,SHERWOOD PARK,,Province of Alberta
18139,Country Kids Child Care,off oliver rd Thunder Bay ON,off oliver rd ,,off oliver rd,,Thunder Bay,Ontario,GoDayCare.com
15537,Zida Academy,,nan,1,Henry Goulburn Way,,Stittsville,ON,Province of Ontario
540,I-Play Athletic 2,77 Hildegard Drive Moncton E1G 0Z6 (506) 862-0910,77 hildegard drive ,77,hildegard drive,,,,Province of New Brunswick
20911,SFU Chilcare Society (Nanitsh Centre),8888 University Dr Simon Fraser University,8888 University Dr Simon Fraser University,8888,university dr,,Burnaby,,Province of British Columbia
2853,INTERCULTURAL DAYCARE,9538 107 AVENUE,9538 107 AVENUE,9538,107 avenue,,EDMONTON,,Province of Alberta
12474,Blaisdale Montessori School - Rougemount,,nan,365,Kingston Road,,Pickering,ON,Province of Ontario
8162,GARDERIE LA PETITE ÉTOILE MAGIQUE,"103, rue F.P.-Labrie",103 rue FP-Labrie,103,rue fp-labrie,,Mercier,,Province of Quèbec
3129,PETER PAN CHILD CARE CENTRE (MILLWOODS) - TOWER II,142 MILLBOURNE MALL,142 MILLBOURNE MALL,142,millbourne mall,,EDMONTON,,Province of Alberta
16805,R. Tait Mckenzie School Age Club,175 Paterson Street Almonte ON,175 paterson street ,175,paterson street,,Almonte,Ontario,GoDayCare.com
22367,Storyoga,1720 Mctavish Rd,1720 Mctavish Rd,1720,mctavish rd,,North Saanich,,Province of British Columbia
459,Go-Go After School and Preschool Woodstock Road,A 861 Woodstock Road Fredericton E3B 7R7 (506) 455-5496,a 861 woodstock road ,861,woodstock road,,,,Province of New Brunswick
13843,LEF - Portage Trail Before and After School Care Program (Licence #0000778),,nan,100,Sidney Belsey Crescent,,Toronto,ON,Province of Ontario
21277,Kids Club Child Care Centre Ltd. (Delair Road),35190 Delair Road,35190 Delair Road,35190,delair road,,Abbotsford,,Province of British Columbia
23136,Av Learning Lab,3500 Argyle St,3500 Argyle St,3500,argyle st,,Port Alberni,,Province of British Columbia
8004,LES PETITES POMMES,"2650, rue du Parc",2650 rue du Parc,2650,rue du parc,,Franklin,,Province of Quèbec
16212,Dalhousie Preschool Inc.,140 Brunswick Dalhousie NB,140 brunswick ,140,brunswick,,Dalhousie,New Brunswick,GoDayCare.com
17422,Story Book Early Learning Centre,26 Arthur Avenue Essex ON,26 arthur avenue ,26,arthur avenue,,Essex,Ontario,GoDayCare.com
8886,Pluto Day Care Centre - Ottawa Street,,nan,1284,Ottawa Street,,Kitchener,ON,Province of Ontario
2480,THE LEARNING TREE PRE-SCHOOL INC.,11 SACKVILLE DRIVE SW,11 SACKVILLE DRIVE SW,11,sackville drive sw,,CALGARY,,Province of Alberta
19497,Honey Bee Academy Family Daycare,3772 Nicola St,3772 Nicola St,3772,nicola st,,Abbotsford,,Province of British Columbia
21270,Tiny Town Childcare Centre,5747 Gilpin St,5747 Gilpin St,5747,gilpin st,,Burnaby,,Province of British Columbia
20864,La Garderie,Rm 160 B - 1166 W 14Th,160 B 1166 W 14Th,160 b 1166,w 14th,,Vancouver,,Province of British Columbia
22071,Little Thinkers Daycare Centre,15023 62 Ave,15023 62 Ave,15023,62 ave,,Surrey,,Province of British Columbia
4444,Smita Sharma,"9 Sage Wood Avenue (Ave) Winnipeg, MB",9 sage wood avenue ,9,sage wood avenue,,,,Province of Manitoba
22341,Promontory Heights Christian Daycare,5108 Cecil Ridge Pl,5108 Cecil Ridge Pl,5108,cecil ridge pl,,Chilliwack,,Province of British Columbia
24727,Kerrobert Day Care Centre Inc.,"Box 267, 115 Saskatchewan Avenue, Kerrobert, SK, S0L 1R0",115 saskatchewan avenue ,115,saskatchewan avenue,,,,Province of Saskatchewan
1311,CHILD'S PLAY OUT OF SCHOOL CARE @ ST. LUKE,1232 NORTHMOUNT DRIVE NW,1232 NORTHMOUNT DRIVE NW,1232,northmount drive nw,,CALGARY,,Province of Alberta
17254,St Joseph The Worker Child Care Centre,206 Glen Shields Avenue Concord ON,206 glen shields avenue ,206,glen shields avenue,,Concord,Ontario,GoDayCare.com
22931,Mountview Out Of School,1222 Dog Creek Rd,1222 Dog Creek Rd,1222,dog creek rd,,Williams Lake,,Province of British Columbia
19843,Yarrow Community School Society,4605 Wilson Rd,4605 Wilson Rd,4605,wilson rd,,Yarrow,,Province of British Columbia
20549,Qayqayt Children's Centre,301-85 Merivale St,301 85 Merivale St,301 85,merivale st,,New Westminster,,Province of British Columbia
4328,Family or Group Child Care Home *,None,None,,,,,,Province of Manitoba
13171,Royal Day Care Weston Inc.,,nan,1737,Weston Road,,Toronto,ON,Province of Ontario
12022,Maurice Cody Child Care,,nan,364,Belsize Drive,,Toronto,ON,Province of Ontario
21695,Margie's Family Childcare,9224 204 St,9224 204 St,9224,204 st,,Langley,,Province of British Columbia
8821,Spring Creek Learn & Play Childcare,,nan,473,DUNDAS Street,,Waterdown,ON,Province of Ontario
11594,Les Lucioles Programme d'Immersion Francais,,nan,1020,Dryden Boulevard,,Whitby,ON,Province of Ontario
17392,Little Angels Development-Elora,30 Geddes St. Elora ON,30 geddes st ,30,geddes st,,Elora,Ontario,GoDayCare.com
16519,Cumberland YMCA,141 Victoria St Amherst NS,141 victoria st ,141,victoria st,,Amherst,Nova Scotia,GoDayCare.com
5638,PAVILLON LES INSÉPARABLES,"7795, avenue du Ronceray",7795 avenue du Ronceray,7795,avenue du ronceray,,Anjou,,Province of Quèbec
17443,Fonthill Montessori Preschool,Fonthill Montessori Preschool Fonthill ON,fonthill montessori preschool ,,,,Fonthill,Ontario,GoDayCare.com
14879,YMCA of Greater Toronto - Brownridge Child Care,,nan,65,Brownridge Drive,,Thornhill,ON,Province of Ontario
14433,Westboro Montessori Children's House,,nan,387,Danforth Avenue,,Ottawa,ON,Province of Ontario
3723,RISING STAR OUT OF SCHOOL CARE,"1, 6102 29 AVENUE",1 6102 29 AVENUE,1 6102,29 avenue,,BEAUMONT,,Province of Alberta
9028,The Butterfly House Before and After School Program,,nan,48,Broadway Street,,Paris,ON,Province of Ontario
17475,Community Partners For Success Co-Operative Quinte,994 Will Johnson Road Frankford ON,994 will johnson road ,994,will johnson road,,Frankford,Ontario,GoDayCare.com
9412,Little Scholars Montessori Daycare,,nan,,4-2910 Woodroffe Avenue,,Ottawa,ON,Province of Ontario
1140,CALGARY KIDS CENTER INC.,789 NORTHMOUNT DRIVE NW,789 NORTHMOUNT DRIVE NW,789,northmount drive nw,,CALGARY,,Province of Alberta
7030,CENTRE DE LA PETITE ENFANCE SACHIDUN,"1011, route Naskapi",1011 route Naskapi,1011,route naskapi,,Kawawachikamach,,Province of Quèbec
4426,Sandra Oliveira,None,None,,,,,,Province of Manitoba
13126,Rideau Child Care Centre (Smiths Falls),,nan,2,Gould Street,,Smiths Falls,ON,Province of Ontario
3792,ALPHABET DAYCARE PONOKA,6-4800 HWY 2A,6 4800 HWY 2A,6,4800 hwy 2a,,PONOKA,,Province of Alberta
23687,Toon Town Licensed Childcare,1194 Columbia Ave,1194 Columbia Ave,1194,columbia ave,,Trail,,Province of British Columbia
20178,Kids & Company North Vancouver,1035 Marine Dr,1035 Marine Dr,1035,marine dr,,North Vancouver,,Province of British Columbia
10164,Centre Pr√©scolaire Parascolaire St-Mathieu,,nan,3155,Gendron Chemin,,Hammond,ON,Province of Ontario
23163,Happy Ridge Early Learning Academy,101-21755 Lougheed Hwy,101 21755 Lougheed Hwy,101,21755 lougheed hwy,,Maple Ridge,,Province of British Columbia
3301,SHAWNESSY DAYCARE,184 SHAWNESSY DRIVE SW,184 SHAWNESSY DRIVE SW,184,shawnessy drive sw,,CALGARY,,Province of Alberta
13733,The Learning Circle Child Development Centre,,nan,681,Monaghan Road,,Peterborough,ON,Province of Ontario
19353,YMCA School Age Child Care - Mary Queen of the World Parish,775 Topsail Road,775 Topsail Road,775,topsail road,,Mount Pearl,,Province of Newfoundland and Labrador
2397,EDU-CARE AFTER SCHOOL CARE,15641 96 AVENUE,15641 96 AVENUE,15641,96 avenue,,EDMONTON,,Province of Alberta
11712,Little Feet Little Faces Preschool,,nan,183,Avenue Road,,Toronto,ON,Province of Ontario
5515,INSTALLATION LES POUSSINELLES,"280, rue Manville Ouest",280 rue Manville Ouest,280,rue manville ouest,,Asbestos,,Province of Quèbec
12238,Evergreen Heights School Age Program,,nan,2510,Hwy 592,,Emsdale,ON,Province of Ontario
22605,Fledgling Family Daycare,357 Winder St,357 Winder St,357,winder st,,Quesnel,,Province of British Columbia
6951,PRÉ MATERNELLE TOURAINE,"13, avenue Gatineau",13 avenue Gatineau,13,avenue gatineau,,Gatineau,,Province of Quèbec
7813,CENTRE DE LA PETITE ENFANCE NOTRE-DAME INC.,"550, rue René-Gascon",550 rue René-Gascon,550,rue rené-gascon,,Saint-Jérôme,,Province of Quèbec
12096,North Yonge Infant Nursery (Mini World Ltd),,nan,27,Melrose Avenue,,Toronto,ON,Province of Ontario
