,name,source_full_address,full_address,street_number,street_name,unit,city,province,provider
21164,CENTRE DE LA PETITE ENFANCE LE PIPANDOR,"1800, av du Capitaine-Veilleux","1800, Av Du Capitaine Veilleux",1800,av du capitaine veilleux,,Shawinigan,,Province of Quèbec
32823,Sundowners Day Care & Resource Centre - Roseland,,Nan,620,Cabana Road,,Windsor,ON,Province of Ontario
34226,YMCA of Greater Toronto - Ingleborough,,Nan,60,Ingleborough Drive,,Brampton,ON,Province of Ontario
41775,Puddle Jumpers Childcare Services,1561 India Ave,1561 India Ave,1561,india ave,,Prince Rupert,,Province of British Columbia
17119,THE LEARNING SEED DAYCARE PROGRAM,13620 93 STREET,13620 93 Street,13620,93 street,,EDMONTON,,Province of Alberta
40220,"Crescent Beach Tiny ""Y""",2756 127Th St,2756 127Th St,2756,127th st,,Surrey,,Province of British Columbia
3331,RIVERBEND CHRISTIAN PRESCHOOL,495 RHATIGAN ROAD EAST,495 Rhatigan Road East,495,rhatigan road east,,EDMONTON,,Province of Alberta
12713,HOPE COMMUNITY PRESCHOOL,245 BRENT BLVD.,245 Brent Blvd,245,brent blvd,,STRATHMORE,,Province of Alberta
34853,Busy Kids Child Care Centre,12621 153 Ave Edmonton AB,12621 153 ave ,12621,153 ave,,Edmonton,Alberta,GoDayCare.com
24695,CENTRE DE LA PETITE ENFANCE L'ÎLE DES MOUSSAILLONS,"700, rue Lorraine","700, Rue Lorraine",700,rue lorraine,,Trois-Rivières,,Province of Quèbec
29629,Educare Children's Centre,,Nan,1615,Bloor Street,,Mississauga,ON,Province of Ontario
29176,The Children's House Montessori School,,Nan,16150,Old Simcoe Road,,Port Perry,ON,Province of Ontario
36796,Just Like Home Child Care,Blue Heron Drive Ilderton ON,blue heron drive ,,,,Ilderton,Ontario,GoDayCare.com
25087,CENTRE DE LA PETITE ENFANCE HEC,"5550, avenue Louis-Colin","5550, Avenue Louis Colin",5550,avenue louis colin,,Montréal,,Province of Quèbec
20494,Brandon Friendship Centre Inc.,"205 College Avenue (Ave) Brandon, MB",205 college avenue  ,205,college avenue,,,,Province of Manitoba
38927,Eagle Harbour Montessori Childcare,5575 Marine Drive,5575 Marine Drive,5575,marine drive,,West Vancouver,,Province of British Columbia
858,Mrs. Sylvia's Preschool,34 McMurtrie Avenue New Maryland E3C 1G7 (506) 453-1853,"34 Mcmurtrie Avenue New Maryland   453 1853NB, Canada",,,,,,Province of New Brunswick
32059,Plasp - Mount Royal P.S.,,Nan,65,Mount Royal Circle,,Brampton,ON,Province of Ontario
19710,Family or Group Child Care Home *,None,None,,,,,,Province of Manitoba
12462,BALWIN DAY CARE CENTRE,13112 68 STREET,13112 68 Street,13112,68 street,,EDMONTON,,Province of Alberta
26009,GARDERIE ÉDUCATIVE L'ESSOR DE LA PETITE ENFANCE,"227, rue Galt, bureau 230","227, Rue Galt, Bureau 230",rue galt,bureau 230,227,Verdun,,Province of Quèbec
5677,CHILDREN'S PLACE CHILD CARE CENTRE - OKOTOKS,102 ELIZABETH STREET,102 Elizabeth Street,102,elizabeth street,,OKOTOKS,,Province of Alberta
10246,SUMMIT KIDS - TERRACE ROAD,2103 - 46 STREET NW,2103 46 Street Nw,2103,46 street nw,,CALGARY,,Province of Alberta
23014,CENTRE ÉDUCATIF LA RELÈVE INC.,"4669, boulevard Lévesque Est","4669, Boulevard Lévesque Est",4669,boulevard lévesque est,,Laval,,Province of Quèbec
3317,LANGDON LEARNING CENTRE,"120, 355 CENTRE STREET NW",120 355 Centre Street Nw,120 355,centre street nw,,LANGDON,,Province of Alberta
38296,Fenerty Road Preschool,91 FENERTY RD.,91 Fenerty Rd,91,fenerty rd,,MIDDLE SACKVILLE,,Province of Nova Scotia
37785,Musical Daycare DoReMi,ch du lac Notre Dame De L'ile Perrot QC,ch du lac ,,,,Notre Dame De L'ile Perrot,Quebec,GoDayCare.com
37188,Tammy's Daycare,Thousand Acre rd Portland ON,thousand acre rd ,,,,Portland,Ontario,GoDayCare.com
26741,CENTRE DE LA PETITE ENFANCE TIRELOU (INSTALLATION 1),"3859, rue Queen","3859, Rue Queen",3859,rue queen,,Rawdon,,Province of Quèbec
3659,MOSAIC MONTESSORI ACADEMY,4 - 176 BEDFORD DRIVE NE,4 176 Bedford Drive Ne,4 176,bedford drive ne,,CALGARY,,Province of Alberta
16664,LAKE LOUISE SKI HILL DAYCARE,1 WHITEHORN RD.,1 Whitehorn Rd,1,whitehorn rd,,LAKE LOUISE,,Province of Alberta
1134,KREATIVE KIDZ OUT OF SCHOOL CARE,37/67 SIOUX ROAD,37/67 Sioux Road,37/67,sioux road,,SHERWOOD PARK,,Province of Alberta
16339,LEDUC STRATHCONA SERVICES FOR CHILDREN,203 - 937 FIR STREET,203 937 Fir Street,203,937 fir street,,SHERWOOD PARK,,Province of Alberta
23191,GARDERIE TOURNESOL DE L'ASSOMPTION INC.,"189, boulevard Hector-Papin","189, Boulevard Hector Papin",189,boulevard hector papin,,L'Assomption,,Province of Quèbec
15564,APPLE BLOSSOM DAY HOMES,"BOX 20042, KENSINGTON P.O.", Kensington Po,,,,MEDICINE HAT,,Province of Alberta
5177,JOLLY TIME DAY CARE (MEE YAH NOH),9228 128A AVENUE,9228 128A Avenue,9228,128a avenue,,EDMONTON,,Province of Alberta
23624,GARDERIE ROYA 1 INC.,"6205, boulevard Grande-Allée","6205, Boulevard Grande Allée",6205,boulevard grande allée,,Brossard,,Province of Quèbec
6265,NEW SAREPTA PLAYSCHOOL,5088 1ST AVENUE,5088 1St Avenue,5088,1st avenue,,NEW SAREPTA,,Province of Alberta
20864,CENTRE DE LA PETITE ENFANCE ALLÔ MON AMI,"450, avenue Glazier","450, Avenue Glazier",450,avenue glazier,,Québec,,Province of Quèbec
25007,C.P.E. LE GARDIEN DES RÊVES,"3757, avenue Van Horne","3757, Avenue Van Horne",3757,avenue van horne,,Montréal,,Province of Quèbec
23021,GARDERIE 1-2-3 ON Y VA II INC.,"8048, avenue Marcel-Villeneuve","8048, Avenue Marcel Villeneuve",8048,avenue marcel villeneuve,,Laval,,Province of Quèbec
24071,GARDERIE DE L'ÎLE AUX NOIX,"13, rue des Noyers","13, Rue Des Noyers",13,rue des noyers,,Saint-Paul-de-l'Île-aux-Noix,,Province of Quèbec
20743,"CENTRE DE LA PETITE ENFANCE ""LES TROTTINEURS"" INC.","717, rue Jacques-Cartier Est","717, Rue Jacques Cartier Est",717,rue jacques cartier est,,Chicoutimi,,Province of Quèbec
23430,GARDERIE LES P'TITS SOLEILS ENCHANTÉS INC.,"17965, rue Notre-Dame","17965, Rue Notre Dame",17965,rue notre dame,,Mirabel,,Province of Quèbec
9485,CHILDREN CAN SUCCEED INC.- SUNDANCE,200 SUNMILLS DRIVE SE,200 Sunmills Drive Se,200,sunmills drive se,,CALGARY,,Province of Alberta
2784,LEARNING R US PRESCHOOL,UNIT 139 120 WYE ROAD,Unit 139 120 Wye Road,120,wye road,unit 139,SHERWOOD PARK,,Province of Alberta
19883,Family or Group Child Care Home *,None,None,,,,,,Province of Manitoba
22066,INSTALLATION LE TALON CULOTTÉ,"1300, rue Jean-Talon Est","1300, Rue Jean Talon Est",1300,rue jean talon est,,Montréal,,Province of Quèbec
3111,ELMWOOD DAYCARE,UNITS -16615 /16621-83 AVENUE NW,Units 16615 /16621 83 Avenue Nw,16615 /16621,83 avenue nw,units,EDMONTON,,Province of Alberta
11833,BGC OF STRATHCONA COUNTY - ARDROSSAN,53117 RANGE ROAD 222,53117 Range Road 222,range road,222,53117,ARDROSSAN,,Province of Alberta
27513,GARDERIE CRAYON PASTEL,"5925, rue Lafleur","5925, Rue Lafleur",5925,rue lafleur,,Saint-Hyacinthe,,Province of Quèbec
13678,TEDDY BEAR DAYCARE CENTRE,3305 40 ST SW,3305 40 St Sw,3305,40 st sw,,CALGARY,,Province of Alberta
28563,Bradford Progress West - Fieldcrest,,Nan,100,Professor Day Drive,,Bradford,ON,Province of Ontario
8176,MILLCREEK'S FINEST OUT OF SCHOOL CARE,9425 76 AVENUE,9425 76 Avenue,9425,76 avenue,,EDMONTON,,Province of Alberta
32743,Tiny Tots Day Care,,Nan,224,Second Line,,Sault Ste. Marie,ON,Province of Ontario
39605,Care Bear Learning Centre Dc,4219 Albert St,4219 Albert St,4219,albert st,,Burnaby,,Province of British Columbia
33008,Salvation Army Noah's Ark Day Care,,Nan,9395,Bramalea Road,,Brampton,ON,Province of Ontario
1198,FABLE CHILD CARE CENTER,10010 101 AVE,10010 101 Ave,10010,101 ave,,MORINVILLE,,Province of Alberta
966,SONSHINE KIDS ACADEMY,2290 Mountain Road Moncton E1G 1B4 (506) 857-0832,"2290 Mountain Road Moncton   857 0832NB, Canada",,,,,,Province of New Brunswick
40035,Country Bumkins Children's Centre - Willoughby,20766 80 Ave,20766 80 Ave,20766,80 ave,,Langley,,Province of British Columbia
39768,Growing Together Playhouse & Early Learning Centre,2882 Bentley Rd,2882 Bentley Rd,2882,bentley rd,,West Kelowna,,Province of British Columbia
21440,GARDERIE ÉDUCATIVE L'ÉTOILE FILANTE DE LACHINE INC.,"1000, rue Notre-Dame","1000, Rue Notre Dame",1000,rue notre dame,,Lachine,,Province of Quèbec
40413,Playshare Preschool,696 Main Street,696 Main Street,696,main street,,Penticton,,Province of British Columbia
32644,SKD Bilingual Child Care Centre-Michaelle Jean,,Nan,180,Williamson Dr E Drive,,Ajax,ON,Province of Ontario
11800,KIDS & COMPANY ROYAL OAK OUT OF SCHOOL,"2114, 8650 - 112 AVENUE NW",2114 8650 112 Avenue Nw,,,,CALGARY,,Province of Alberta
30440,Wee Watch Private Home Day Care - Whitby,,Nan,304,Colborne Street,,Whitby,ON,Province of Ontario
4501,CARE LINC CHILDMINDING,"202, 5000 GAETZ AVENUE",202 5000 Gaetz Avenue,5000,gaetz avenue,202,RED DEER,,Province of Alberta
20239,Stony Mountain Child Care Centre Co-op Inc,"81 School Road Stony Mountain, MB",81 school road stony ,school road,stony,81,,,Province of Manitoba
13816,LITTLE CHILDREN DAY HOMES LTD.,101 6TH STREET SE,101 6Th Street Se,101,6th street se,,MEDICINE HAT,,Province of Alberta
36165,Stacey's Daycare,607 north st Beaverton ON,607 north st ,607,north st,,Beaverton,Ontario,GoDayCare.com
44079,Ehrlo Early Learning Centre Imperial,"200 Broad Street, Regina, SK, S4R 1W9 (Highland Park)",200 broad street ,200,broad street,,,,Province of Saskatchewan
20504,Neepawa Co-operative Play Centre Inc.,"284 Davidson Street Neepawa, MB",284 davidson street ,284,davidson street,,,,Province of Manitoba
33364,Umbrella Family - Lawfield,,Nan,45,Berko Avenue,,Hamilton,ON,Province of Ontario
4644,RANCHLANDS MONTESSORI CHILDREN'S CENTRE,1203 RANCHLANDS BLVD NW,1203 Ranchlands Blvd Nw,1203,ranchlands blvd nw,,CALGARY,,Province of Alberta
5388,CHILD DEVELOPMENT DAYHOMES OF ALBERTA,202 222 16 AVENUE NE,202 222 16 Avenue Ne,,,,CALGARY,,Province of Alberta
37089,Avalon Rugrats Academy,576 Corelli Way Orleans ON,576 corelli way ,576,corelli way,,Orleans,Ontario,GoDayCare.com
16168,KIDO CARE INC.,116 - 13 AVENUE SW,116 13 Avenue Sw,116,13 avenue sw,,CALGARY,,Province of Alberta
39229,Sunningdale Children's Centre,625 Isabella Cres,625 Isabella Cres,625,isabella cres,,Trail,,Province of British Columbia
35582,Rhonda Trenholm ¬´silver Lake Day Care¬ª,350 Main Street Sackville NB,350 main street ,350,main street,,Sackville,New Brunswick,GoDayCare.com
29796,Five Mile After School Program,,Nan,2025,Dawson Road,,Thunder Bay,ON,Province of Ontario
17920,PANDA CUB HOUSE CHILDCARE CENTRE,16203 55 STREET,16203 55 Street,16203,55 street,,EDMONTON,,Province of Alberta
29175,Childrens Academie Ltd.,,Nan,178,Mill Street,,Richmond Hill,ON,Province of Ontario
30940,Little Learners Child Care Inc. - 230 Jane Street,,Nan,230,Jane Street,,Toronto,ON,Province of Ontario
16788,BRIGHTPATH WEST HENDAY OSC,850 WEBBER GREENS DRIVE,850 Webber Greens Drive,850,webber greens drive,,EDMONTON,,Province of Alberta
32025,PLASP- Ridgeview Public School,,Nan,25,Brenda Avenue,,Brampton,ON,Province of Ontario
13930,WEE WILD ONES FAIRVIEW,611 - 71 AVENUE SE,611 71 Avenue Se,611,71 avenue se,,CALGARY,,Province of Alberta
41354,First Friends Family Child Care,977 Shaw Ave,977 Shaw Ave,977,shaw ave,,Victoria,,Province of British Columbia
11210,LITTLE WONDERS DAYCARE,15976 109 AVE NW,15976 109 Ave Nw,15976,109 ave nw,,EDMONTON,,Province of Alberta
38751,YMCA Lac Des Bois Care And Learning Centre,4131 Rainbow Drive,4131 Rainbow Drive,4131,rainbow drive,,Prince George,,Province of British Columbia
38126,Kids 'R' Kids Day Care Inc.,18 OLAND CRES.,18 Oland Cres,18,oland cres,,HALIFAX,,Province of Nova Scotia
7097,LITTLE BLESSINGS CHRISTIAN PRESCHOOL,5104 ELLERSLIE RD SW,5104 Ellerslie Rd Sw,5104,ellerslie rd sw,,EDMONTON,,Province of Alberta
3968,MONKEY BUSINESS DAY HOMES INC.,70B 8 STREET NW,70B 8 Street Nw,70b,8 street nw,,MEDICINE HAT,,Province of Alberta
634,GRAND BAY TINY TREASURES LEARNING CENTRE,77 Woolastook Drive Grand Bay-Westfield E5K 1S3 (506) 738-2766,"77 Woolastook Drive Grand Bay Westfield   738 2766NB, Canada",,,,,,Province of New Brunswick
9001,SUZUKI OUT OF SCHOOL CARE,10720 54 STREET,10720 54 Street,10720,54 street,,EDMONTON,,Province of Alberta
31610,ODAWA Sweetgrass Home Child Care,,Nan,815,St Laurent Boulevard,,Ottawa,ON,Province of Ontario
30422,The Children's Place (Megan's Place),,Nan,312,Legget Drive,,Kanata,ON,Province of Ontario
15804,SIGIS CHILD CARE SOCIETY (WILD ROSE),58 GRENFELL AVENUE,58 Grenfell Avenue,58,grenfell avenue,,ST. ALBERT,,Province of Alberta
6187,FUN 2 LEARN PRESCHOOL LTD.,5511 BAROC ROAD NW,5511 Baroc Road Nw,5511,baroc road nw,,CALGARY,,Province of Alberta
10495,KEPLER ACADEMY EARLY LEARNING AND CHILDCARE INC.,16826 107 AVENUE,16826 107 Avenue,16826,107 avenue,,EDMONTON,,Province of Alberta
22226,INSTITUT PRÉSCOLAIRE DE MONTREAL INC.,"10595, boulevard Saint-Michel","10595, Boulevard Saint Michel",boulevard saint,michel,10595,Montréal-Nord,,Province of Quèbec
41651,Castle Care School Age,3515 Watson Ave,3515 Watson Ave,3515,watson ave,,Cobble Hill,,Province of British Columbia
18827,Aleph-Bet Child Life Enrichment Program Inc.,"1007 Sinclair Street Winnipeg, MB",1007 sinclair street ,1007,sinclair street,,,,Province of Manitoba
5874,FULTON AFTER SCHOOL AT HARDISTY,10534 62 STREET,10534 62 Street,10534,62 street,,EDMONTON,,Province of Alberta
21545,CENTRE DE LA PETITE ENFANCE DE POINTE ST-CHARLES/POINTE ST-CHARLES EARLY CHILDHOOD CENTER,"255, avenue Ash","255, Avenue Ash",255,avenue ash,,Montréal,,Province of Quèbec
7434,COUNTRY KIDS CHILD CARE,818 THE BROADWAY,818 The Broadway,818,the broadway,,STANDARD,,Province of Alberta
43258,Country Lane Learning Centre,10291 243A St,10291 243A St,10291,243a st,,Maple Ridge,,Province of British Columbia
38383,Waverley Road Children's Center,194 WAVERLEY RD.,194 Waverley Rd,194,waverley rd,,DARTMOUTH,,Province of Nova Scotia
39536,Chosen Children Learning Centre,6280 Azure Rd,6280 Azure Rd,6280,azure rd,,Richmond,,Province of British Columbia
14302,HARDISTY TODDLER'S INN PLAYSCHOOL,4828-50 STREET,4828 50 Street,4828,50 street,,HARDISTY,,Province of Alberta
35345,A PLUS DAYCARE,MACBETH CRESCENT West Vancouver BC,macbeth crescent west ,,,,West Vancouver,British Columbia,GoDayCare.com
13228,HI5 OSC,4109 106 STREET,4109 106 Street,4109,106 street,,EDMONTON,,Province of Alberta
2042,BRIGHTPATH BOWNESS,3711 - 73 STREET NW,3711 73 Street Nw,3711,73 street nw,,CALGARY,,Province of Alberta
15422,SOUTH CALGARY MONTESSORI CHILD CARE LTD.,105 - 4720 106 AVE SE,105 4720 106 Ave Se,105 4720,106 ave se,,CALGARY,,Province of Alberta
1608,KIDZ IN THE ROCKIES LTD,106-4809 47 AVENUE,106 4809 47 Avenue,106,4809 47 avenue,,ROCKY MOUNTAIN HOUSE,,Province of Alberta
5318,YMCA ST. JOHN PAUL II CHILD CARE,300 ARBOUR HILLS BLVD.,300 Arbour Hills Blvd,300,arbour hills blvd,,GRANDE PRAIRIE,,Province of Alberta
41567,Itandehui Family Child Care,2294 Marlin Quay,2294 Marlin Quay,2294,marlin quay,,Vancouver,,Province of British Columbia
11578,CHILDREN'S PLACE CHILD CARE CENTRE - OKOTOKS,102 ELIZABETH STREET,102 Elizabeth Street,102,elizabeth street,,OKOTOKS,,Province of Alberta
5565,FREE BIRDS GROUP FAMILY DAYHOME-CLOSED,103 EVANSGLEN CIRCLE NW,103 Evansglen Circle Nw,103,evansglen circle nw,,CALGARY,,Province of Alberta
22496,L'ÎLE DES PETITS INC.,"710, chemin du Golf","710, Chemin Du Golf",710,chemin du golf,,Verdun,,Province of Quèbec
36969,Sue Home Childcare,Cobbinshaw Circle Mississauga ON,cobbinshaw circle ,,,,Mississauga,Ontario,GoDayCare.com
29537,Discovery Place Child Care Centre Ltd.,,Nan,22,Tuxedo Court,,Toronto,ON,Province of Ontario
43292,Willowbrook Montessori Child Care Centre,20317 67Th Ave,20317 67Th Ave,20317,67th ave,,Langley,,Province of British Columbia
22474,GARDERIE A B C (VERDUN) INC.,"5639, rue de Verdun","5639, Rue De Verdun",5639,rue de verdun,,Verdun,,Province of Quèbec
37145,Jennifer's Home Care,Sherbrooke St E Perth ON,sherbrooke st e ,,,,Perth,Ontario,GoDayCare.com
9949,LITTLE EINSTEINS OSC AT ST. ALBERT INC.,"100, 1 TACHE STREET",100 1 Tache Street,100 1,tache street,,ST. ALBERT,,Province of Alberta
42586,Grow Happy In-Home Multi-Age Child Care,174 20Th Ave W,174 20Th Ave W,174,20th ave w,,Vancouver,,Province of British Columbia
22438,GARDERIE ÉDUCATIVE AU PARADIS DES PETITS INC.,"4705, boulevard Lavoisier","4705, Boulevard Lavoisier",4705,boulevard lavoisier,,Saint-Léonard,,Province of Quèbec
35853,Hubbards Co-Op Nursery School,10089 Bay Road Hubbards NS,10089 bay road ,10089,bay road,,Hubbards,Nova Scotia,GoDayCare.com
29429,Cotton Candy Daycare,,Nan,298,College Street,,Sudbury,ON,Province of Ontario
35552,Kings Valley Early Education Centre,332 Hampton Road Quispamsis NB,332 hampton road ,332,hampton road,,Quispamsis,New Brunswick,GoDayCare.com
1873,MAGIC MOUNTAIN SIERRA SPRINGS,2868 MAIN STREET SOUTH,2868 Main Street South,2868,main street south,,AIRDRIE,,Province of Alberta
36921,"Creative Children's Montessori School And Day Care, Maple Campus",20 Cranston Park Avenue Maple ON,20 cranston park avenue ,20,cranston park avenue,,Maple,Ontario,GoDayCare.com
12155,NEBULA ACADEMY JUNIOR KINDERGARTEN,12023 81 STREET,12023 81 Street,12023,81 street,,EDMONTON,,Province of Alberta
20091,Family or Group Child Care Home *,None,None,,,,,,Province of Manitoba
18017,NANTON OUT OF SCHOOL CARE,"UNIT 5, 2123 - 19 STREET",Unit 5 2123 19 Street,2123,19 street,unit 5,NANTON,,Province of Alberta
29087,Centro-Clinton Day Care Centre Site 2,,Nan,460,Manning Avenue,,Toronto,ON,Province of Ontario
14791,STEPPING STONES DAY CARE-EASTSIDE,9614 100 AVENUE,9614 100 Avenue,9614,100 avenue,,GRANDE PRAIRIE,,Province of Alberta
1467,ANGELS DAYCARE,7917 106 AVENUE,7917 106 Avenue,7917,106 avenue,,EDMONTON,,Province of Alberta
42718,Pender Street Children's Centre,100 - 1140 West Pender Street,100 1140 West Pender Street,100,1140 west pender street,,Vancouver,,Province of British Columbia
31798,P.R.Y.D.E. St. Francis de Sales,,Nan,72,Church Street,,Ajax,ON,Province of Ontario
12758,SOUTHVIEW CHILD CARE,3650 91 STREET,3650 91 Street,3650,91 street,,EDMONTON,,Province of Alberta
1968,WATER VALLEY PLAYSCHOOL SOCIETY,1 MAINSTREET,1 Mainstreet,1,mainstreet,,CREMONA,,Province of Alberta
37569,East Royalty Kindergarten,1 Avonlea Drive Charlottetown PE,1 avonlea drive ,1,avonlea drive,,Charlottetown,Prince Edward Island,GoDayCare.com
11533,YMCA TIMBERLEA OUT OF SCHOOL CARE,107 BRETT DRIVE,107 Brett Drive,107,brett drive,,FORT MCMURRAY,,Province of Alberta
11746,SUN PILLARS ACADEMY INC.,"#133, 7171 - 80 AVE NE",#133 7171 80 Ave Ne,7171,80 ave ne,#133,CALGARY,,Province of Alberta
29426,Mountain View Child Care Parent Child Resources Centre,,Nan,21,Mahler Road,,Goulais River,ON,Province of Ontario
2914,LA SOCIETE PREMATERNELLE LA BOITE A SURPRISES,RM 114 46 HERITAGE DRIVE,Rm 114 46 Heritage Drive,46,heritage drive,rm 114,ST. ALBERT,,Province of Alberta
11081,WHERE IT'S AT COUNTRY DAYCARE,53113- RANGE ROAD 222,53113 Range Road 222,range road,222,53113,ARDROSSAN,,Province of Alberta
11398,GOLD STAR DAY CARE,16648 71 STREET,16648 71 Street,16648,71 street,,EDMONTON,,Province of Alberta
6352,BRIGHTPATH COCHRANE,609 1ST STREET WEST,609 1St Street West,609,1st street west,,COCHRANE,,Province of Alberta
33944,Chester Junior Y (YMCA),,Nan,115,Gowan Avenue,,Toronto,ON,Province of Ontario
29018,Centre √©ducatif les d√©brouillards-Trille des Bois,,Nan,140,Genest Rue,,Vanier,ON,Province of Ontario
5841,1ST CLASS AFTER CLASS CLUBHOUSE,2 NEW BRIGHTON DRIVE SE,2 New Brighton Drive Se,2,new brighton drive se,,CALGARY,,Province of Alberta
27904,Pathways Academy and Early Learning Centre,,Nan,5971,Dorchester Road,,Niagara Falls,ON,Province of Ontario
27533,CENTRE DE LA PETITE ENFANCE LA P'TITE CABOCHE,"180, rue Lareau","180, Rue Lareau",180,rue lareau,,Saint-Jean-sur-Richelieu,,Province of Quèbec
38904,Cambridge Learning Centre Inc,14898 Spencer Dr,14898 Spencer Dr,14898,spencer dr,,Surrey,,Province of British Columbia
17305,PETER PAN DAYCARE (ALTADORE BEFORE & AFTER SCHOOL),4506 - 16 ST. SW,4506 16 St Sw,4506,16 st sw,,CALGARY,,Province of Alberta
17358,ZASHY DAYCARE,711039 RANGE ROAD 55,711039 Range Road 55,range road,55,711039,GRANDE PRAIRIE,,Province of Alberta
2997,WEST HILLHURST COMMUNITY PRE-SCHOOL,1940 6 AVENUE NW,1940 6 Avenue Nw,1940,6 avenue nw,,CALGARY,,Province of Alberta
23869,GARDERIE LES PETITS INVINCIBLES,"28, rue Brunet","28, Rue Brunet",28,rue brunet,,Mont-Saint-Hilaire,,Province of Quèbec
