,source_full_address,full_address,street_number,street_name,unit,rearranged,rearranged_parsed
8363,"2190, chemin Sainte-Angélique",2190 chemin Sainte-Angélique,2190,chemin sainte-angélique,,2190 chemin Sainte-Angélique,"[('2190', 'house_number'), ('chemin sainte-angélique', 'road')]"
8364,"2222, chemin Sainte-Angélique",2222 chemin Sainte-Angélique,2222,chemin sainte-angélique,,2222 chemin Sainte-Angélique,"[('2222', 'house_number'), ('chemin sainte-angélique', 'road')]"
8365,"2277, chemin Sainte-Angélique",2277 chemin Sainte-Angélique,2277,chemin sainte-angélique,,2277 chemin Sainte-Angélique,"[('2277', 'house_number'), ('chemin sainte-angélique', 'road')]"
8366,"1450, avenue Bédard",1450 avenue Bédard,1450,avenue bédard,,1450 avenue Bédard,"[('1450', 'house_number'), ('avenue bédard', 'road')]"
8367,"2270, chemin Sainte-Angélique",2270 chemin Sainte-Angélique,2270,chemin sainte-angélique,,2270 chemin Sainte-Angélique,"[('2270', 'house_number'), ('chemin sainte-angélique', 'road')]"
8368,"1545, chemin Sainte-Angélique",1545 chemin Sainte-Angélique,1545,chemin sainte-angélique,,1545 chemin Sainte-Angélique,"[('1545', 'house_number'), ('chemin sainte-angélique', 'road')]"
8369,"11, place Mauriac",11 place Mauriac,11,place mauriac,,11 place Mauriac,"[('11', 'house_number'), ('place mauriac', 'road')]"
8370,"148, rue Moreau",148 rue Moreau,148,rue moreau,,148 rue Moreau,"[('148', 'house_number'), ('rue moreau', 'road')]"
8371,"254, chemin des Patriotes",254 chemin des Patriotes,254,chemin des patriotes,,254 chemin des Patriotes,"[('254', 'house_number'), ('chemin des patriotes', 'road')]"
8372,"18, rue Lussier",18 rue Lussier,18,rue lussier,,18 rue Lussier,"[('18', 'house_number'), ('rue lussier', 'road')]"
8373,"690, chemin Rhéaume",690 chemin Rhéaume,690,chemin rhéaume,,690 chemin Rhéaume,"[('690', 'house_number'), ('chemin rhéaume', 'road')]"
8374,"1688, rue Principale",1688 rue Principale,1688,rue principale,,1688 rue Principale,"[('1688', 'house_number'), ('rue principale', 'road')]"
8375,"222, rue des Loisirs",222 rue des Loisirs,222,rue des loisirs,,222 rue des Loisirs,"[('222', 'house_number'), ('rue des loisirs', 'road')]"
8376,"1075, rue Yamaska",1075 rue Yamaska,1075,rue yamaska,,1075 rue Yamaska,"[('1075', 'house_number'), ('rue yamaska', 'road')]"
8377,"13, rue des Noyers",13 rue des Noyers,13,rue des noyers,,13 rue des Noyers,"[('13', 'house_number'), ('rue des noyers', 'road')]"
8378,"49, rue des Érables",49 rue des Érables,49,rue des érables,,49 rue des Érables,"[('49', 'house_number'), ('rue des érables', 'road')]"
8379,"137, rue Nichols",137 rue Nichols,137,rue nichols,,137 rue Nichols,"[('137', 'house_number'), ('rue nichols', 'road')]"
8380,"291, rue Sainte-Catherine",291 rue Sainte-Catherine,291,rue sainte-catherine,,291 rue Sainte-Catherine,"[('291', 'house_number'), ('rue sainte-catherine', 'road')]"
8381,"81, rue Saint-André",81 rue Saint-André,81,rue saint-andré,,81 rue Saint-André,"[('81', 'house_number'), ('rue saint-andré', 'road')]"
8382,"1420, place des Graminées",1420 place des Graminées,1420,place des graminées,,1420 place des Graminées,"[('1420', 'house_number'), ('place des graminées', 'road')]"
8383,"44, rue Chèvrefils",44 rue Chèvrefils,44,rue chèvrefils,,44 rue Chèvrefils,"[('44', 'house_number'), ('rue chèvrefils', 'road')]"
8384,"1009, 1er Avenue",1009 1er Avenue,1009,1er avenue,,1009 1er Avenue,"[('1009', 'house_number'), ('1er avenue', 'road')]"
8385,"5, avenue des Maîtres",5 avenue des Maîtres,5,avenue des maîtres,,5 avenue des Maîtres,"[('5', 'house_number'), ('avenue des maîtres', 'road')]"
8386,"215, 34e Avenue",215 34e Avenue,215,34e avenue,,215 34e Avenue,"[('215', 'house_number'), ('34e avenue', 'road')]"
8387,"456, 34e avenue",456 34e avenue,456,34e avenue,,456 34e avenue,"[('456', 'house_number'), ('34e avenue', 'road')]"
8388,"1010, rue Principale",1010 rue Principale,1010,rue principale,,1010 rue Principale,"[('1010', 'house_number'), ('rue principale', 'road')]"
8389,"1186, rue Principale",1186 rue Principale,1186,rue principale,,1186 rue Principale,"[('1186', 'house_number'), ('rue principale', 'road')]"
8390,"3, rue Derome",3 rue Derome,3,rue derome,,3 rue Derome,"[('3', 'house_number'), ('rue derome', 'road')]"
8391,"1171, 28ième Avenue",1171 28ième Avenue,1171,28ième avenue,,1171 28ième Avenue,"[('1171', 'house_number'), ('28ième avenue', 'road')]"
8392,"5900, route 132",5900 route 132,5900,route 132,,5900 route 132,"[('5900', 'house_number'), ('route 132', 'road')]"
8393,"5161, boulevard Saint-Laurent",5161 boulevard Saint-Laurent,5161,boulevard saint-laurent,,5161 boulevard Saint-Laurent,"[('5161', 'house_number'), ('boulevard saint-laurent', 'road')]"
8394,"1724, rue Centrale",1724 rue Centrale,1724,rue centrale,,1724 rue Centrale,"[('1724', 'house_number'), ('rue centrale', 'road')]"
8395,"3600, boulevard Saint-Laurent",3600 boulevard Saint-Laurent,3600,boulevard saint-laurent,,3600 boulevard Saint-Laurent,"[('3600', 'house_number'), ('boulevard saint-laurent', 'road')]"
8396,"520, rue Centrale",520 rue Centrale,520,rue centrale,,520 rue Centrale,"[('520', 'house_number'), ('rue centrale', 'road')]"
8397,"4020, rue des Aigles",4020 rue des Aigles,4020,rue des aigles,,4020 rue des Aigles,"[('4020', 'house_number'), ('rue des aigles', 'road')]"
8398,"4020, rue des Aigles",4020 rue des Aigles,4020,rue des aigles,,4020 rue des Aigles,"[('4020', 'house_number'), ('rue des aigles', 'road')]"
8399,"2321, rue Sainte-Clotilde",2321 rue Sainte-Clotilde,2321,rue sainte-clotilde,,2321 rue Sainte-Clotilde,"[('2321', 'house_number'), ('rue sainte-clotilde', 'road')]"
8400,"1, rue Boulais",1 rue Boulais,1,rue boulais,,1 rue Boulais,"[('1', 'house_number'), ('rue boulais', 'road')]"
8401,"780, montée Sainte-Julie, bureau 100",780 montée Sainte-Julie,780,montée sainte-julie,,780 montée Sainte-Julie,"[('780', 'house_number'), ('montée sainte-julie', 'road')]"
8402,"2100, rue Darwin",2100 rue Darwin,2100,rue darwin,,2100 rue Darwin,"[('2100', 'house_number'), ('rue darwin', 'road')]"
8403,"280, rue du Grand-Coteau",280 rue du Grand-Coteau,280,rue du grand-coteau,,280 rue du Grand-Coteau,"[('280', 'house_number'), ('rue du grand-coteau', 'road')]"
8404,"375, rue Marie-Curie",375 rue Marie-Curie,375,rue marie-curie,,375 rue Marie-Curie,"[('375', 'house_number'), ('rue marie-curie', 'road')]"
8405,"1500, rue Principale",1500 rue Principale,1500,rue principale,,1500 rue Principale,"[('1500', 'house_number'), ('rue principale', 'road')]"
8406,"2600, rue Principale",2600 rue Principale,2600,rue principale,,2600 rue Principale,"[('2600', 'house_number'), ('rue principale', 'road')]"
8407,"2109, rue Borduas",2109 rue Borduas,2109,rue borduas,,2109 rue Borduas,"[('2109', 'house_number'), ('rue borduas', 'road')]"
8408,"640, boulevard N.-P.-Lapierre",640 boulevard N-P-Lapierre,640,boulevard n-p-lapierre,,640 boulevard N-P-Lapierre,"[('640', 'house_number'), ('boulevard n-p-lapierre', 'road')]"
8409,"2001, rue Norman-Béthune",2001 rue Norman-Béthune,2001,rue norman-béthune,,2001 rue Norman-Béthune,"[('2001', 'house_number'), ('rue norman-béthune', 'road')]"
8410,"99, boulevard des Hauts-Bois, bureau 14",99 boulevard des Hauts-Bois,99,boulevard des hauts-bois,,99 boulevard des Hauts-Bois,"[('99', 'house_number'), ('boulevard des hauts-bois', 'road')]"
8411,"371, avenue Jules-Choquet",371 avenue Jules-Choquet,371,avenue jules-choquet,,371 avenue Jules-Choquet,"[('371', 'house_number'), ('avenue jules-choquet', 'road')]"
8412,"1190, boulevard N.-P.-Lapierre",1190 boulevard N-P-Lapierre,1190,boulevard n-p-lapierre,,1190 boulevard N-P-Lapierre,"[('1190', 'house_number'), ('boulevard n-p-lapierre', 'road')]"
8413,"2133-A, boulevard Armand-Frappier",2133-A boulevard Armand-Frappier,2133-a,boulevard armand-frappier,,2133-A boulevard Armand-Frappier,"[('2133-a', 'house_number'), ('boulevard armand-frappier', 'road')]"
8414,"320, rue de Murano, suite 201",320 rue de Murano #201,rue de murano,#201,320,#201 320 rue de Murano ,"[('#201', 'unit'), ('320', 'house_number'), ('rue de murano', 'road')]"
8415,"425, rue des Fondateurs",425 rue des Fondateurs,425,rue des fondateurs,,425 rue des Fondateurs,"[('425', 'house_number'), ('rue des fondateurs', 'road')]"
8416,"6, rue des Copains",6 rue des Copains,6,rue des copains,,6 rue des Copains,"[('6', 'house_number'), ('rue des copains', 'road')]"
8417,"301, rue Saint-Joseph",301 rue Saint-Joseph,301,rue saint-joseph,,301 rue Saint-Joseph,"[('301', 'house_number'), ('rue saint-joseph', 'road')]"
8418,"10, rue Desrochers",10 rue Desrochers,10,rue desrochers,,10 rue Desrochers,"[('10', 'house_number'), ('rue desrochers', 'road')]"
8419,"21, boulevard Quévillon, bureau 195",21 boulevard Quévillon,21,boulevard quévillon,,21 boulevard Quévillon,"[('21', 'house_number'), ('boulevard quévillon', 'road')]"
8420,"5015, boulevard Hébert",5015 boulevard Hébert,5015,boulevard hébert,,5015 boulevard Hébert,"[('5015', 'house_number'), ('boulevard hébert', 'road')]"
8421,"250, rue Saint-Thomas",250 rue Saint-Thomas,250,rue saint-thomas,,250 rue Saint-Thomas,"[('250', 'house_number'), ('rue saint-thomas', 'road')]"
8422,"2, rue Champagne",2 rue Champagne,2,rue champagne,,2 rue Champagne,"[('2', 'house_number'), ('rue champagne', 'road')]"
8423,"185, rue Hébert",185 rue Hébert,185,rue hébert,,185 rue Hébert,"[('185', 'house_number'), ('rue hébert', 'road')]"
8424,"868, avenue Grande-Île",868 avenue Grande-Île,868,avenue grande-île,,868 avenue Grande-Île,"[('868', 'house_number'), ('avenue grande-île', 'road')]"
8425,"1321, rue Léger",1321 rue Léger,1321,rue léger,,1321 rue Léger,"[('1321', 'house_number'), ('rue léger', 'road')]"
8426,"200, rue Alexandre",200 rue Alexandre,200,rue alexandre,,200 rue Alexandre,"[('200', 'house_number'), ('rue alexandre', 'road')]"
8427,"425, boulevard des Érables, bureau 110",425 boulevard des Érables,425,boulevard des érables,,425 boulevard des Érables,"[('425', 'house_number'), ('boulevard des érables', 'road')]"
8428,"551, boulevard Grande-Île",551 boulevard Grande-Île,551,boulevard grande-île,,551 boulevard Grande-Île,"[('551', 'house_number'), ('boulevard grande-île', 'road')]"
8429,"184, chemin Jolley",184 chemin Jolley,184,chemin jolley,,184 chemin Jolley,"[('184', 'house_number'), ('chemin jolley', 'road')]"
8430,"249, rue Lavigne",249 rue Lavigne,249,rue lavigne,,249 rue Lavigne,"[('249', 'house_number'), ('rue lavigne', 'road')]"
8431,"60, rue Élizabeth, suite 200",60 rue Élizabeth #200,rue élizabeth,#200,60,#200 60 rue Élizabeth ,"[('#200', 'unit'), ('60', 'house_number'), ('rue élizabeth', 'road')]"
8432,"2255, boulevard Saint-Louis",2255 boulevard Saint-Louis,2255,boulevard saint-louis,,2255 boulevard Saint-Louis,"[('2255', 'house_number'), ('boulevard saint-louis', 'road')]"
8433,"40D, rue Albert",40D rue Albert,40d,rue albert,,40D rue Albert,"[('40d', 'house_number'), ('rue albert', 'road')]"
8434,"8300, rue Industrielle",8300 rue Industrielle,8300,rue industrielle,,8300 rue Industrielle,"[('8300', 'house_number'), ('rue industrielle', 'road')]"
8435,"4193, route Marie-Victorin",4193 route Marie-Victorin,4193,route marie-victorin,,4193 route Marie-Victorin,"[('4193', 'house_number'), ('route marie-victorin', 'road')]"
8436,"334, boulevard Fiset",334 boulevard Fiset,334,boulevard fiset,,334 boulevard Fiset,"[('334', 'house_number'), ('boulevard fiset', 'road')]"
8437,"1061, rue des Merisiers",1061 rue des Merisiers,1061,rue des merisiers,,1061 rue des Merisiers,"[('1061', 'house_number'), ('rue des merisiers', 'road')]"
8438,"60, rue Principale Sud",60 rue Principale Sud,60,rue principale sud,,60 rue Principale Sud,"[('60', 'house_number'), ('rue principale sud', 'road')]"
8439,"91, 5e Boulevard",91 5e Boulevard,91,5e boulevard,,91 5e Boulevard,"[('91', 'house_number'), ('5e boulevard', 'road')]"
8440,"255, rue Jean-Coutu, suite 100",255 rue Jean-Coutu #100,rue jean-coutu,#100,255,#100 255 rue Jean-Coutu ,"[('#100', 'unit'), ('255', 'house_number'), ('rue jean-coutu', 'road')]"
8441,"255, rue Jean-Coutu, suite 101",255 rue Jean-Coutu #101,rue jean-coutu,#101,255,#101 255 rue Jean-Coutu ,"[('#101', 'unit'), ('255', 'house_number'), ('rue jean-coutu', 'road')]"
8442,"45, rue de la Fabrique",45 rue de la Fabrique,45,rue de la fabrique,,45 rue de la Fabrique,"[('45', 'house_number'), ('rue de la fabrique', 'road')]"
8443,"22, rue Sainte-Anne",22 rue Sainte-Anne,22,rue sainte-anne,,22 rue Sainte-Anne,"[('22', 'house_number'), ('rue sainte-anne', 'road')]"
8444,"80, rue Dalpé",80 rue Dalpé,80,rue dalpé,,80 rue Dalpé,"[('80', 'house_number'), ('rue dalpé', 'road')]"
8445,"88, rue Dalpé",88 rue Dalpé,88,rue dalpé,,88 rue Dalpé,"[('88', 'house_number'), ('rue dalpé', 'road')]"
8446,"1683, route Marie-Victorin",1683 route Marie-Victorin,1683,route marie-victorin,,1683 route Marie-Victorin,"[('1683', 'house_number'), ('route marie-victorin', 'road')]"
8447,"108-2069, route Marie-Victorin",108-2069 route Marie-Victorin,108-2069,route marie-victorin,,108-2069 route Marie-Victorin,"[('108-2069', 'house_number'), ('route marie-victorin', 'road')]"
8448,"1681, route Marie-Victorin",1681 route Marie-Victorin,1681,route marie-victorin,,1681 route Marie-Victorin,"[('1681', 'house_number'), ('route marie-victorin', 'road')]"
8449,"321, rue du Trécarré",321 rue du Trécarré,321,rue du trécarré,,321 rue du Trécarré,"[('321', 'house_number'), ('rue du trécarré', 'road')]"
8450,"101, boulevard de la Marine",101 boulevard de la Marine,101,boulevard de la marine,,101 boulevard de la Marine,"[('101', 'house_number'), ('boulevard de la marine', 'road')]"
8451,"50, rue de la Gabelle",50 rue de la Gabelle,50,rue de la gabelle,,50 rue de la Gabelle,"[('50', 'house_number'), ('rue de la gabelle', 'road')]"
8452,"1471, boulevard Lionel-Boulet, suite 16",1471 boulevard Lionel-Boulet #16,boulevard lionel-boulet,#16,1471,#16 1471 boulevard Lionel-Boulet ,"[('#16', 'unit'), ('1471', 'house_number'), ('boulevard lionel-boulet', 'road')]"
8453,"2500, rue Henry-Ford",2500 rue Henry-Ford,2500,rue henry-ford,,2500 rue Henry-Ford,"[('2500', 'house_number'), ('rue henry-ford', 'road')]"
8454,"2511, rue Paul-Gérin-Lajoie",2511 rue Paul-Gérin-Lajoie,2511,rue paul-gérin-lajoie,,2511 rue Paul-Gérin-Lajoie,"[('2511', 'house_number'), ('rue paul-gérin-lajoie', 'road')]"
8455,"2520, rue des Muguets",2520 rue des Muguets,2520,rue des muguets,,2520 rue des Muguets,"[('2520', 'house_number'), ('rue des muguets', 'road')]"
8456,"450, avenue Saint-Charles",450 avenue Saint-Charles,450,avenue saint-charles,,450 avenue Saint-Charles,"[('450', 'house_number'), ('avenue saint-charles', 'road')]"
8457,"680, rue Chicoine",680 rue Chicoine,680,rue chicoine,,680 rue Chicoine,"[('680', 'house_number'), ('rue chicoine', 'road')]"
8458,"3275, boulevard de la Gare, bureau 101",3275 boulevard de la Gare,3275,boulevard de la gare,,3275 boulevard de la Gare,"[('3275', 'house_number'), ('boulevard de la gare', 'road')]"
8459,"3275, boulevard de la Gare",3275 boulevard de la Gare,3275,boulevard de la gare,,3275 boulevard de la Gare,"[('3275', 'house_number'), ('boulevard de la gare', 'road')]"
8460,"105, rue Bill-Durnan",105 rue Bill-Durnan,105,rue bill-durnan,,105 rue Bill-Durnan,"[('105', 'house_number'), ('rue bill-durnan', 'road')]"
8461,"101, Bill Durnan",101 Bill Durnan,101,bill durnan,,101 Bill Durnan,"[('101', 'house_number'), ('bill durnan', 'road')]"
8462,"100, chemin de l'Anse",100 chemin de l'Anse,100,chemin de l'anse,,100 chemin de l'Anse,"[('100', 'house_number'), (""chemin de l'anse"", 'road')]"
8463,"3663, route Harwood",3663 route Harwood,3663,route harwood,,3663 route Harwood,"[('3663', 'house_number'), ('route harwood', 'road')]"
8464,"980, boulevard Saint-Charles, bureau 128",980 boulevard Saint-Charles,980,boulevard saint-charles,,980 boulevard Saint-Charles,"[('980', 'house_number'), ('boulevard saint-charles', 'road')]"
8465,"21, boulevard de la Cité-des-Jeunes, bureau 130",21 boulevard de la Cité-des-Jeunes,21,boulevard de la cité-des-jeunes,,21 boulevard de la Cité-des-Jeunes,"[('21', 'house_number'), ('boulevard de la cité-des-jeunes', 'road')]"
8466,"439, boulevard de la Cité-des-Jeunes",439 boulevard de la Cité-des-Jeunes,439,boulevard de la cité-des-jeunes,,439 boulevard de la Cité-des-Jeunes,"[('439', 'house_number'), ('boulevard de la cité-des-jeunes', 'road')]"
8467,"261, avenue Saint-Charles",261 avenue Saint-Charles,261,avenue saint-charles,,261 avenue Saint-Charles,"[('261', 'house_number'), ('avenue saint-charles', 'road')]"
8468,"1010, rue Émile-Bouchard",1010 rue Émile-Bouchard,1010,rue émile-bouchard,,1010 rue Émile-Bouchard,"[('1010', 'house_number'), ('rue émile-bouchard', 'road')]"
8469,"1051-110, avenue Saint-Charles",1051-110 avenue Saint-Charles,1051-110,avenue saint-charles,,1051-110 avenue Saint-Charles,"[('1051-110', 'house_number'), ('avenue saint-charles', 'road')]"
8470,"418, avenue Saint-Charles, bureau 100",418 avenue Saint-Charles,418,avenue saint-charles,,418 avenue Saint-Charles,"[('418', 'house_number'), ('avenue saint-charles', 'road')]"
8471,"463, avenue Saint-Charles, bureau 200",463 avenue Saint-Charles,463,avenue saint-charles,,463 avenue Saint-Charles,"[('463', 'house_number'), ('avenue saint-charles', 'road')]"
8472,"100A, chemin de l'Anse",100A chemin de l'Anse,100a,chemin de l'anse,,100A chemin de l'Anse,"[('100a', 'house_number'), (""chemin de l'anse"", 'road')]"
8473,"415, avenue Saint-Charles",415 avenue Saint-Charles,415,avenue saint-charles,,415 avenue Saint-Charles,"[('415', 'house_number'), ('avenue saint-charles', 'road')]"
8474,"150D, boulevard Harwood",150D boulevard Harwood,150d,boulevard harwood,,150D boulevard Harwood,"[('150d', 'house_number'), ('boulevard harwood', 'road')]"
8475,"1021, avenue Saint-Charles",1021 avenue Saint-Charles,1021,avenue saint-charles,,1021 avenue Saint-Charles,"[('1021', 'house_number'), ('avenue saint-charles', 'road')]"
8476,"500, rue Duvernay",500 rue Duvernay,500,rue duvernay,,500 rue Duvernay,"[('500', 'house_number'), ('rue duvernay', 'road')]"
8477,"135, rue Nord, C.P. 811",135 rue Nord,rue nord,cp 811,135,135 rue Nord,"[('135', 'house_number'), ('rue nord', 'road')]"
8478,"21, rue Young C.P. 163",21 rue Young,rue young,cp 163,21,21 rue Young,"[('21', 'house_number'), ('rue young', 'road')]"
8479,"146, rue Guillemette",146 rue Guillemette,146,rue guillemette,,146 rue Guillemette,"[('146', 'house_number'), ('rue guillemette', 'road')]"
