,cityprov
3711,"Ochapowace 71 1 SK, Canada"
3712,"Lanigan SK SOK 2M0, Canada"
3713,"Fond du Lac 227 SK, Canada"
3714,"Carry The Kettle 76 43 SK, Canada"
3715,"Earchman MB, Canada"
3716,"Kipahigan Sakahikan 222 SK, Canada"
3717,"Exeter ON, Canada"
3718,"Ceba SK, Canada"
3719,"Long Body Creek MB, Canada"
3720,"Carry The Kettle 76 32 SK, Canada"
3721,"Kenlis SK, Canada"
3722,"Bourget ON, Canada"
3723,"Schwitzer MB, Canada"
3724,"Crystal City MB, Canada"
3725,"Kincorth SK, Canada"
3726,"Lanz Point SK, Canada"
3727,"Lincoln NB, Canada"
3728,"Setting Lake MB, Canada"
3729,"Ochapowace 71 SK, Canada"
3730,"Norway House 17C 5 MB, Canada"
3731,"Brightstone Sand Hills Provincial Forest MB, Canada"
3732,"Lorlie SK, Canada"
3733,"Marlin SK, Canada"
3734,"Carry The Kettle 76 34 SK, Canada"
3735,"Guernsey SK, Canada"
3736,"Flying Dust 105 H SK, Canada"
3737,"Lonesand MB, Canada"
3738,"Delaronde Lake (Zig Zag Bay) Recreation Site SK, Canada"
3739,"Lac Pelletier No 107 SK, Canada"
3740,"Bernard SK, Canada"
3741,"Bertwell SK, Canada"
3742,"Leaf Rapids Recreation Site SK, Canada"
3743,"Pauingassi First Nation MB, Canada"
3744,"Ens SK, Canada"
3745,"Greene SK, Canada"
3746,"Jordan MB, Canada"
3747,"G C Froese Wildlife Refuge MB, Canada"
3748,"Mankota No 45 SK, Canada"
3749,"Woodmore MB, Canada"
3750,"Norway House 17A MB, Canada"
3751,"Muskowekwan 85 48 SK, Canada"
3752,"Prairie Grove MB, Canada"
3753,"Hart SK, Canada"
3754,"Debert NS, Canada"
3755,"Crescent Bay MB, Canada"
3756,"Kississing Lake MB, Canada"
3757,"Ibstone SK, Canada"
3758,"Kitchener ON, Canada"
3759,"Muskowekwan 85 1 SK, Canada"
3760,"Kleefeld MB, Canada"
3761,"Pelly SK, Canada"
3762,"Highland Park SK, Canada"
3763,"Spruce Grove AB, Canada"
3764,"Bents SK, Canada"
3765,"Amulet SK, Canada"
3766,"Kindersley No 290 SK, Canada"
3767,"Silver Creek MB, Canada"
3768,"Corman Park No 344 SK, Canada"
3769,"Kahkewistahaw 72Q SK, Canada"
3770,"Meeting Lake No 466 SK, Canada"
3771,"Chesley ON, Canada"
3772,"Pine Creek MB, Canada"
3773,"Dugald MB, Canada"
3774,"Gander NL, Canada"
3775,"Abbey SK, Canada"
3776,"Arnaud MB, Canada"
3777,"Keeseekoose 66 Ca 06 SK, Canada"
3778,"Clayridge SK, Canada"
3779,"South River NL, Canada"
3780,"Auburnton SK, Canada"
3781,"Sainte Anne de Madawaska NB, Canada"
3782,"Loon Lake No 561 SK, Canada"
3783,"Jenpeg MB, Canada"
3784,"Knollys SK, Canada"
3785,"All Seasons Estates MB, Canada"
3786,"Annaheim SK, Canada"
3787,"Martin No 122 SK, Canada"
3788,"Bélanger SK, Canada"
3789,"Daylesford SK, Canada"
3790,"Riel House National Historic Site of Canada MB, Canada"
3791,"Endeavour SK, Canada"
3792,"York Factory MB, Canada"
3793,"Lower Fort Garry National Historic Site of Canada MB, Canada"
3794,"Charleswood MB, Canada"
3795,"Portland ON, Canada"
3796,"Kinistino No 459 SK, Canada"
3797,"Ponton MB, Canada"
3798,"Arbakka MB, Canada"
3799,"Havelock NB, Canada"
3800,"Mount Pleasant SK, Canada"
3801,"Melrose MB, Canada"
3802,"Lester Beach MB, Canada"
3803,"Dunblane SK, Canada"
3804,"Cayuga ON, Canada"
3805,"Wheatland MB, Canada"
3806,"Glenbrea SK, Canada"
3807,"Irishtown NB, Canada"
3808,"Niagara Falls ON, Canada"
3809,"Brock No 64 SK, Canada"
3810,"Norway House 17D 3 MB, Canada"
3811,"Margo SK, Canada"
3812,"Oakdale No 320 SK, Canada"
3813,"Kapaneewekamik Place MB, Canada"
3814,"Charles MB, Canada"
3815,"Norway House 17C 11 MB, Canada"
3816,"Mount Forest ON, Canada"
3817,"Elie MB, Canada"
3818,"Hearts Hill SK, Canada"
3819,"Cocagne NB, Canada"
3820,"Grand Bay westfield NB, Canada"
3821,"Muskeg Lake Cree Nation 102 SK, Canada"
3822,"Lake Valley SK, Canada"
3823,"Fond du Lac 232 SK, Canada"
3824,"Halicz MB, Canada"
3825,"Clarence rockland ON, Canada"
3826,"Eagle Creek No 376 SK, Canada"
3827,"Baird SK, Canada"
3828,"North Park SK, Canada"
3829,"Middle Sackville NS, Canada"
3830,"Bryd MB, Canada"
3831,"Bigstone Cutoff Recreation Site SK, Canada"
3832,"Parc La Salle MB, Canada"
3833,"Humboldt SK, Canada"
3834,"Alfred ON, Canada"
3835,"Minto NB, Canada"
3836,"Garson Quarry MB, Canada"
3837,"Manitou District Regional Park SK, Canada"
3838,"Cudworth SK, Canada"
3839,"Chester NS, Canada"
3840,"Vaudreuil QC, Canada"
3841,"Norberry MB, Canada"
3842,"Taber AB, Canada"
3843,"Canupawakpa Dakota MB, Canada"
3844,"Crystal Springs SK, Canada"
3845,"Lombardy ON, Canada"
3846,"Muskowekwan 85 50 SK, Canada"
3847,"Grand View SK, Canada"
3848,"Muskowekwan 85 11 SK, Canada"
3849,"Aylmer ON, Canada"
3850,"West Lorne ON, Canada"
3851,"Carry The Kettle 76 53 SK, Canada"
3852,"Ile a la Crosse 192E SK, Canada"
3853,"Canning NS, Canada"
3854,"Hazel MB, Canada"
3855,"Hochfeld MB, Canada"
3856,"Embro ON, Canada"
3857,"Leduc AB, Canada"
3858,"Bay Trail SK, Canada"
3859,"Neilburg SK, Canada"
3860,"Bouctouche NB, Canada"
3861,"Whitchurch stouffville ON, Canada"
3862,"Oak Lake Provincial Park MB, Canada"
3863,"Archerwill SK, Canada"
3864,"Ochapowace 71 38 SK, Canada"
3865,"Bodmin SK, Canada"
3866,"St Thomas ON, Canada"
3867,"Kahkewistahaw 72E SK, Canada"
3868,"MacGregor MB, Canada"
3869,"Lebret Recreation Site SK, Canada"
3870,"Elm Park MB, Canada"
3871,"Martins Lake Regional Park SK, Canada"
3872,"Benyks Point MB, Canada"
3873,"Petit De Grat NS, Canada"
3874,"Durham ON, Canada"
3875,"East York ON, Canada"
3876,"Theodore SK, Canada"
3877,"Smithville ON, Canada"
3878,"Kentville NS, Canada"
3879,"Saint Jacques NB, Canada"
3880,"Goodlands MB, Canada"
3881,"Oak Hammock Marsh Wildlife Management Area MB, Canada"
3882,"Wapisew Lake MB, Canada"
3883,"Manlius MB, Canada"
3884,"Nigadoo NB, Canada"
3885,"Minitonas MB, Canada"
3886,"New Ross NS, Canada"
3887,"High Park SK, Canada"
3888,"Carlton SK, Canada"
3889,"Collingwood Lakeshore Estates SK, Canada"
3890,"Cooks Creek MB, Canada"
3891,"Meharry MB, Canada"
3892,"Cory SK, Canada"
3893,"Deerwood Wildlife Management Area MB, Canada"
3894,"Port Moody BC, Canada"
3895,"Oswald MB, Canada"
3896,"Limoges ON, Canada"
3897,"Maidstone SK, Canada"
3898,"Muskowekwan 85 4 SK, Canada"
3899,"Pipestone MB, Canada"
3900,"Amisk Lake 184 SK, Canada"
3901,"Cole Harbour NS, Canada"
3902,"Bird's Point SK, Canada"
3903,"Ochapowace 71 6 SK, Canada"
3904,"Montmartre SK, Canada"
3905,"Oxford Lake North Shore MB, Canada"
3906,"Cold Lake MB, Canada"
3907,"Birch Landing MB, Canada"
3908,"Haskett MB, Canada"
3909,"Thompson Junction MB, Canada"
3910,"Winnipeg MB, Canada"
3911,"Cardross SK, Canada"
3912,"Last Mountain Lake 80A SK, Canada"
3913,"Burdick SK, Canada"
3914,"Parksville BC, Canada"
3915,"Englewood SK, Canada"
3916,"Caledon East ON, Canada"
3917,"Birsay SK, Canada"
3918,"Bladworth SK, Canada"
3919,"North Colesdale Park SK, Canada"
3920,"Emblem MB, Canada"
3921,"Moose Lake Provincial Park MB, Canada"
3922,"Chicken 226 SK, Canada"
3923,"Mutchler SK, Canada"
3924,"Mandalay West MB, Canada"
3925,"White Plains MB, Canada"
3926,"Waskada MB, Canada"
3927,"Whitefish Lake Provincial Park MB, Canada"
3928,"Matlock MB, Canada"
3929,"St Malo Settlement MB, Canada"
3930,"Stockport MB, Canada"
3931,"Hood SK, Canada"
3932,"Little Saskatchewan 48B MB, Canada"
3933,"Chambers SK, Canada"
3934,"Red Deer River Provincial Park MB, Canada"
3935,"Valhalla MB, Canada"
3936,"Dagg Creek Recreation Site SK, Canada"
3937,"Chapleau ON, Canada"
3938,"Cumberland House SK, Canada"
3939,"Monet No 257 SK, Canada"
3940,"Granite Lake Recreation Site SK, Canada"
3941,"Millwater MB, Canada"
3942,"Brown MB, Canada"
3943,"Alliston ON, Canada"
3944,"Constance SK, Canada"
3945,"Kimosom Pwatinahk 203 SK, Canada"
3946,"Esterhazy Regional Park SK, Canada"
3947,"Eddystone MB, Canada"
3948,"Key West No 70 SK, Canada"
3949,"Saltcoats SK, Canada"
3950,"White Mud Falls MB, Canada"
3951,"Red Deer AB, Canada"
3952,"Bifrost MB, Canada"
3953,"Bristol NB, Canada"
3954,"Morin Creek SK, Canada"
3955,"Makwa Lake 129 SK, Canada"
3956,"Condie Nature Refuge Recreation Site SK, Canada"
3957,"Kutawa SK, Canada"
3958,"Tenby MB, Canada"
3959,"Silberfeld MB, Canada"
3960,"Carry The Kettle 76 55 SK, Canada"
3961,"Luskville QC, Canada"
3962,"Aylmer QC, Canada"
3963,"Ledwyn MB, Canada"
3964,"Garden City MB, Canada"
3965,"Conquest SK, Canada"
3966,"Atihkosanik Cree Nation MB, Canada"
3967,"High Bluff MB, Canada"
3968,"Min a he quo sis 116C SK, Canada"
3969,"Pictou NS, Canada"
3970,"Delta Beach MB, Canada"
3971,"Neuhorst MB, Canada"
3972,"Vidir MB, Canada"
3973,"Finger MB, Canada"
3974,"Dennis Lake MB, Canada"
3975,"Spruce Siding MB, Canada"
3976,"Meadow Lake 105A SK, Canada"
3977,"Muskowekwan 85 64 SK, Canada"
3978,"Sunny Corner NB, Canada"
3979,"Keatley SK, Canada"
3980,"Sinclair MB, Canada"
3981,"Norway House 17D 7 MB, Canada"
3982,"Fort à la Corne Provincial Forest SK, Canada"
3983,"New Westminster BC, Canada"
3984,"Aikins SK, Canada"
3985,"Macoun SK, Canada"
3986,"Sapton MB, Canada"
3987,"Rhineland MB, Canada"
3988,"Hazelridge MB, Canada"
3989,"Ear Falls ON, Canada"
3990,"Dulwich SK, Canada"
3991,"Marshy Point Wildlife Management Area MB, Canada"
3992,"Northwest Angle 37C MB, Canada"
3993,"Ancaster ON, Canada"
3994,"Wasagaming MB, Canada"
3995,"Bloodvein MB, Canada"
3996,"Melfort SK, Canada"
3997,"Shippagan NB, Canada"
3998,"Carnegie MB, Canada"
3999,"The Elbow MB, Canada"
4000,"Garrick SK, Canada"
4001,"Canoe Lake 165B SK, Canada"
4002,"Hammonds Plains NS, Canada"
4003,"Antigonish NS, Canada"
4004,"McLaren SK, Canada"
4005,"Macworth SK, Canada"
4006,"Dalhousie NB, Canada"
4007,"Chagoness SK, Canada"
4008,"Quadra MB, Canada"
4009,"Ochapowace 71 4 SK, Canada"
4010,"Fox Lake West 3 MB, Canada"
4011,"Lenore MB, Canada"
4012,"Buffalo Gap SK, Canada"
4013,"Nanaimo BC, Canada"
4014,"Glenboro MB, Canada"
4015,"Muskowekwan 85 13 SK, Canada"
4016,"Pembina MB, Canada"
4017,"Snow Lake MB, Canada"
4018,"Murray Industrial Park MB, Canada"
4019,"Major SK, Canada"
4020,"Kenton MB, Canada"
4021,"O'Day MB, Canada"
4022,"McMahon SK, Canada"
4023,"Neeb SK, Canada"
4024,"Morse SK, Canada"
4025,"Echo Bay ON, Canada"
4026,"Droxford SK, Canada"
4027,"Morinville AB, Canada"
4028,"Dumas SK, Canada"
4029,"Norway House 17C 45 MB, Canada"
4030,"Dickens Lake Recreation Site SK, Canada"
4031,"Hilton MB, Canada"
4032,"Anola MB, Canada"
4033,"Lieu historique national du Canada de Frenchman Butte SK, Canada"
4034,"Fertile Belt No 183 SK, Canada"
4035,"Naisberry SK, Canada"
4036,"Fox Point 157E SK, Canada"
4037,"Aghaming MB, Canada"
4038,"Farmingdale SK, Canada"
4039,"Good Spirit Lake Provincial Park SK, Canada"
4040,"Grosvenor Park SK, Canada"
4041,"Dunlop NB, Canada"
4042,"Atikameg Lake MB, Canada"
4043,"Williamsburg ON, Canada"
4044,"Ochapowace 71 25 SK, Canada"
4045,"Elk Ranch MB, Canada"
4046,"Poplar Point MB, Canada"
4047,"Wanipigow West MB, Canada"
4048,"Carry The Kettle 76 29 SK, Canada"
4049,"Livelong SK, Canada"
4050,"Aspen Cove SK, Canada"
4051,"Deer Ridge SK, Canada"
4052,"Briarlea SK, Canada"
4053,"Proven Lake Wildlife Management Area MB, Canada"
4054,"Dalny MB, Canada"
4055,"Carry The Kettle 76 23 SK, Canada"
4056,"Rockland ON, Canada"
4057,"Newcombe Wildlife Management Unit No 1 SK, Canada"
4058,"Innisfil ON, Canada"
4059,"Kacheposit MB, Canada"
4060,"Lone Rock SK, Canada"
4061,"Nesslin Lake SK, Canada"
4062,"Luke MB, Canada"
4063,"Bender SK, Canada"
4064,"Backes Island Wildlife Refuge SK, Canada"
4065,"Southboine MB, Canada"
4066,"Fisher River 44A MB, Canada"
4067,"Million MB, Canada"
4068,"Borden ON, Canada"
4069,"Fox Valley No 171 SK, Canada"
4070,"Starbuck MB, Canada"
4071,"Dudley SK, Canada"
4072,"Mistawasis SK, Canada"
4073,"Norway House 17C 27 MB, Canada"
4074,"Nashlyn SK, Canada"
4075,"Sussex NB, Canada"
4076,"Saskatchewan MB, Canada"
4077,"Hoop and Holler Bend MB, Canada"
4078,"Oro medonte ON, Canada"
4079,"Tom Lamb Wildlife Management Area MB, Canada"
4080,"Marquis SK, Canada"
4081,"Osterwick MB, Canada"
4082,"Notre Dame du Bon Conseil QC, Canada"
4083,"Roland MB, Canada"
4084,"Bug Lake Recreation Site SK, Canada"
4085,"Bloom MB, Canada"
4086,"Fielding SK, Canada"
4087,"Red Cross Lake East MB, Canada"
4088,"New Sarepta AB, Canada"
4089,"Mount Hope ON, Canada"
4090,"Beauval Forks 1920 SK, Canada"
4091,"Stall Lake MB, Canada"
4092,"Coppen SK, Canada"
4093,"Telford MB, Canada"
4094,"Didsbury AB, Canada"
4095,"Bannock SK, Canada"
4096,"Terrebonne QC, Canada"
4097,"Swan River Lot MB, Canada"
4098,"Rockwood National Wildlife Area MB, Canada"
4099,"Netherton SK, Canada"
4100,"Kerry MB, Canada"
4101,"Ayr ON, Canada"
4102,"Carry The Kettle 76 21 SK, Canada"
4103,"Gladue Lake 105B SK, Canada"
4104,"Daly MB, Canada"
4105,"St Ambroise Beach Provincial Park MB, Canada"
4106,"Anglin Lake SK, Canada"
4107,"Arthur ON, Canada"
4108,"Petitcodiac NB, Canada"
4109,"Norwood MB, Canada"
4110,"Carry The Kettle 76 31 SK, Canada"
4111,"Paint Lake MB, Canada"
4112,"Tin Town MB, Canada"
4113,"Pleasant Home MB, Canada"
4114,"Carmel SK, Canada"
4115,"Upper Marlboro NT, Canada"
4116,"Brass SK, Canada"
4117,"Nueltin Lake Provincial Park MB, Canada"
4118,"Lake Charron Regional Park SK, Canada"
4119,"Kettlehut SK, Canada"
4120,"Bruno SK, Canada"
4121,"Sclater MB, Canada"
4122,"Norway House 17C 24 MB, Canada"
4123,"Neptune SK, Canada"
4124,"Kingsway Park SK, Canada"
4125,"Descharme Lake SK, Canada"
4126,"Placentia NL, Canada"
4127,"Mondou SK, Canada"
4128,"Gull Lake SK, Canada"
4129,"Lake View Beach SK, Canada"
4130,"Kahkewistahaw 72B SK, Canada"
4131,"Muskowekwan 85 49 SK, Canada"
4132,"Ile Des Soeurs QC, Canada"
4133,"Brightstone MB, Canada"
4134,"Glenn MB, Canada"
4135,"Tootinaowaziibeeng MB, Canada"
4136,"Min A He Quo Sis 116A SK, Canada"
4137,"Portage Junction MB, Canada"
4138,"Norway House 17C 9 MB, Canada"
4139,"Dandonneau SK, Canada"
4140,"Katrime MB, Canada"
4141,"Antelope Lake Regional Park SK, Canada"
4142,"Meadows MB, Canada"
4143,"Murraydale SK, Canada"
4144,"Vibank SK, Canada"
4145,"Hodgson MB, Canada"
4146,"Campbell River BC, Canada"
4147,"Muskowekwan 85 60 SK, Canada"
4148,"Elbow Harbour Recreation Site SK, Canada"
4149,"Daphne SK, Canada"
4150,"Cowessess 73 SK, Canada"
4151,"Ocean Man 69N SK, Canada"
4152,"Carry The Kettle 76 46 SK, Canada"
4153,"Montreal QC, Canada"
4154,"Pakitahokansik MB, Canada"
4155,"Newcastle ON, Canada"
4156,"Winchester MB, Canada"
4157,"Wingham MB, Canada"
4158,"Creemore ON, Canada"
4159,"Ashville MB, Canada"
4160,"Swan River Valley MB, Canada"
4161,"Birch River MB, Canada"
4162,"Kahkewistahaw 72N SK, Canada"
4163,"Hatton SK, Canada"
4164,"Alticane SK, Canada"
4165,"Milleton SK, Canada"
4166,"Little Black Bear 84SC SK, Canada"
4167,"Caddy Lake MB, Canada"
4168,"Lorenzo SK, Canada"
4169,"Woodridge MB, Canada"
4170,"Asimakaniseekan Askiy 102B SK, Canada"
4171,"Ochapowace 71 105 SK, Canada"
4172,"Fairy Glen SK, Canada"
4173,"Assiniboine Corridor Wildlife Management Area MB, Canada"
4174,"Lundar MB, Canada"
4175,"George Gordon First Nation 86 3 SK, Canada"
4176,"Inglis MB, Canada"
4177,"Good Lake No 274 SK, Canada"
4178,"Buffalo Point First Nation 2 MB, Canada"
4179,"Courtenay Lake Recreation Site SK, Canada"
4180,"Ochapowace 71 100 SK, Canada"
4181,"South St Vital MB, Canada"
4182,"Horsehide Lake Wildlife Management Unit SK, Canada"
4183,"Bedford QC, Canada"
4184,"Moosomin 112S SK, Canada"
4185,"Magnet MB, Canada"
4186,"Avonmore ON, Canada"
4187,"1075 Portage Avenue MB, Canada"
4188,"Saint Joseph de Madawaska NB, Canada"
4189,"Grand Beach Provincial Park MB, Canada"
4190,"Muskowekwan 85 24 SK, Canada"
4191,"Cupar No 218 SK, Canada"
4192,"New Glasgow NS, Canada"
4193,"Glaslyn SK, Canada"
4194,"Atkinson Lake MB, Canada"
4195,"Buena Vista SK, Canada"
4196,"Wuskwi Sipi MB, Canada"
4197,"Russell ON, Canada"
4198,"Hillandale SK, Canada"
4199,"Axford SK, Canada"
4200,"Brunskill SK, Canada"
4201,"Bowden AB, Canada"
4202,"Calmar AB, Canada"
4203,"Eight Foot Falls MB, Canada"
4204,"Frenchman Butte No 501 SK, Canada"
4205,"Sherwood PE, Canada"
4206,"Springfield Heights MB, Canada"
4207,"Saint Quentin NB, Canada"
4208,"Root Lake Beach Ridge Site MB, Canada"
4209,"Snowflake MB, Canada"
4210,"Lasalle QC, Canada"
4211,"Saint Irene NB, Canada"
4212,"Big Shell Lake Recreation Site SK, Canada"
4213,"Indian Head Bird Sanctuary SK, Canada"
4214,"Madison SK, Canada"
4215,"Seddons Corner MB, Canada"
4216,"Osborne Lake MB, Canada"
4217,"Opaskwayak Cree Nation 21C MB, Canada"
4218,"Carry The Kettle 76 25 SK, Canada"
4219,"Melbourne MB, Canada"
4220,"Girvin SK, Canada"
4221,"Griffin SK, Canada"
4222,"Muskowekwan 85 36 SK, Canada"
4223,"Pigeon River 13A MB, Canada"
4224,"Whitemouth MB, Canada"
4225,"Norway House 17C 36 MB, Canada"
4226,"The Corners MB, Canada"
4227,"Argyle Park SK, Canada"
4228,"Jetait MB, Canada"
4229,"Zephyr ON, Canada"
4230,"Matchee SK, Canada"
4231,"Burnside MB, Canada"
4232,"Pomeroy MB, Canada"
4233,"Penticton BC, Canada"
4234,"Borderland SK, Canada"
4235,"Island Lakes MB, Canada"
4236,"Opaskwayak Cree Nation 21 MB, Canada"
4237,"Chamberlain SK, Canada"
4238,"Leofnard SK, Canada"
4239,"Paint Lake Provincial Park MB, Canada"
4240,"Moose Range No 486 SK, Canada"
4241,"Swan Lake 7 MB, Canada"
4242,"Kinosota MB, Canada"
4243,"North Steeprock Lake Provincial Park MB, Canada"
4244,"Amherst NS, Canada"
4245,"Lavenham MB, Canada"
4246,"Yarmouth NS, Canada"
4247,"Greenfarm MB, Canada"
4248,"Warren MB, Canada"
4249,"Strasbourg SK, Canada"
4250,"Jacam MB, Canada"
4251,"Nourse MB, Canada"
4252,"Dunmore SK, Canada"
4253,"Assiniboine Gardens MB, Canada"
4254,"Carlton Trail Regional Park SK, Canada"
4255,"Upper Tantallon NS, Canada"
4256,"Wuskwi Sipihk First Nation 3f MB, Canada"
4257,"Rosemere QC, Canada"
4258,"Pouch Cove NL, Canada"
4259,"Crestwynd SK, Canada"
4260,"Tracadie Beach NB, Canada"
4261,"Devon AB, Canada"
4262,"Upper Assiniboine Wildlife Management Area MB, Canada"
4263,"Ochapowace 71 17 SK, Canada"
4264,"Earlton ON, Canada"
4265,"Horse Head SK, Canada"
4266,"Muskowekwan 85 42 SK, Canada"
4267,"Maitland NS, Canada"
4268,"Corunna ON, Canada"
4269,"Wolseley MB, Canada"
4270,"McDonald Hills SK, Canada"
4271,"Barrows MB, Canada"
4272,"Schoenwiese MB, Canada"
4273,"Swan Lake MB, Canada"
4274,"Husavik MB, Canada"
4275,"Brokenshell Wildlife Management Unit No 1 SK, Canada"
4276,"Biggar No 347 SK, Canada"
4277,"Ethelton SK, Canada"
4278,"Shortdale MB, Canada"
4279,"Loon River SK, Canada"
4280,"Northminster SK, Canada"
4281,"Hone MB, Canada"
4282,"Gardiner Park SK, Canada"
4283,"Gatineau QC, Canada"
4284,"St Boniface Industrial Area MB, Canada"
4285,"Hatchet Lake NS, Canada"
4286,"Muskowekwan 85 8 SK, Canada"
4287,"Landis SK, Canada"
4288,"Hanley SK, Canada"
4289,"Clear Lake Regional Park SK, Canada"
4290,"Beaver Creek Provincial Park MB, Canada"
4291,"Ochapowace 71 67 SK, Canada"
4292,"Fox Point 157D SK, Canada"
4293,"Nobleville SK, Canada"
4294,"Villette MB, Canada"
4295,"Bournemouth SK, Canada"
4296,"Leney SK, Canada"
4297,"Meteghan NS, Canada"
4298,"Hudson Bay SK, Canada"
4299,"Glass MB, Canada"
4300,"Bélair MB, Canada"
4301,"W Sessions Wildlife Refuge MB, Canada"
4302,"Lac Pelletier SK, Canada"
4303,"Antler No 61 SK, Canada"
4304,"Norway House 17D 6 MB, Canada"
4305,"Ochapowace 71 95 SK, Canada"
4306,"South Point Douglas MB, Canada"
4307,"Petersfield MB, Canada"
4308,"Golden Ridge SK, Canada"
4309,"Chaplin No 164 SK, Canada"
4310,"Brokenshell Wildlife Management Unit No 2 SK, Canada"
4311,"English River Haultain Lake 192K SK, Canada"
4312,"Muskeg Lake 102J SK, Canada"
4313,"Grande Clairière MB, Canada"
4314,"Winnipeg Beach MB, Canada"
4315,"Baldur MB, Canada"
4316,"Norway House 17C 30 MB, Canada"
4317,"Tisdale SK, Canada"
4318,"Wilde MB, Canada"
4319,"Steep Rock Junction MB, Canada"
4320,"Lemsford Ferry Regional Park SK, Canada"
4321,"Rignold MB, Canada"
4322,"Manhattan Beach MB, Canada"
4323,"Mawer SK, Canada"
4324,"Almdals Cove MB, Canada"
4325,"Lang SK, Canada"
4326,"John McPhail Wildlife Refuge MB, Canada"
4327,"Mossyvale SK, Canada"
4328,"Lake Forest MB, Canada"
4329,"Highland Park MB, Canada"
4330,"Bridgar MB, Canada"
4331,"Norway House 17C 35 MB, Canada"
4332,"Notre Dame de Lourdes MB, Canada"
4333,"Hilbre MB, Canada"
4334,"Suffren MB, Canada"
4335,"Stephenfield Provincial Park MB, Canada"
4336,"Dropmore MB, Canada"
4337,"McKim SK, Canada"
4338,"Birmingham SK, Canada"
4339,"Bethune Recreation Site SK, Canada"
4340,"Hamiota MB, Canada"
4341,"Slave Falls MB, Canada"
4342,"Norway House Cree Nation Butterfly Lake A  MB, Canada"
4343,"Broomhill Wildlife Management Area MB, Canada"
4344,"Carry The Kettle 76 38 SK, Canada"
4345,"Ochapowace 71 7 SK, Canada"
4346,"Archive SK, Canada"
4347,"Arpiers SK, Canada"
4348,"Wyoming ON, Canada"
4349,"Cadurcis MB, Canada"
4350,"Hirsch SK, Canada"
4351,"Paulson MB, Canada"
4352,"Sainte Anne Gloucester Co NB, Canada"
4353,"Etter's Beach Recreation Site SK, Canada"
4354,"Red Sucker Lake MB, Canada"
4355,"Dragline Channel Recreation Site SK, Canada"
4356,"Old Tuxedo MB, Canada"
4357,"Kelliher SK, Canada"
4358,"Eastleigh SK, Canada"
4359,"Fonthill ON, Canada"
4360,"Shediac Cape NB, Canada"
4361,"Wuskwi Sipihk First Nation 3d MB, Canada"
4362,"Waugh MB, Canada"
4363,"Darlingford MB, Canada"
4364,"Cross Lake 19x03 MB, Canada"
4365,"Tottenham ON, Canada"
4366,"Mitchellton SK, Canada"
4367,"A Enns Wildlife Refuge MB, Canada"
4368,"Hamlin SK, Canada"
4369,"Windygates MB, Canada"
4370,"St Martin MB, Canada"
4371,"Cornwall PE, Canada"
4372,"Orok MB, Canada"
4373,"Day Star 87 SK, Canada"
4374,"Shubenacadie NS, Canada"
4375,"Dublin ON, Canada"
4376,"Pugwash NS, Canada"
4377,"Lynn Lake MB, Canada"
4378,"Leinan SK, Canada"
4379,"Holy Trinity Anglican Church/Stanley Mission Historic Site SK, Canada"
4380,"Chalet Beach MB, Canada"
4381,"Beaconia MB, Canada"
4382,"North Main MB, Canada"
4383,"Thicket Portage MB, Canada"
4384,"St Leonard NB, Canada"
4385,"Beaver Flat SK, Canada"
4386,"Dering MB, Canada"
4387,"Opaskwayak Cree Nation 21I MB, Canada"
4388,"Pinawa Provincial Park MB, Canada"
4389,"Fraserwood MB, Canada"
4390,"Gull Lake Recreation Site SK, Canada"
4391,"Lisieux SK, Canada"
4392,"Noble Lake MB, Canada"
4393,"Pretty Valley MB, Canada"
4394,"Milaty SK, Canada"
4395,"Badgerville SK, Canada"
4396,"Eye Hill No 382 SK, Canada"
4397,"Keeseekoose 66 St 01 SK, Canada"
4398,"Timberton MB, Canada"
4399,"Moosomin 112A SK, Canada"
4400,"Norway House MB, Canada"
4401,"Norway House 17C 28 MB, Canada"
4402,"Pendennis MB, Canada"
4403,"Beaudry MB, Canada"
4404,"Bright Oaks MB, Canada"
4405,"Mistawasis 103J SK, Canada"
4406,"Nashwaak Village NB, Canada"
4407,"West End MB, Canada"
4408,"Ebb and Flow MB, Canada"
4409,"Bield MB, Canada"
4410,"Acme AB, Canada"
4411,"Hinchliffe SK, Canada"
4412,"Whitemouth Island Ecological Reserve MB, Canada"
4413,"Opaskwayak Cree Nation 21K MB, Canada"
4414,"Louis SK, Canada"
4415,"Deer MB, Canada"
4416,"Mistawasis 103B SK, Canada"
4417,"Thaíchonilini  MB, Canada"
4418,"Belle River ON, Canada"
4419,"Reaburn MB, Canada"
4420,"Wakaw SK, Canada"
4421,"Central Butte SK, Canada"
4422,"Norway House Cree Nation Paskitanigowih MB, Canada"
4423,"Clematis Wildlife Management Area MB, Canada"
4424,"Birch Point Provincial Park MB, Canada"
4425,"Poplar Bay MB, Canada"
4426,"Calstock ON, Canada"
4427,"Kellross No 247 SK, Canada"
4428,"Bernic Lake MB, Canada"
4429,"Oak Point MB, Canada"
4430,"Big Whiteshell Lake MB, Canada"
4431,"Sackville NS, Canada"
4432,"Langham SK, Canada"
4433,"Brabant SK, Canada"
4434,"Chumah MB, Canada"
4435,"Lenvale SK, Canada"
4436,"Fisher SK, Canada"
4437,"Guises Beach SK, Canada"
4438,"Tignish PE, Canada"
4439,"Naytawunkank MB, Canada"
4440,"Kelowna BC, Canada"
