,Nom de l'installation,Région administrative,Adresse,Municipalité,Code postal,Téléphone,Télécopieur,Adresse courriel,Type de service de garde,Places totales au permis,Places 17 mois ou moins,Place à contribution réduite,Territoire couvert,Places totales à l'agrément,Nombre de RSG reconnues
1771,L'UNIVERS DE LOULOU,6 - Montréal,"8936, boulevard Langelier",Saint-Léonard,H1P 3C8,(514) 329-4555,,bisecco2@hotmail.com,GARD,52.0,5.0,,,,
1772,LE PETIT MONDE DE MERIEM INC.,6 - Montréal,"6275, rue Jarry Est",Saint-Léonard,H1P 1W1,(514) 967-5909,(438) 488-5109,g.petitmonde@gmail.com,GARD,34.0,5.0,,,,
1773,LE ROYAUME DE LUCIE INC.,6 - Montréal,"8952, boulevard Langelier",Saint-Léonard,H1P 3C8,(514) 852-5151,,leroyaumedelucie@hotmail.com,GARD,67.0,5.0,CR,,,
1774,LES AMIS DE YANI,6 - Montréal,"6234, rue Jean-Talon Est",Saint-Léonard,H1S 1M8,(514) 312-6381,,lesamisdeyani@gmail.com,GARD,30.0,5.0,,,,
1775,PRÉ-MARTERNELLE ACADÉMIE ÉDUCATIVE PREMIÈRE ÉTAPE,6 - Montréal,"5676, rue Jarry Est",Saint-Léonard,H1P 1V4,(514) 327-4774,(514) 325-4774,ac.educative1etape@gmail.com,GARD,18.0,0.0,,,,
1776,PRÉ-MATERNELLE IMAGINATION / IMAGINATION PRE-KINDERGARTEN,6 - Montréal,"4565, rue de Viterbe",Saint-Léonard,H1S 1H2,(514) 593-2945,,prekimagine@hotmail.com,GARD,25.0,0.0,,,,
1777,AU COQUELICOT GÉANT INC.,6 - Montréal,"305, boulevard des Anciens-Combattants",Sainte-Anne-de-Bellevue,H9X 1Y9,(514) 457-3440,(514) 457-8460,aucoquelicot@videotron.ca,CPE,44.0,10.0,CR,,,
1778,CENTRE DE LA PETITE ENFANCE DU CAMPUS/CAMPUS EARLY CHILDHOOD CENTRE,6 - Montréal,"1, rue Maple",Sainte-Anne-de-Bellevue,H9X 2E3,(514) 505-3770,(514) 398-8727,cpecampus@videotron.ca,CPE,60.0,10.0,CR,,,
1779,CENTRE ÉDUCATIF À CIEL OUVERT (STE-ANNE),6 - Montréal,"180, rue Zénon-Gareau",Sainte-Anne-de-Bellevue,H9X 4C8,(514) 457-0225,,steanne@cielouvert.com,GARD,80.0,0.0,CR,,,
1780,CENTRE DE LA PETITE ENFANCE LUMINOU,6 - Montréal,"16115, boulevard Gouin Ouest",Sainte-Geneviève,H9H 1C7,(514) 624-2525,(514) 624-7823,info@cpeluminou.com,CPE,80.0,14.0,CR,,,
1781,GARDERIE LES PETITS ANGES,6 - Montréal,"19, rue Paiement",Sainte-Geneviève,H9H 2S6,(514) 675-3358,,lespetitsanges19@gmail.com,GARD,51.0,13.0,,,,
1782,GARDERIE RAFIKKI ET MOI,6 - Montréal,"15734, boulevard Gouin Ouest",Sainte-Geneviève,H9H 1C4,(514) 620-8699,(514) 620-8699,rita@rafikkiandme.com,GARD,48.0,10.0,,,,
1783,LA GARDERIE ÉDUCATIVE DES PETITS AMIS,6 - Montréal,"15728, rue de la Caserne",Sainte-Geneviève,H9H 1G4,(514) 620-0718,(514) 620-0718,lpagarderie@gmail.com,GARD,80.0,0.0,CR,,,
1784,CENTRE DE LA PETITE ENFANCE COMMUNAUTAIRE LES TROTTINETTES,6 - Montréal,"4400, boulevard Lasalle",Verdun,H4G 2A8,(514) 769-1164,(514) 769-6115,strudel@cpelestrottinettes.com,CPE,72.0,0.0,CR,,,
1785,CENTRE DE LA PETITE ENFANCE COMMUNAUTAIRE LES TROTTINETTES,6 - Montréal,"202, rue Galt",Verdun,H4G 2P2,(514) 769-1164,(514) 769-6115,info@cpelestrottinettes.com,CPE,40.0,10.0,CR,,,
1786,CENTRE DE LA PETITE ENFANCE COMMUNAUTAIRE LES TROTTINETTES,6 - Montréal,"1261, rue Argyle",Verdun,H4H 1V4,(514) 769-1164,,info@cpelestrottinettes.com,CPE,26.0,10.0,CR,,,
1787,CENTRE DE LA PETITE ENFANCE COMMUNAUTAIRE LES TROTTINETTES,6 - Montréal,"4501, rue Bannantyne, rez-de-chaussée",Verdun,H4G 1E3,(514) 765-7160,(514) 769-6115,,CPE,41.0,0.0,CR,,,
1788,CENTRE DE LA PETITE ENFANCE COMMUNAUTAIRE LES TROTTINETTES,6 - Montréal,"4501, rue Bannantyne, 2e étage",Verdun,H4G 1E3,(514) 761-4700,(514) 769-6115,,CPE,20.0,0.0,CR,,,
1789,CENTRE DE LA PETITE ENFANCE DE L'ÎLE DES SOEURS,6 - Montréal,"532, rue de Gaspé",Verdun,H3E 1E7,(514) 769-4729,(514) 769-7379,ribouldingue@cpeiledessoeurs.com,CPE,60.0,0.0,CR,,,
1790,CENTRE DE LA PETITE ENFANCE DE L'ÎLE DES SOEURS,6 - Montréal,"550, chemin du Golf, bureau 201, 1-DS",Verdun,H3E 1A8,(514) 768-1112,(514) 768-2471,ribouldingue@cpeiledessoeurs.com,CPE,36.0,0.0,CR,,,
1791,CENTRE DE LA PETITE ENFANCE FUNVILLE,6 - Montréal,"7000, boulevard Champlain",Verdun,H4H 1A8,(514) 768-3273,(514) 768-3948,cpefunville@qc.aira.com,CPE,78.0,10.0,CR,,,
1792,CENTRE DE LA PETITE ENFANCE LES PETITS LAPINS,6 - Montréal,"1355, rue Clémenceau",Verdun,H4H 2R2,(514) 761-3345,(514) 761-1257,cpelespetitslapins@videotron.ca,CPE,80.0,15.0,CR,,,
1793,CENTRE DE LA PETITE ENFANCE RIVERVIEW,6 - Montréal,"1040, rue Godin",Verdun,H4H 2B7,(514) 766-2452,,cperiverview@gmail.com,CPE,36.0,0.0,CR,,,
1794,CENTRE DE LA PETITE ENFANCE SOLEIL LE VENT/RISING SUN CHILDCARE CENTRE,6 - Montréal,"600, avenue Desmarchais",Verdun,H4H 1S6,(514) 769-9355,(514) 769-9255,director@cperisingsun.ca,CPE,80.0,10.0,CR,,,
1795,CENTRE PAUSE PARENTS-ENFANTS,6 - Montréal,"4901, rue Wellington",Verdun,H4G 1X8,(514) 768-7773,(514) 762-6048,eszopa@centreppe.com,CPE,44.0,10.0,CR,,,
1796,CENTRE PAUSE PARENTS-ENFANTS,6 - Montréal,"3550, rue Wellington",Verdun,H4G 1T3,(514) 768-7773,(514) 762-6048,eszopa@centreppe.com,CPE,56.0,15.0,CR,,,
1797,CENTRE ÉDUCATIF LES PETITS PANDAS INC.,6 - Montréal,"6201, avenue Bannantyne",Verdun,H4H 1J4,(514) 543-4320,,centreeducatiflespetitspandas@hotmail.com,GARD,36.0,10.0,,,,
1798,CPE CHEZ PICOTINE - INSTALLATION FANTOCHE,6 - Montréal,"722, rue de l'Église",Verdun,H4G 2M8,(514) 362-0968,(514) 362-7304,cpechezpicotine@videotron.ca,CPE,52.0,0.0,CR,,,
1799,CPE CHEZ PICOTINE - INSTALLATION POILDEPLUCH,6 - Montréal,"720, rue de L'Église",Verdun,H4G 2M8,(514) 362-0968,,cpechezpicotine@videotron.ca,CPE,39.0,15.0,CR,,,
1800,GARDERIE A B C (VERDUN) INC.,6 - Montréal,"5639, rue de Verdun",Verdun,H4H 1L3,(514) 769-3341,,abcgarderie@gmail.com,GARD,80.0,15.0,CR,,,
1801,GARDERIE CHOUCHOU,6 - Montréal,"3692, rue Wellington",Verdun,H4G 1V2,(514) 508-9855,,garderiechouchou@hotmail.com,GARD,45.0,8.0,,,,
1802,GARDERIE DA-DO INC.,6 - Montréal,"2, Place des Jardins- des- Vosges, bureau 101",Verdun,H3E 2B2,(514) 564-2528,,oxanarossov@ymail.com,GARD,60.0,0.0,,,,
1803,GARDERIE ET JARDIN D'ENFANTS MONTESSORI INC. / MONTESSORI NURSERY AND DAY CARE CENTER INC.,6 - Montréal,"1, place du Commerce, bureau 150",Verdun,H3E 1A2,(514) 762-2169,(514) 762-4640,garderiemontessoriids@gmail.com,GARD,75.0,0.0,CR,,,
1804,GARDERIE K.I.D.S. ÎLE DES SOEURS,6 - Montréal,"1, Carrefour Alexander-Graham-Bell, AG-10",Verdun,H3E 3B3,(514) 769-5437,,lawrence.vatch@gmail.com,GARD,80.0,15.0,CR,,,
1805,GARDERIE LE LAC DES CYGNES INC.,6 - Montréal,"545, rue de l'Église",Verdun,H4G 2M7,(514) 762-3556,,GLLDCI545@gmail.com,GARD,20.0,0.0,,,,
1806,GARDERIE LES MINOIS FRIPONS INC.,6 - Montréal,"640, rue Woodland",Verdun,H4H 1V8,(514) 761-1479,,,GARD,100.0,10.0,CR,,,
1807,GARDERIE LES PETITS ATHLÈTES VERDUN,6 - Montréal,"3501, rue de Verdun",Verdun,H4G 1K5,(514) 903-1888,,direction@lespetitsathletes.com,GARD,48.0,10.0,,,,
1808,GARDERIE LES PETITS HARVARD INC.,6 - Montréal,"5040, rue Wellington",Verdun,H4G 1X9,(514) 767-5948,(514) 767-5948,garderielespetitsharvardinc78@gmail.com,GARD,74.0,10.0,,,,
1809,GARDERIE LES PETITS OISEAUX INC.,6 - Montréal,"254, rue Woodland",Verdun,H4H 1V6,(514) 761-7361,,dalery.l@videotron.ca,GARD,20.0,0.0,CR,,,
1810,GARDERIE LES PETITS TRÉSORS,6 - Montréal,"5301, rue Wellington",Verdun,H4H 1N3,(514) 295-2053,,lespetitstresorsg@gmail.com,GARD,30.0,0.0,,,,
1811,GARDERIE MON PETIT MONDE À VERDUN INC.,6 - Montréal,"4346, boulevard Lasalle",Verdun,H4G 2A8,(514) 502-4458,,milad3@videotron.ca,GARD,52.0,0.0,,,,
1812,GARDERIE RÊVE D'ENFANCE,6 - Montréal,"985, rue Moffat",Verdun,H4H 1Z1,(514) 768-2323,(514) 768-4243,garderierevedenfanceverdun@bellnet.ca,GARD,60.0,14.0,CR,,,
1813,GARDERIE ÉDUCATIVE ASSILA INC.,6 - Montréal,"3901, rue de Verdun",Verdun,H4G 1L1,(514) 507-5595,,assilagarderie@gmail.com,GARD,32.0,0.0,,,,
1814,GARDERIE ÉDUCATIVE DES PETITS JOYEUX,6 - Montréal,"5967, rue de Verdun",Verdun,H4H 1M5,(514) 766-1566,,cherradi.ibtissam@gmail.com,GARD,78.0,20.0,,,,
1815,GARDERIE ÉDUCATIVE L'ESSOR DE LA PETITE ENFANCE,6 - Montréal,"227, rue Galt, bureau 230",Verdun,H4G 2P3,(438) 397-4397,(514) 507-8717,collegeessor@hotmail.com,GARD,51.0,15.0,,,,
1816,GARDERIE ÉDUCATIVE L'ÎLE D'AMOUR INC.,6 - Montréal,"3517, boulevard LaSalle",Verdun,H4G 1Z4,(514) 768-1010,,liledamour@gmail.com,GARD,52.0,10.0,,,,
1817,GARDERIE ÉDUCATIVE PEEKABOO,6 - Montréal,"3000, boulevard René-Lévesque, bureau 180",Verdun,H3E 1T9,(514) 907-8603,(514) 769-1657,garderie.peekaboo@gmail.com,GARD,80.0,20.0,,,,
1818,GARDERIE ÉDUCATIVE PEEKABOO II,6 - Montréal,"3000, boulevard René-Lévesque, bureau 150",Verdun,H3E 1T9,(514) 907-8603,(514) 769-1657,garderie.peekaboo@gmail.com,GARD,42.0,0.0,,,,
1819,GARDERIE ÉDUCATIVE PETIT À PETIT VERDUN INC.,6 - Montréal,"1099, rue de l'Église",Verdun,H4G 2N8,"(514) 543-5558, poste 100",,info.garderiepetitapetitverdun@gmail.com,GARD,80.0,15.0,CR,,,
1820,GARDERIE ÉDUCATIVE SUR L'ISLE,6 - Montréal,"14, place du Commerce, bureau 50",Verdun,H3E 1T5,(514) 906-7378,(514) 769-1061,garderiesurlile@gmail.com,GARD,79.0,15.0,,,,
1821,KONEKU - GARDERIE ÉDUCATIVE BILINGUE,6 - Montréal,"17, 5e Avenue",Verdun,H4G 2Y8,(514) 712-9336,,koneku11@gmail.com,GARD,18.0,0.0,,,,
1822,L'ÎLE DES PETITS INC.,6 - Montréal,"710, chemin du Golf",Verdun,H3E 1A8,(514) 303-1499,(514) 768-1230,frederique@liledespetits.com,GARD,62.0,10.0,,,,
1823,LA FORÊT DE MAPLE / MAPLE'S FOREST,6 - Montréal,"5171, rue de Verdun",Verdun,H4G 1N7,(514) 316-4360,,laforetdemaple@gmail.com,GARD,45.0,15.0,,,,
1824,LA GARDERIE LES PETITS POUSSINS,6 - Montréal,"3495, rue de Verdun",Verdun,H4G 1K2,(514) 766-1200,(514) 766-0251,,GARD,23.0,0.0,CR,,,
1825,LA MAISON MONTESSORI DE VERDUN,6 - Montréal,"1250, rue Woodland",Verdun,H4H 1W2,(514) 761-0861,(514) 761-3639,montessoriverdun@bellnet.ca,GARD,72.0,5.0,CR,,,
1826,LA POUPONNIÈRE DE VERDUN INC.,6 - Montréal,"4107, rue Bannantyne",Verdun,H4G 1C4,(514) 769-3617,(514) 769-3617,lapouponnieredeverduninc@hotmail.com,GARD,22.0,15.0,,,,
1827,LES ANGES DU BONHEUR,6 - Montréal,"4824, rue Bannantyne",Verdun,H4G 1E7,(514) 559-4637,(514) 766-4005,lesangesdubonheur@hotmail.com,GARD,40.0,10.0,,,,
1828,LES PETITS GÉNIES DE VERDUN INC.,6 - Montréal,"5365, boulevard LaSalle",Verdun,H4H 1P2,(514) 761-5365,,infopetitsgenies@gmail.com,GARD,20.0,5.0,,,,
1829,PARMINOU,6 - Montréal,"25, rue Troy",Verdun,H4G 3C6,(514) 767-3220,(514) 767-2277,Direction@cpejoyeuxcarrousel.com,CPE,80.0,10.0,CR,,,
1830,TALENTS123 CENTRE ÉDUCATIF INC.,6 - Montréal,"40, place du Commerce, bureau 7",Verdun,H3E 1J6,(514) 303-4140,,info@talents123.ca,GARD,80.0,15.0,,,,
1831,CENTRE DE LA PETITE ENFANCE NARNIA INC.,6 - Montréal,"4100, rue Sherbrooke Ouest, bureau 200",Westmount,H3Z 1A5,(514) 932-9137,(514) 932-7265,info@narnia.qc.ca,CPE,60.0,0.0,CR,,,
1832,CENTRE DE LA PETITE ENFANCE ST-ANDREW/ ST.ANDREW'S EARLY CHILDHOOD CENTER,6 - Montréal,"151, avenue Hillside",Westmount,H3Z 1W1,"(514) 932-4373, poste 100",(514) 932-6689,office@standrewsecc.ca,CPE,80.0,0.0,CR,,,
1833,CENTRE DE LA PETITE ENFANCE TERRE DES ENFANTS INC.,6 - Montréal,"1090, avenue Greene",Westmount,H3Z 1Z9,(514) 931-0987,(514) 931-6811,cpetde@bellnet.ca,CPE,62.0,0.0,CR,,,
1834,FOUNDATION SCHOOL DAY CARE CENTER,6 - Montréal,"405, avenue Metcalfe",Westmount,H3Y 2Z5,"(514) 937-9475, poste 148",(514) 937-2067,foundation@theshaar.org,GARD,75.0,0.0,,,,
1835,GARDERIE K.I.D.S. WESTMOUNT II,6 - Montréal,"4795, rue Sainte-Catherine Ouest, bureau 100",Westmount,H3Z 1S8,(514) 938-5251,(514) 935-7385,lawrence.vatch@gmail.com,GARD,80.0,10.0,CR,,,
1836,GARDERIE K.I.D.S. WESTMOUNT INC.,6 - Montréal,"4467, rue Sainte-Catherine Ouest, bureau 100",Westmount,H3Z 1R6,(514) 939-1103,(514) 935-7385,garderiekids@hotmail.com,GARD,80.0,10.0,CR,,,
1837,CENTRE DE LA PETITE ENFANCE 1-2-3 PICABOU,7 - Outaouais,"166, rue Front",Campbell's Bay,J0X 1K0,(819) 648-5545,(819) 648-5277,,CPE,47.0,5.0,CR,,,
1838,CENTRE DE LA PETITE ENFANCE AUX PETITS CAMPAGNARDS INC.,7 - Outaouais,"90, rue du Commandeur",Cantley,J8V 3T5,(819) 827-5477,(819) 827-5477,,CPE,68.0,0.0,CR,,,
1839,CENTRE DE LA PETITE ENFANCE AUX PETITS CAMPAGNARDS INC.,7 - Outaouais,"78, rue du Commandeur",Cantley,J8V 3T5,(819) 827-5477,,josee@auxpetitscampagnards.com,CPE,58.0,15.0,CR,,,
1840,GARDERIE IMAGINE DES COLLINES 1 INC.,7 - Outaouais,"19, rue Nicole",Cantley,J8V 3B5,(819) 607-4440,(819) 607-4441,guylainepainchaud.imagine@gmail.com,GARD,80.0,15.0,CR,,,
1841,GARDERIE ÉDUCATIVE LILIBELLULES INC.,7 - Outaouais,"393, montée de la Source, suite 201",Cantley,J8V 0J2,(819) 607-0995,,lilibellules2013@hotmail.ca,GARD,31.0,5.0,,,,
1842,CENTRE DE LA PETITE ENFANCE AUX NIDS DES PETITS,7 - Outaouais,"35, chemin Côte-d'un-Mille",Chelsea,J9B 1L5,(819) 772-0404,(819) 772-2854,k.tremblay@bellnet.ca,CPE,52.0,10.0,CR,,,
1843,MAISON MONTESSORI DE CHELSEA,7 - Outaouais,"66, chemin Old Chelsea",Chelsea,J9B 1K9,(819) 827-0787,(819) 827-1521,annie@cpe-chelsea.com,CPE,60.0,0.0,CR,,,
1844,MAISON MONTESSORI DES 4 VALLÉES,7 - Outaouais,"490, route 105, bureau 105",Chelsea,J9B 1L2,(819) 827-2784,(819) 827-3079,montessori@montessori4vallees.ca,GARD,29.0,0.0,,,,
1845,GARDERIE LE MOUTON NOIR INSTALLATION CHÉNÉVILLE,7 - Outaouais,"128, rue Albert-Ferland",Chénéville,J0V 1E0,(450) 612-1017,(450) 409-3204,garderielemoutonnoir@hotmail.ca,GARD,31.0,5.0,CR,,,
1846,ACADÉMIE TRIVIUM INC.,7 - Outaouais,"88, rue Jean-René-Monette",Gatineau,J8P 5B7,(819) 643-0828,(819) 643-9176,lauclair@trivium-academy.com,GARD,48.0,0.0,,,,
1847,AMI CALIN GARDERIE INC.,7 - Outaouais,"36, rue de Lotbinière, bureau B",Gatineau,J8V 3Y8,(819) 246-0700,,cedg2008@yahoo.ca,GARD,44.0,10.0,,,,
1848,C.P.E. L'UNIVERS DES PETITS-INSTALLATION HULL,7 - Outaouais,"325, boulevard Alexandre-Taché",Gatineau,J9A 1L8,(819) 776-5877,(819) 776-6586,,CPE,60.0,10.0,CR,,,
1849,CENTRE D'ÉVEIL DEVENIR GRAND,7 - Outaouais,"36, rue de Lotbinière",Gatineau,J8V 3Y8,(819) 246-0700,,,GARD,78.0,10.0,CR,,,
1850,CENTRE DE LA PETITE ENFANCE ALAKAZOU INC.,7 - Outaouais,"454, rue Joseph-Demontigny",Gatineau,J8P 2N1,(819) 643-3199,,petiteenfance_alakazou@videotron.ca,CPE,34.0,0.0,CR,,,
1851,CENTRE DE LA PETITE ENFANCE ALAKAZOU INC.,7 - Outaouais,"425, rue Nobert",Gatineau,J8R 3P2,(819) 663-1988,(819) 643-9580,,CPE,70.0,10.0,CR,,,
1852,CENTRE DE LA PETITE ENFANCE AU PAYS DES ANGES,7 - Outaouais,"11, rue Roy",Gatineau,J8Y 6X6,(819) 777-9191,(819) 777-9171,,CPE,80.0,15.0,CR,,,
1853,CENTRE DE LA PETITE ENFANCE AUX NIDS DES PETITS,7 - Outaouais,"138, rue Loïs",Gatineau,J8Y 3R7,(819) 778-2971,(819) 778-7026,k.tremblay@bellnet.ca,CPE,67.0,10.0,CR,,,
1854,CENTRE DE LA PETITE ENFANCE AUX PETITS LURONS,7 - Outaouais,"115, rue Front",Gatineau,J9H 6K6,(819) 684-3131,,,CPE,68.0,0.0,CR,,,
1855,CENTRE DE LA PETITE ENFANCE AUX PETITS LURONS,7 - Outaouais,"104, chemin Eardley",Gatineau,J9H 6P3,(819) 684-3001,(819) 684-4387,,CPE,80.0,10.0,CR,,,
1856,CENTRE DE LA PETITE ENFANCE AUX TROIS POMMES,7 - Outaouais,"30, rue Labelle",Gatineau,J8Y 5A8,(819) 776-0865,,troispommes1@videotron.ca,CPE,62.0,10.0,CR,,,
1857,CENTRE DE LA PETITE ENFANCE AUX TROIS POMMES,7 - Outaouais,"122, rue Berri",Gatineau,J8Y 4H8,(819) 770-4994,(819) 770-0880,troispommes1@videotron.ca,CPE,52.0,0.0,CR,,,
1858,CENTRE DE LA PETITE ENFANCE BÉBÉJOU,7 - Outaouais,"179, chemin de la Savane",Gatineau,J8T 1R2,,,,CPE,31.0,24.0,CR,,,
1859,CENTRE DE LA PETITE ENFANCE BÉBÉJOU,7 - Outaouais,"35, rue de Sillery",Gatineau,J8T 7L5,(819) 246-4510,,,CPE,80.0,20.0,CR,,,
1860,CENTRE DE LA PETITE ENFANCE CHEZ CORNEMUSE,7 - Outaouais,"46-B, boulevard Saint-Raymond",Gatineau,J8Y 1R7,(819) 773-7383,(819) 773-7381,,CPE,65.0,15.0,CR,,,
1861,CENTRE DE LA PETITE ENFANCE COOP LIBELLE,7 - Outaouais,"355, boulevard de la Cité-des-Jeunes",Gatineau,J8Z 2M3,(819) 770-2195,(819) 000-0000,direction@cpecooplibelle.com,CPE,58.0,0.0,CR,,,
1862,CENTRE DE LA PETITE ENFANCE COOP LIBELLE,7 - Outaouais,"365, boulevard de la Cité-des-Jeunes",Gatineau,J8Z 2M3,(819) 770-2195,(819) 770-3218,manon.stdenis@bellnet.ca,CPE,59.0,15.0,CR,,,
1863,CENTRE DE LA PETITE ENFANCE COOP LIBELLE - INSTALLATION JEUNE RONDE,7 - Outaouais,"140, boulevard Lionel-Émond",Gatineau,J8Y 6M3,(819) 525-4378,(819) 777-4101,comptabilité.lajeuneronde@bellnet.ca,CPE,80.0,20.0,CR,,,
1864,CENTRE DE LA PETITE ENFANCE COUP DE POUCE INC.,7 - Outaouais,"110, rue Nelligan",Gatineau,J8T 5Z7,(819) 246-5677,(819) 000-0000,,CPE,80.0,15.0,CR,,,
1865,CENTRE DE LA PETITE ENFANCE DE L'ÉRABLIÈRE,7 - Outaouais,"45, chemin des Érables, local 2",Gatineau,J8V 1C5,(819) 243-7415,(819) 243-5739,cpe.erabliere@biz.videotron.ca,CPE,80.0,15.0,CR,,,
1866,CENTRE DE LA PETITE ENFANCE DE L'ÉRABLIÈRE,7 - Outaouais,"45, chemin des Érables, local 1",Gatineau,J8V 1C5,(819) 243-7415,(819) 243-5739,cpe.erabliere@biz.videotron.ca,CPE,80.0,15.0,CR,,,
1867,CENTRE DE LA PETITE ENFANCE DES HAUTES-PLAINES,7 - Outaouais,"475, boulevard des Hautes-Plaines",Gatineau,J8Z 2H8,(819) 595-2016,(819) 000-0000,administration@cpehautesplaines.ca,CPE,80.0,15.0,CR,,,
1868,CENTRE DE LA PETITE ENFANCE DES PREMIERS PAS,7 - Outaouais,"165, rue de l'Atmosphère",Gatineau,J9A 3K2,(819) 770-2134,(819) 770-1678,,CPE,80.0,20.0,CR,,,
1869,CENTRE DE LA PETITE ENFANCE DU PORTAGE,7 - Outaouais,"150, promenade du Portage",Gatineau,J8X 2K3,(819) 776-0070,(819) 000-0000,,CPE,60.0,15.0,CR,,,
1870,CENTRE DE LA PETITE ENFANCE GRANDE-RIVIÈRE,7 - Outaouais,"44, rue Elizabeth",Gatineau,J9H 1E9,(819) 685-0009,(819) 685-3330,direction@cpegranderiviere.ca,CPE,60.0,10.0,CR,,,
1871,CENTRE DE LA PETITE ENFANCE L'ARCHE DES PETITS,7 - Outaouais,"96, rue de la Baie",Gatineau,J8T 3H7,(819) 568-2225,,directrice@archedespetits.ca,CPE,80.0,10.0,CR,,,
1872,CENTRE DE LA PETITE ENFANCE L'ARCHE DES PETITS,7 - Outaouais,"24, rue de Vauquelin",Gatineau,J8P 7V9,(819) 643-2209,(819) 643-5109,cpe.larchedespetits@bellnet.ca,CPE,78.0,10.0,CR,,,
1873,CENTRE DE LA PETITE ENFANCE L'ÎLE DES ENFANTS INC.,7 - Outaouais,"296, boulevard des Allumettières",Gatineau,J8X 1N5,(819) 771-1061,(819) 771-9504,iledesenfants@bellnet.ca,CPE,47.0,0.0,CR,,,
1874,CENTRE DE LA PETITE ENFANCE LA CIBOULETTE DE GATINEAU,7 - Outaouais,"155, rue Vianney",Gatineau,J8P 4A4,(819) 663-7020,(819) 663-7020,cpe.ciboulette@videotron.ca,CPE,54.0,0.0,CR,,,
1875,CENTRE DE LA PETITE ENFANCE LA GATINERIE,7 - Outaouais,"32, rue de l'Acadie",Gatineau,J8T 6G8,(819) 561-2626,(819) 561-9345,dbouffard@cpelagatinerie.ca,CPE,62.0,10.0,CR,,,
1876,CENTRE DE LA PETITE ENFANCE LA GRANDE ENVOLÉE,7 - Outaouais,"154, rue MacLaren Est",Gatineau,J8L 1K4,(819) 281-2897,(819) 281-6885,,CPE,52.0,10.0,CR,,,
1877,CENTRE DE LA PETITE ENFANCE LA GRANDE ENVOLÉE (2),7 - Outaouais,"75, chemin de Montréal Est",Gatineau,J8M 1K3,(819) 281-3901,(819) 281-6885,,CPE,76.0,10.0,CR,,,
1878,CENTRE DE LA PETITE ENFANCE LA JONGLERIE INC.,7 - Outaouais,"551, boulevard de l'Hôpital",Gatineau,J8V 3X5,(819) 561-8339,(819) 561-3026,,CPE,65.0,15.0,CR,,,
1879,CENTRE DE LA PETITE ENFANCE LA JONGLERIE INC.,7 - Outaouais,"479, avenue du Cheval-Blanc",Gatineau,J8P 6P4,(819) 669-1417,(819) 669-2499,,CPE,80.0,15.0,CR,,,
1880,CENTRE DE LA PETITE ENFANCE LA MAISON DES PETITS CASTORS,7 - Outaouais,"30, chemin Rivermead",Gatineau,J9J 2W8,(819) 778-3030,(819) 778-3562,cpemaisonpetitscastors@gmail.com,CPE,80.0,10.0,CR,,,
1881,CENTRE DE LA PETITE ENFANCE LA NACELLE INC.,7 - Outaouais,"33, avenue Gatineau",Gatineau,J8T 4J2,(819) 568-1120,(819) 568-7304,c.p.e.lanacelle@qc.aira.com,CPE,52.0,0.0,CR,,,
1882,CENTRE DE LA PETITE ENFANCE LA RIBAMBELLE D'AYLMER,7 - Outaouais,"272, rue des Thuyas",Gatineau,J9J 2S1,(819) 684-4540,,carole@cpelaribambelle.com,CPE,39.0,5.0,CR,,,
1883,CENTRE DE LA PETITE ENFANCE LE BALUCHON - INSTALLATION JOS-MONTFERRAND,7 - Outaouais,"170, rue de l'Hôtel-de-Ville, local 1.120",Gatineau,J8X 4C2,(819) 595-2642,(819) 595-3193,cpej-m@bellent.ca,CPE,44.0,5.0,CR,,,
1884,CENTRE DE LA PETITE ENFANCE LE BALUCHON INC.,7 - Outaouais,"100, rue Bédard",Gatineau,J8Y 6A3,(819) 771-1464,(819) 771-4879,le.baluchon@videotron.ca,CPE,80.0,20.0,CR,,,
1885,CENTRE DE LA PETITE ENFANCE LE BONJOUR,7 - Outaouais,"65, rue Smith",Gatineau,J8T 2Z9,(819) 561-5280,(819) 561-6792,,CPE,45.0,0.0,CR,,,
1886,CENTRE DE LA PETITE ENFANCE LE BONJOUR,7 - Outaouais,"33, rue de la Baie",Gatineau,J8T 3H4,(819) 568-5280,,,CPE,79.0,5.0,CR,,,
1887,CENTRE DE LA PETITE ENFANCE LE TAMANOIR,7 - Outaouais,"89, avenue Gatineau",Gatineau,J8T 4J4,(819) 568-6324,(819) 568-6700,cpeletamanoir@videotron.ca,CPE,66.0,0.0,CR,,,
1888,CENTRE DE LA PETITE ENFANCE LES ENFANTS D'ABORD,7 - Outaouais,"291, rue de Malartic",Gatineau,J8R 2T3,(819) 669-4720,,,CPE,65.0,15.0,CR,,,
1889,CENTRE DE LA PETITE ENFANCE LES FEUX FOLLETS,7 - Outaouais,"175, chemin de la Savane",Gatineau,J8T 1R2,(819) 561-9747,(819) 561-5395,,CPE,48.0,0.0,CR,,,
1890,CENTRE DE LA PETITE ENFANCE LES FEUX FOLLETS,7 - Outaouais,"175-A, chemin de la Savane",Gatineau,J8T 1R2,(819) 561-9747,(819) 561-5395,,CPE,52.0,0.0,CR,,,
1891,CENTRE DE LA PETITE ENFANCE LES PETITS FRIPONS,7 - Outaouais,"42, rue des Servantes",Gatineau,J8M 1B9,(819) 986-8379,(819) 986-2605,,CPE,60.0,9.0,CR,,,
