Name,Prov_Terr,City,Address,Age_Groups,Telephone,
Abc Plus Day Care Center,New Brunswick,Moncton,210 Chemin Mill Moncton NB,Schoolage,857-8999,
Carrefour Des Amis Inc.,New Brunswick,Moncton,28 Belmont Street Moncton NB,Infant Toddler Kindergarten Preschool Schoolage,854-7784,
Christine's In Home Childcare,New Brunswick,Moncton,Pellerin street Moncton NB,Infant Toddler Preschool,506-961-2950,
Club 6-12 Inc.,New Brunswick,Moncton,140 Rue Botsford Moncton NB,Schoolage,859-1498,
Club 6-12 Plus,New Brunswick,Moncton,140 Rue Botsford Moncton NB,Schoolage,859-1498,
Congregation Tiferes Israel Preschool,New Brunswick,Moncton,P.o. Box 596 Moncton NB,Preschool,855-7021,
Dawn's Day Care,New Brunswick,Moncton,81 Sunshine Drive Moncton NB,Infant Preschool Schoolage,852-9308,
Downtown Daycare Co-operative,New Brunswick,Moncton,22 Church Street Suite T150 Moncton NB,Infant Toddler Kindergarten Preschool Schoolage,506-858-1060,
Early Family Intervention (moncton Headstart Inc.),New Brunswick,Moncton,1111 Mountain Road Moncton NB,Preschool,858-8252,
Karabear's Childcare,New Brunswick,Nackawic,Mclaren Cres. Nackawic NB,Infant Toddler Preschool,506 292 9047,
Nackawic Child Care Inc.,New Brunswick,Nackawic,8 Mclaren Crescent Nackawic NB,Preschool Schoolage,575-2950,
Garderie Petit-Pied - Little Foot Daycare,New Brunswick,Neguac,1197 Rue Principale Néguac NB,Infant Preschool Schoolage,776-5043,
Halte Scolaire Éducative Chez Denise,New Brunswick,Neguac,700 Rue Principale Néguac NB,Schoolage,779-6057,
Explore Your World Daycare,New Brunswick,New Maryland,49 Crown Avenue New Maryland NB,Schoolage,459-3535,
I Am Special Daycare,New Brunswick,New Maryland,162 Bradshaw Drive New Maryland NB,Infant Preschool,455-4667,
Little Sneakers Daycare Inc.,New Brunswick,New Maryland,12 Lark Street New Maryland NB,Infant Preschool Schoolage,454-8833,
New Maryland Children's Centre Ltd.,New Brunswick,New Maryland,328 New Maryland Highway New Maryland NB,Preschool Schoolage,457-1551,
Sylvia Arsenault's Playschool,New Brunswick,New Maryland,34 McMurtrie Avenue New Maryland NB,Preschool Schoolage,453-1853,
Wee World Daycare,New Brunswick,New Maryland,65 Oliver Crescent New Maryland NB,Schoolage,459-7346,
Garderie Des Petits Lutins Inc.,New Brunswick,Nigadoo,385 Rue Principale Nigadoo NB,Infant Preschool Schoolage,783-3805,
Le P'tit Monde De Becca,New Brunswick,Nigadoo,244 rue Principale Nigadoo NB,Infant Preschool Schoolage,783-7931,
Neighbourhood Nursery School-Norton Wesleyan Church,New Brunswick,Norton,P.o. Box 405 Norton NB,Preschool,839-1186,
Wonderland Child Care,New Brunswick,Norton,2085 Route 121 Norton NB,Preschool,839-1918,
Garderie Des P'tites Étoiles,New Brunswick,Notre Dame,180 Alexandrina Road Notre Dame NB,Preschool Schoolage,576-9701,
Garderie L'étoile Filante,New Brunswick,Notre Dame,180 Alexandrina Road Notre Dame NB,Preschool Schoolage,525-2909,
Baby Steps Daycare,New Brunswick,Oromocto,71 D'Amours Street Oromocto NB,Infant Toddler Preschool Schoolage,(506)357-5437,
Back Yard Treasures,New Brunswick,Oromocto,61 Macdonald Ave. Oromocto NB,Infant Preschool Schoolage,357-3890,
Becca's Bright Beginnings Garderie,New Brunswick,Oromocto,johnson ave Oromocto NB,Infant Toddler Preschool,418.404.0687,
Daniela's Daycare,New Brunswick,Oromocto,Finnamore St Oromocto NB,Toddler Kindergarten Preschool Schoolage,506-292-138,
Dept. Of Leisure Services After School Program,New Brunswick,Oromocto,4 Doyle Drive Oromocto NB,Schoolage,357-4455,
Fit Kids After School Program,New Brunswick,Oromocto,300 Restigouche Road Oromocto NB,Schoolage,(506)471-0977,
Happy Home Daycare,New Brunswick,Oromocto,1 Tweedsmuir crt Oromocto NB,Infant Toddler Kindergarten Preschool Schoolage,5062080762,
Learning Land Pre-School,New Brunswick,Oromocto,50 Broad Road Oromocto NB,Preschool,357-3574,
Military Family Resource Center Childcare,New Brunswick,Oromocto,A-45 St. Lawrence Ave Oromocto NB,Infant Preschool Schoolage,422-2000 Ext: 1614,
Military Family Resource Centre After School Program,New Brunswick,Oromocto,A-45 St. Lawerence Avenue Oromocto NB,Schoolage,422-2000 Ext: 1614,
Garderie L' Univers Des Petits,New Brunswick,Paquetville,1890 rue Belle-Chasse Paquetville NB,Preschool,764-2978,
Halte Scolaire L'Univers Des Petits,New Brunswick,Paquetville,1890 rue Belle-Chasse Paquetville NB,Schoolage,764-2400,
Lighten Up Daycare,New Brunswick,Pennfield,24 Armstrong Loop Road Pennfield NB,Infant Preschool Schoolage,755-6041,
Pennfield Daycare,New Brunswick,Pennfield,81 Route 176 Pennfield NB,Infant Preschool Schoolage,456-2676,
Perth Andover Co-Operative Playschool,New Brunswick,Perth-andover,1257 A West Riverside Drive Perth-Andover NB,Preschool,273-6260,
River Valley Civic Centre Afterschool Program,New Brunswick,Perth-andover,11 School Street Perth-Andover NB,Schoolage,273-4845,
Garderie Mini-Sol Inc.,New Brunswick,Petit-rocher,52 Rue Normandie Est Petit-Rocher NB,Preschool Schoolage,544-5080,
Halte Scolaire Le Domaine,New Brunswick,Petit-rocher,52 Rue Normandie Est Petit-Rocher NB,Schoolage,544-5080,
Gramma's Place,New Brunswick,Petitcodiac,29 Cross Street Petitcodiac NB,Infant Preschool Schoolage,756-2018,
Tiny Tykes Childcare Centre,New Brunswick,Petitcodiac,45 Corey Avenue Petitcodiac NB,Infant Preschool Schoolage,756-2841,
First Wonders Daycare,New Brunswick,Quispamsis,15 Franklin Drive Quispamsis NB,Preschool,849-4106,
Janie's After School Program,New Brunswick,Quispamsis,301 Hampton Road Quispamsis NB,Schoolage,847-2646,
Janie's Kid Zone Inc.,New Brunswick,Quispamsis,301 Hampton Road Quispamsis NB,Preschool,849-0123,
Kings Valley Early Education Centre,New Brunswick,Quispamsis,332 Hampton Road Quispamsis NB,Toddler Preschool,847-5343 Ext. 214,
Little Learners Academy Inc.,New Brunswick,Quispamsis,10 Phillips Drive Quispamsis NB,Preschool Schoolage,847-5893,
Music Headstart Preschool,New Brunswick,Quispamsis,26 Gorham Road Quispamsis NB,Preschool Schoolage,848-0193,
Precious Little Ones Daycare,New Brunswick,Quispamsis,24 Saunders Drive Quispamsis NB,Preschool Schoolage,847-2327,
Quispamsis After School Program,New Brunswick,Quispamsis,301 Hampton Road Quispamsis NB,Schoolage,849-0123,
Friendship Circle-Cercle D'amitié,New Brunswick,Rexton,203 Main Street Rexton NB,Preschool Schoolage,523-4434,
Garde Scolaire La Causerie Amical,New Brunswick,Rexton,203 Main Street Rexton NB,Infant Preschool Schoolage,521-0226,
Le Coin Des Petites Souris Limitée,New Brunswick,Richibucto,9573 Rue Main Richibucto NB,Preschool Schoolage,523-7477,
Le Rendez-Vous Des Petits,New Brunswick,Richibucto,52 Rue High Richibucto NB,Preschool Schoolage,524-9088,
Messy Jessie Daycare,New Brunswick,Richibucto,148 Mataya Drive Richibucto NB,Toddler Kindergarten Preschool Schoolage,506-447-9757,
After School Adventure Camp,New Brunswick,Riverview,P.o. Box 7416 Riverview NB,Schoolage,387-7070,
Alison Annis (country Kids Daycare),New Brunswick,Riverview,340 Ridgeway Drive Riverview NB,Preschool,860-6572,
Alison Annis (Jacob's Home Community Daycare),New Brunswick,Riverview,340 Ridgeway Drive Riverview NB,Schoolage,856-5269,
Building Bridges Child Care And Learning Center,New Brunswick,Riverview,Redwater Drive Riverview NB,Infant Kindergarten Preschool Schoolage,384-7529(PLAY),
Care-A-Lot Day Care Center,New Brunswick,Riverview,40 Henderson Street Riverview NB,Preschool Schoolage,386-4005,
Cindy Quinlan,New Brunswick,Riverview,35 Ashburn Avenue Riverview NB,Preschool,387-8347,
Country Kids Club House,New Brunswick,Riverview,148 Hillsborough Road Riverview NB,Preschool Schoolage,386-7722,
Gunningsville Baptist Preschool,New Brunswick,Riverview,160 Old Coach Road Riverview NB,Preschool,386-3530,
Love And Learn Childcare Center Inc.,New Brunswick,Riverview,85 Old Coach Road Riverview NB,Toddler Kindergarten Preschool Schoolage,506-386-3149,
Magical Moments After School Program,New Brunswick,Riverview,Page Street Riverview NB,Preschool Schoolage,506-872-1586,
Garderie Mille Petits Pas,New Brunswick,Rogersville,5 Rue St. Patrick Rogersville NB,Preschool Schoolage,775-2525,
Happy Clown After School Centre,New Brunswick,Rothesay,140 J Hampton Road Rothesay NB,Schoolage,849-4386,
Happy Clown Day Care Ltd.,New Brunswick,Rothesay,140 J Hampton Road Rothesay NB,Infant Preschool,849-4386,
Our Big Backyard Daycare,New Brunswick,Rothesay,2 Pickett Lane Rothesay NB,Schoolage,849-4771,
Rock-A-Bye Daycare,New Brunswick,Rothesay,39 Dofred Road Rothesay NB,Infant Preschool Schoolage,849-8205,
Rothesay Nursery School Inc.,New Brunswick,Rothesay,7B Gondola Point Road Rothesay NB,Preschool,847-1810,
Tender Tots Childcare Downstairs,New Brunswick,Rothesay,114 Hampton Road Rothesay NB,Preschool Schoolage,849-3333,
Tender Tots Childcare Facility,New Brunswick,Rothesay,114 Hampton Road Rothesay NB,Infant Preschool,849-3333,
Tiny Explorers Daycare,New Brunswick,Rusagonis,15 O leary Crescent Rusagonis NB,Infant Toddler Preschool,506 453 9997,
Bridge Street Children's Academy Inc.,New Brunswick,Sackville,146 Bridge Street Sackville NB,Infant Toddler Kindergarten Preschool Schoolage,536-1066,
Rhonda Trenholm «silver Lake Day Care»,New Brunswick,Sackville,350 Main Street Sackville NB,Infant Preschool Schoolage,536-2212,
Robin's Nest,New Brunswick,Sackville,53 Stephen's Drive Sackville NB,Infant Preschool Schoolage,536-2874,
Sackville Playschool Inc.,New Brunswick,Sackville,223A Main St. Sackville NB,Preschool,536-1837,
The Spotted Toad Daycare Inc.,New Brunswick,Sackville,19 Charlotte Street Sackville NB,Preschool Schoolage,536-1498,
York Street Children's Centre Inc.,New Brunswick,Sackville,40 York Street Sackville NB,Infant Preschool Schoolage,536-4325,
Angels 'r' Wee,New Brunswick,Saint John,327 Prince St. West Saint John NB,Infant Preschool Schoolage,672-5155,
Boys And Girls Club Of Saint John After-School Program,New Brunswick,Saint John,1 Paul Harris St. Saint John NB,Schoolage,634-2011,
Boys And Girls Club Of Saint John Daycare,New Brunswick,Saint John,1 Paul Harris St. Saint John NB,Toddler Preschool,634-2011,
Boys And Girls Club Of Saint John Funday After-School Program,New Brunswick,Saint John,1 Paul Harris St. Saint John NB,Schoolage,634-2011,
Centenary Queen Square United Church Daycare,New Brunswick,Saint John,310 Princess Street Saint John NB,Infant Preschool,693-8080,
Chang Yong Taekwondo Afterschool Program,New Brunswick,Saint John,278 Waterloo Street Saint John NB,Schoolage,693-0884,
Coburg Community Day Care Home,New Brunswick,Saint John,120 Coburg Street Saint John NB,Infant Preschool,693-2228,
Cochran's Home Away From Home,New Brunswick,Saint John,1433 Loch Lomond Road Saint John NB,Infant Preschool Schoolage,696-6442,
Courtenay Avenue Daycare,New Brunswick,Saint John,133 Courtney Avenue Saint John NB,Preschool Schoolage,634-8418,
Garderie À Petits Pas - Centre Communautaire Sammuel De Champlain,New Brunswick,Saint John,67 Chemin Ragged Point Saint John NB,Preschool,658-4607,
100 Akre Woods Daycare,New Brunswick,Salisbury,2668 River Road Salisbury NB,Infant Preschool Schoolage,372-4828,
Greta Blanchard,New Brunswick,Salisbury,73 Horseman Street Salisbury NB,Infant Preschool Schoolage,372-5353,
Salisbury Boys And Girls Club - First Friends Day Care,New Brunswick,Salisbury,2699 Fredericton Road Salisbury NB,Infant Preschool Schoolage,372-5873,
Absolute Childcare,New Brunswick,Shediac,342 Main Street Shediac NB,Toddler Kindergarten Preschool,5068708879,
Chez La Grenouille,New Brunswick,Shediac,Chesley Shediac NB,Kindergarten Schoolage,506 351-0823,
Chez Lyne,New Brunswick,Shediac,241 Rue Pont Breaux Shediac NB,Preschool Schoolage,532-2059,
Garderie Beauséjour,New Brunswick,Shediac,810 Chemin Ohio Shediac NB,Schoolage,533-9461,
Garderie Enchantee,New Brunswick,Shediac,100 Rue Aurèle Cormier Shediac NB,Preschool Schoolage,533-9822,
Garderie Touchatout Daycare Inc.,New Brunswick,Shediac,601 Main Street Shediac NB,Infant Toddler Preschool,(506) 351-2666,
La Garderie Je Joue Et J'apprends Inc.,New Brunswick,Shediac,172 rue Main Shediac NB,Infant Preschool Schoolage,532-1444,
Le Château Des Bouts Choux,New Brunswick,Shediac,469 Main Street Shediac NB,Preschool Schoolage,532-9286,
Garderie Communautaire Les Schtroumpfs Inc.,New Brunswick,Shippagan,203 Rue Louden Shippagan NB,Infant Preschool Schoolage,336-4538,
Halte Scolaire Carrefour De La Jeunesse,New Brunswick,St-basile,4 Rue Eugène St-Basile NB,Schoolage,263-5035,
Halte Scolaire Krok Soleil,New Brunswick,St-basile,318 Chemin Rg.3 St-Basile NB,Schoolage,739-5455,
Halte Scolaire Rivière-Verte,New Brunswick,St-basile,4 Rue Eugène St-Basile NB,Schoolage,263-5035,
Halte Scolaire St-Basile,New Brunswick,St-basile,4 Rue Eugène St-Basile NB,Schoolage,263-5035,
Halte Scolaire St-Joseph,New Brunswick,St-basile,4 Rue Eugène St-Basile NB,Schoolage,263-5035,
Krok Soleil « À Maison » Enr.,New Brunswick,St-basile,318 Chemin Rang 3 St-Basile NB,Schoolage,739-5455,
Pré-Maternelle St-Basile,New Brunswick,St-basile,4 Rue Eugène St-Basile NB,Preschool,263-5035,
La Garderie La Girouette,New Brunswick,St-isidore,4 Rue Beaulieu St-Isidore NB,Infant Preschool,358-1183,
Garderie Centre Éducatif Cayou,New Brunswick,St-quentin,15 Rue Valcourt St-Quentin NB,Preschool Schoolage,235-9112,
Garderie Chez Céline,New Brunswick,St-quentin,7 Rue Roussel St-Quentin NB,Preschool Schoolage,235-3014,
Garderie Chez Hélène,New Brunswick,St-quentin,203 Chemin Mgr. Martin Ouest St-Quentin NB,Preschool,235-8014,
Garderie Le Jardin D'Enfants,New Brunswick,St-quentin,6 rue Champlain St-Quentin NB,Infant Preschool Schoolage,235-1803,
Garderie Les P'tits Mousse-line,New Brunswick,St-quentin,52 rue Bois Hebert St-Quentin NB,Infant Preschool Schoolage,235-2544,
Passamaquoddy Children's Centre Inc.,New Brunswick,St. Andrews,390 Montague Street St. Andrews NB,Infant Preschool Schoolage,529-3072,
Garderie Chez Mickey Et Minnie,New Brunswick,St. Leonard,C.p. 2257 St. Léonard NB,Infant Preschool Schoolage,423-6401,
Just For Kidz Child Development Centre,New Brunswick,St. Stephen,14 Porter Street St. Stephen NB,Infant Preschool Schoolage,465-8484,
Kings County Kids Daycare Center,New Brunswick,Sussex,126 Maple Avenue Sussex NB,Preschool,433-2524,
Sussex Co-Op Nursery School,New Brunswick,Sussex,853A Main Street. Sussex NB,Preschool,433-3444,
Tide Head Preschool And After School Center,New Brunswick,Tide Head,232 Restigouche Drive Tide Head NB,Preschool Schoolage,789-2127,
Tide Head Wee Care Day Care,New Brunswick,Tide Head,293 Alford Drive Tide Head NB,Preschool Schoolage,789-1800,
Danielle Danis - Pre-Maternelle La Pirouette,New Brunswick,Tracadie-sheila,529 Rue Loraine Tracadie-Sheila NB,Preschool,395-3258,
Garderie Joli Coeur Halte Scolaire,New Brunswick,Tracadie-sheila,4315 Rue Levine Tracadie-Sheila NB,Schoolage,395-3559,
Garderie La Découverte,New Brunswick,Tracadie-sheila,3120 Rue Principale Tracadie-Sheila NB,Preschool,395-5420,
Garderie La Ribambelle,New Brunswick,Tracadie-sheila,540 Chemin Saulnier Quest Tracadie-Sheila NB,Infant Preschool,395-3674,
Garderie Les Frimousses,New Brunswick,Tracadie-sheila,3708 Rue Principale Tracadie-Sheila NB,Infant Preschool Schoolage,395-9568,
Halte Scolaire La Découverte,New Brunswick,Tracadie-sheila,3120 Rue Principale Tracadie-Sheila NB,Schoolage,395-5420,
Halte Scolaire La Ruche,New Brunswick,Tracadie-sheila,3120 Rue Principale Tracadie-Sheila NB,Schoolage,395-5420,
Halte Scolaire La Source,New Brunswick,Tracadie-sheila,3708 Rue Principale Tracadie-Sheila NB,Schoolage,395-9568,
L'École De La Petite Enfance Garderie,New Brunswick,Tracadie-sheila,4140 rue Principale Tracadie-Sheila NB,Preschool Schoolage,395-4013,
Pre Maternelle Les Marmouzets,New Brunswick,Tracadie-sheila,431 Pierre Tracadie-sheila NB,Preschool,506-600-3155,
Garderie L'Énergicentre,New Brunswick,Val-d'amour,1 rue de l'école Val-d'amour NB,Preschool Schoolage,753-5758,
Les Débrouillard(e)s Inc.,New Brunswick,Val-d'amour,1 rue de l'ecole Val-d'amour NB,Infant Preschool,753-3596,
The Skiddle Club,New Brunswick,Woodstock,105 Connell Park Road Woodstock NB,Schoolage,328-3136,
Wee Bee Day Care,New Brunswick,Woodstock,510 Main Street Woodstock NB,Infant Preschool Schoolage,325-5437,
Woodstock After School Program,New Brunswick,Woodstock,145 Connell Park Road Woodstock NB,Schoolage,328-9722,
Woodstock Child Care Inc.,New Brunswick,Woodstock,145 Connell Park Road Woodstock NB,Infant Preschool,328-9722,
Woodstock First Nations Child Development Centre,New Brunswick,Woodstock,3 Wulastook Ct. Woodstock NB,Preschool Schoolage,328-4332,
Astros Infant Care Centre,Newfoundland And Labrador,Bay Roberts,P.o. Box 370 Bay Roberts NL,,709-786-3400,
First Steps Preschool,Newfoundland And Labrador,Bay Roberts,104 Bareneed Rd. Bay Roberts NL,Toddler Kindergarten Preschool,7097860811,
Play 'n' Learn Preschool,Newfoundland And Labrador,Bay Roberts,27 Cleary's Road Bay Roberts NL,Toddler Kindergarten Preschool Schoolage,709-786-0484,
Little Stepping Stones,Newfoundland And Labrador,Bishop's Falls,399 Main Street Bishop's Falls NL,Toddler Kindergarten Preschool Schoolage,709-256-6030,
Early Learning Centre,Newfoundland And Labrador,Botwood,11 Church Road Botwood NL,Kindergarten Preschool Schoolage,709-257-2600,
Keyin College Early Learning And Development Centre,Newfoundland And Labrador,Carbonear,81 Lemarchant Street Carbonear NL,Toddler Kindergarten Preschool Schoolage,709-596-0885,
Early Discoveries Preschool,Newfoundland And Labrador,Clarenville,234 Marine Drive Clarenville NL,Toddler Kindergarten Preschool Schoolage,709-466-3774,
Toddlers Corner Day Care,Newfoundland And Labrador,Clarenville,1 C SWan Avenue Clarenville NL,Toddler Kindergarten Preschool Schoolage,709-466-1384,
Little Peoples Workshop Afterschool Program,Newfoundland And Labrador,Clarenville-shoal Harbour,22 thomas place Clarenville-Shoal Harbour NL,Kindergarten Schoolage,709-766-9359,
'Happy Days' Family Home Daycare - Preschool,Newfoundland And Labrador,Conception Bay South,Carja Ave Conception Bay South NL,Infant Toddler Kindergarten Preschool Schoolage,834 2742,
Mary's Family Dayhome,Newfoundland And Labrador,Conception Bay South,Legion Road Conception Bay South NL,Infant Toddler Kindergarten Preschool Schoolage,7098348425,
Merry Care Day Care,Newfoundland And Labrador,Conception Bay South,14 Craigs Lane Conception Bay South NL,Toddler Kindergarten Preschool Schoolage,709-834-4548,
