,Unnamed: 0,facility,type,community,agegroups,district,address,operator,num_spaces,age,licence_status
628,628,Preschool in the Park,Full-time Centre,Fredericton,Infant,Anglophone West,200 30  Knowledge Park   Drive Fredericton E3C 2R2 (506) 454-7235,Mother's Care Education Center Inc.,57,"Infant, Preschool",Active
629,629,PSC Barker's Point After School Program & Preschool,Part-time Centre,Richibucto Road,Preschool,Anglophone West,2 85  Melissa   Street Richibucto Road E3A 6V9 (506) 476-3442,The Preschool Centre Inc.,30,"Preschool, School-age",Active
630,630,Pure Learning,Full-time Centre,Oromocto,Preschool,Anglophone West,  Onondaga   Street Oromocto E2V 2P4 (506) 478-8958,Blunston Clubhouse Inc.,56,"Preschool, School-age",Active
631,631,Pure Learning - The Early Years,Full-time Centre,Oromocto,Infant,Anglophone West,  Onondaga   Street Oromocto E2V 2P4 (506) 357-2323,Blunston Clubhouse Inc.,50,"Infant, Preschool",Active
632,632,QUISPAMSIS AFTER SCHOOL PROGRAM,Part-time Centre,Quispamsis,School-age,Anglophone South,290  Hampton   Road Quispamsis E2E 4N1 (506) 646-0679,JANIE'S KID ZONE INC.,38,School-age,On Hold
633,633,RAINBOWS AND DREAMS,Home,Irishtown,School-age,Anglophone East,30  Red Oak   Drive Irishtown E1H 2K3 (506) 383-9183,DIANA BEERS,9,School-age,Active
634,634,RAINBOWS AND STARS DAY CARE,Home,Moncton,Infant,Anglophone East,261  Reade   Street Moncton E1C 6S9 (506) 855-0573,ROSALIE HORN,6,"Infant, Preschool, School-age",Active
635,635,REACH FOR THE STARS PRESCHOOL,Part-time Centre,Hampton,Preschool,Anglophone South,951  Main   Street Hampton E5N 6E4 (506) 832-1949,Patty Raeburn,14,Preschool,Active
636,636,Reaching for Rainbows,Full-time Centre,Riverview,Infant,Anglophone East,145  Lakeside   Drive Riverview E1B 4K7 (506) 389-1442,686593 NB LTD.,54,"Infant, Preschool",Active
637,637,Reaching for Rainbows After School Program,Part-time Centre,Riverview,School-age,Anglophone East,600  Coverdale   Road Riverview E1B 3K6 (506) 389-1442,686593 NB LTD.,30,School-age,Active
638,638,Ready For School FRFRC,Full-time Centre,Fredericton,Preschool,Anglophone West,60  Veterans   Drive Fredericton E3A 4C3 (506) 474-0252,Fredericton Regional Family Resource Centre Inc.,46,"Preschool, School-age",Active
639,639,RHYMES AND CHYMES DAYCARE,Full-time Centre,Saint John,Preschool,Anglophone South,130  Golden Grove   Road Saint John E2H 1W8 (506) 648-1106,RHYMES AND CHYMES DAY CARE,60,"Preschool, School-age",Active
640,640,Rising Stars Daycare,Full-time Centre,Petitcodiac,Infant,Anglophone East,6  Kay   Street Petitcodiac E4Z 4K6 (506) 331-1000,Rising Stars Daycare Corp.,41,"Infant, Preschool, School-age",Active
641,641,Rita's Fun Place 2B,Home,Bedell,School-age,Anglophone West,440  555   Route Bedell E7M 4R2 (506) 328-3017,RITA STOCKFORD,9,School-age,Active
642,642,RIVER VALLEY PRESCHOOL & DAYCARE,Full-time Centre,Grand Bay-Westfield,Preschool,Anglophone South,24  Epworth   Park Grand Bay-Westfield E5K 1W3 (506) 738-8103,686127 NB INC.,30,Preschool,Active
643,643,RIVERSIDE MONTESSORI LEARNING CENTRE INC,Full-time Centre,Fredericton,Preschool,Anglophone West,717  Woodstock   Road Fredericton E3B 5N8 (506) 454-2052,RIVERSIDE MONTESSORI LEARNING CENTRE INC,40,"Preschool, School-age",Active
644,644,RIVERVIEW RIDDLES AND RHYMES CHILDCARE,Full-time Centre,Riverview,Infant,Anglophone East,567  Coverdale   Road Riverview E1B 3K7 (506) 387-4989,679028 N.B. INC.,60,"Infant, Preschool",Active
645,645,RIVERVIEW YOUTH CONNECTION,Part-time Centre,Riverview,School-age,Anglophone East,567  Coverdale   Road Riverview E1B 3K7 (506) 387-4989,679028 N.B. INC.,60,School-age,Active
646,646,ROCHE PAPIER CISEAUX,Full-time Centre,Moncton,Infant,Francophone Sud,85  Street   Bonaccord   Moncton E1C 5K8 (506) 854-0230,Roche Papier Ciseaux Inc.,54,"Infant, Preschool",Active
647,647,ROCHE PAPIER STUDIO 1,Part-time Centre,Moncton,School-age,Francophone Sud,98  Street   Bonaccord   Moncton E1C 5L1 (506) 874-0944,ROCHE PAPIER STUDIO-MONCTON INC.,60,School-age,Active
648,648,ROCHE PAPIER STUDIO 2,Part-time Centre,Moncton,School-age,Francophone Sud,98  Street   Bonaccord   Moncton E1C 5L1 (506) 874-0944,ROCHE PAPIER STUDIO-MONCTON INC.,30,School-age,Active
649,649,ROCHE PAPIER STYLO - MONCTON,Full-time Centre,Moncton,Preschool,Francophone Sud,85  Street   Bonaccord   Moncton E1C 5K8 (506) 854-0230,Roche Papier Ciseaux Inc.,55,"Preschool, School-age",Active
650,650,Roche Papier Stylo 2,Full-time Centre,Moncton,Preschool,Francophone Sud,85  Street   Bonaccord   Moncton E1C 5K8 (506) 854-0230,Roche Papier Ciseaux Inc.,10,Preschool,Active
651,651,ROCK A BYE DAYCARE,Full-time Centre,Saint John,Infant,Anglophone South,1  Baxter   Road Saint John E2H 2V5 (506) 214-2333,ROCK A BYE DAYCARE,60,"Infant, Preschool, School-age",Active
652,652,ROTHESAY NURSERY SCHOOL,Part-time Centre,Rothesay,Preschool,Anglophone South,7  Gondola Point   Road Rothesay E2E 5J6 (506) 847-1810,ROTHESAY NURSERY SCHOOL INC.,24,Preschool,Active
653,653,Rugrats Childcare Centre,Full-time Centre,Fredericton,Infant,Anglophone West,1666  Lincoln   Road Fredericton E3B 8J6 (506) 459-7529,696901 NB Inc.,53,"Infant, Preschool",Active
654,654,Runts N' Rascals,Full-time Centre,New Maryland,Infant,Anglophone West,206 429  New Maryland   Highway New Maryland E3C 2H6 (506) 206-5437,Runts N' Rascals Ltd.,59,"Infant, Preschool, School-age",Active
655,655,S.K. Lee's Tae Kwon Do Academy and Afterschool Program,Part-time Centre,Fredericton,School-age,Anglophone West,5 440  Kimble   Drive Fredericton E3B 0K5 (506) 206-0595,S.K. LEE'S TAE KWON DO ACADEMY,30,School-age,Active
656,656,SAFARI SOCIAL,Full-time Centre,Dieppe,Preschool,Francophone Sud,55  rue   Englehart   Dieppe E1A 8K2 (506) 386-2262,SOCIAL SAFARI INC.,46,Preschool,Active
657,657,SAFARI SOCIAL 2,Full-time Centre,Dieppe,Preschool,Francophone Sud,55  rue   Englehart   Dieppe E1A 8K2 (506) 386-2262,SOCIAL SAFARI INC.,56,Preschool,Active
658,658,SALISBURY BOYS AND GIRLS CLUB,Full-time Centre,Salisbury,Preschool,Anglophone East,2699  Fredericton   Road Salisbury E4J 2E1 (506) 372-5873,SALISBURY BOYS & GIRLS CLUB INC.,60,"Preschool, School-age",Active
659,659,SANDBOX MEMORIES CHILDCARE,Home,Quispamsis,Infant,Anglophone South,110  Doncaster   Drive Quispamsis E2E 1R2 (506) 607-3041,TRACEY COOK,6,"Infant, Preschool, School-age",Active
660,660,School Street Child Care,Full-time Centre,Woodstock,Infant,Anglophone West,201  School   Street Woodstock E7M 0G7 (506) 324-3526,School Street Child Care Inc.,60,"Infant, Preschool, School-age",Active
661,661,Seaside Park After School Care,Part-time Centre,Saint John,School-age,Anglophone South,627  Havelock   Street Saint John E2M 2V4 (506) 634-2011,"The Boys & Girls Club of Saint John, Inc.",60,School-age,Active
662,662,Seawood Early Childcare Centre,Full-time Centre,Saint John,Infant,Anglophone South,859  Sand Cove   Road Saint John E2M 3E5 (506) 640-2463,HAMILTON HOMESTYLE DAYCARE LTD.,50,"Infant, Preschool",Active
663,663,Seawood Early Childcare Centre #2,Full-time Centre,Saint John,Preschool,Anglophone South,859  Sand Cove   Road Saint John E2M 3E5 (506) 640-2463,HAMILTON HOMESTYLE DAYCARE LTD.,60,"Preschool, School-age",Active
664,664,SEEDS AFTER SCHOOL CENTRE,Part-time Centre,Hampton,School-age,Anglophone South,776  Main   Street Hampton E5N 6E1 (506) 609-7766,SEEDS AFTER SCHOOL CENTRE INC,55,School-age,Active
665,665,Serious Fun Childcare,Full-time Centre,New Maryland,Preschool,Anglophone West,98  New Maryland   Highway New Maryland E3C 1H6 (506) 999-7474,SERIOUS FUN CHILDCARE INC.,54,"Preschool, School-age",Active
666,666,Serious Fun Infant and Toddler,Full-time Centre,New Maryland,Infant,Anglophone West,96  New Maryland   Highway New Maryland E3C 1H6 (506) 455-0160,SERIOUS FUN CHILDCARE INC.,22,"Infant, Preschool",Active
667,667,SERVICE APRES-CLASSE DE LA MAISON DES JEUNES L'ACADO,Part-time Centre,Fredericton,School-age,Francophone Sud,715  Street   Priestman   Fredericton E3B 5W7 (506) 453-5929,LA MAISON DES JEUNES L'ACADO INC.,60,School-age,Active
668,668,SERVICE DE GARDE CHEZ TIAGO CHILDCARE SERVICES,Full-time Centre,Moncton,Infant,Francophone Sud,47  Street   Drummond   Moncton E1A 2Z3 (506) 204-2123,SERVICE DE GARDE CHEZ TIAGO CHILDCARE SERVICES - MONCTON INC,45,"Infant, Preschool, School-age",Active
669,669,Service de garde du Phare familial,Full-time Centre,Moncton,Preschool,Francophone Sud,46  rue   Upton   Moncton E1E 3Z1 (506) 856-4943,PHARE FAMILIAL INC.,60,"Preschool, School-age",Active
670,670,Service de garde du Phare familial 2,Part-time Centre,Moncton,School-age,Francophone Sud,46  rue   Upton   Moncton E1E 3Z1 (506) 856-4943,PHARE FAMILIAL INC.,25,School-age,Active
671,671,SERVICE DE GARDE LES TOUTOUS,Full-time Centre,Moncton,Preschool,Francophone Sud,22  Drive   Glencoe   Moncton E1A 4W6 (506) 383-9462,LINA BUOTTE,14,"Preschool, School-age",Active
672,672,SERVICES DE GARDE CHEZ TIAGO CHILDCARE SERVICES,Part-time Centre,Dieppe,School-age,Francophone Sud,100  rue   Sunset   Dieppe E1A 1T5 (506) 204-8088,SERVICE DE GARDE CHEZ TIAGO CHILDCARE SERVICES - MONCTON INC,24,School-age,On Hold
673,673,SHARE A SMILE PRESCHOOL AND AFTERSCHOOL,Home,Pennfield,Preschool,Anglophone South,105  Mealey   Road Pennfield E5H 0A9 (506) 456-2376,SHARE A SMILE PRESCHOOL AND AFTERSCHOOL,9,"Preschool, School-age",Active
674,674,Shooting Stars Afterschool Program,Part-time Centre,Oromocto,School-age,Anglophone West,101 281  Restigouche   Road Oromocto E2V 2H2 (506) 357-7988,Shooting Stars Daycare Inc.,28,School-age,Active
675,675,Shooting Stars Daycare,Full-time Centre,Oromocto,Preschool,Anglophone West,220 281  Restigouche   Road Oromocto E2V 2H2 (506) 357-7894,Shooting Stars Daycare Inc.,53,"Preschool, School-age",Active
676,676,Silver Birch Montessori,Home,Rothesay,Preschool,Anglophone South,60  Elizabeth   Parkway Rothesay E2H 1E9 (506) 847-3367,Diane Cardinal Hogeterp,6,"Preschool, School-age",Active
677,677,SIMPSON DRIVE EARLY CHILDHOOD CENTRE,Full-time Centre,Saint John,Preschool,Anglophone South,69  Simpson   Drive Saint John E2H 2C1 (506) 636-8005,SIMPSON DRIVE EARLY CHILDHOOD CENTRE,19,"Preschool, School-age",Active
678,678,Skyline Acres Recreation After School Program,Part-time Centre,Fredericton,Preschool,Anglophone West,499  Canterbury   Drive Fredericton E3B 4M4 (506) 472-5112,Fredericton Boys and Girls Club Inc.,60,"Preschool, School-age",Active
679,679,Small Blessings Childcare,Home,Riverbank,Infant,Anglophone West,81  Waugh   Road Riverbank E7L 4H7 (506) 612-1543,Jessica Lake,6,"Infant, Preschool, School-age",Active
680,680,Smiling Faces,Home,Fredericton,Infant,Anglophone West,9  Spiro   Drive Fredericton E3B 9N4 (506) 261-8345,Kelsey Johnston,6,"Infant, Preschool",Active
681,681,Smiling Flowers Childcare,Part-time Centre,Fredericton,School-age,Anglophone West,11  Wilfred   Avenue Fredericton E3B 9R9 (506) 470-1771,Farah Nafil,14,School-age,Active
682,682,SOMERSET PRESCHOOL CENTRE,Full-time Centre,Saint John,Preschool,Anglophone South,84  Ropewalk   Road Saint John E2K 2R1 (506) 652-3524,Somerset Preschool Inc,53,Preschool,Active
683,683,Sonshine Kids,Part-time Centre,Moncton,Preschool,Anglophone East,2290  Mountain   Road Moncton E1G 1B4 (506) 204-7587,HILLSIDE BAPTIST CHURCH INC.,60,"Preschool, School-age",Active
684,684,SONSHINE KIDS ACADEMY,Part-time Centre,Moncton,School-age,Anglophone East,2290  Mountain   Road Moncton E1G 1B4 (506) 857-0832,HILLSIDE BAPTIST CHURCH INC.,60,School-age,Active
685,685,SOUTH END DAY CARE CENTRE,Full-time Centre,Saint John,Preschool,Anglophone South,310  Prince William   Street Saint John E2L 2C2 (506) 642-2222,SOUTH END DAY CARE CENTRE INC,26,Preschool,Active
686,686,Spring Roots Early Learning & Childcare Centre,Full-time Centre,Fredericton,Infant,Anglophone West,143  Douglas   Avenue Fredericton E3A 2N8 (506) 455-3222,SPRING ROOTS EARLY LEARNING AND CHILDCARE CENTRE INC.,60,"Infant, Preschool",Active
687,687,SPROUTS EARLY EDUCATION CENTRE,Full-time Centre,Quispamsis,Preschool,Anglophone South,26  Gorham   Road Quispamsis E2E 4V8 (506) 848-0193,Ann-Marie Adams,15,"Preschool, School-age",Active
688,688,ST. JOSEPH'S COMMUNITY PRESCHOOL AND AFTERSCHOOL PROGRAM,Part-time Centre,Saint John,Preschool,Anglophone South,4347  Loch Lomond   Road Saint John E2N 1C8 (506) 653-6971,ST. JOSEPH'S CHURCH,60,"Preschool, School-age",Active
689,689,ST. MARTIN'S DAY CARE AND AFTER SCHOOL KIDS KLUB,Full-time Centre,Shediac Cape,Preschool,Anglophone East,3400  134   Route Shediac Cape E4P 3J2 (506) 532-0036,THE CORPORATION OF THE ANGLICAN PARISH OF SHEDIAC,31,"Preschool, School-age",Active
690,690,ST. PAUL'S AFTER SCHOOL PROGRAM,Part-time Centre,Rothesay,School-age,Anglophone South,4  Church   Avenue Rothesay E2E 5G4 (506) 847-1812,The Corporation of the Anglican Parish of Rothesay,27,School-age,Active
691,691,ST. PAUL'S PLAYSCHOOL,Part-time Centre,Sussex,Preschool,Anglophone South,4  Morrison   Avenue Sussex E4E 1P5 (506) 432-1114,ST. PAUL'S PLAYSCHOOL,19,Preschool,On Hold
692,692,STACEY'S PLAY AND LEARN PRESCHOOL,Home,Miramichi,Infant,Anglophone North,127  Douglasfield   Road Miramichi E1N 4S2 (506) 773-1098,STACEY BARRIEAU,9,"Infant, Preschool, School-age",Active
693,693,Start Smart Family Learning Centre,Full-time Centre,Burtts Corner,Preschool,Anglophone West,20  617   Route Burtts Corner E6L 2X3 (506) 363-3765,Start Smart Family Learning Center Inc.,50,"Preschool, School-age",Active
694,694,Step Ahead - Bath Family Learning Center,Full-time Centre,Bath,Preschool,Anglophone West,118  School   Street Bath E7J 1C4 (506) 278-3959,Step Ahead - Bath Family Learning Center Inc.,41,"Preschool, School-age",Active
695,695,Stoney Creek Daycare,Home,Pine Glen,Infant,Anglophone East,419  Stoney Creek   Road Pine Glen E1J 0E2 (506) 830-1162,Courtney Rickard,6,"Infant, Preschool, School-age",Active
696,696,Sunbury West Headstart,Part-time Centre,Fredericton Junction,Preschool,Anglophone West,5  Pride's Landing   Road Fredericton Junction E5L 1Y1 (506) 368-2900,Sunbury West Headstart Inc.,20,Preschool,Active
697,697,SUNFLOWER DAY CARE,Part-time Centre,Moncton,School-age,Anglophone East,6  LYNCH   Street Moncton E1C 3L4 (506) 388-1979,JEANNINE GOGUEN,15,School-age,On Hold
698,698,Sunny Day's and Nights Children's Center,Full-time Centre,Fredericton,Infant,Anglophone West,D 520  Brookside   Drive Fredericton E3A 8V2 (506) 472-3297,Sunny Days and Nights Children's Center Inc.,30,"Infant, Preschool",Active
699,699,Sunny Days Crew,Full-time Centre,Fredericton,Preschool,Anglophone West,E 520  Brookside   Drive Fredericton E3A 8V2 (506) 472-3297,Sunny Days and Nights Children's Center Inc.,36,Preschool,Active
700,700,Sunny Days Family Centre Afterschool Program,Part-time Centre,Fredericton,School-age,Anglophone West,F 510  Brookside   Drive Fredericton E3A 8V2 (506) 472-3297,Sunny Days and Nights Children's Center Inc.,38,School-age,Active
701,701,SUNNY SMILES CHILDCARE CENTER INC.,Full-time Centre,Dieppe,Infant,Anglophone East,382  Harold   rue Dieppe E1A 1Z1 (506) 384-0765,SUNNY SMILES CHILD CARE CENTER INC.,41,"Infant, Preschool, School-age",Active
702,702,Sussex Christian School Little Lights Early Learning Centre,Part-time Centre,Sussex,Preschool,Anglophone South,45  Chapman   Drive Sussex E4E 1M4 (506) 433-4005,Sussex Christian School,20,Preschool,Active
703,703,SUSSEX EARLY LEARNING CENTRE,Full-time Centre,Sussex,Preschool,Anglophone South,126  Maple   Avenue Sussex E4E 2N3 (506) 433-2524,640758 INC OPERATING AS SUSSEX EARLY LEARNING CENTRE,38,"Preschool, School-age",Active
704,704,TEDDY BEAR DAY CARE,Home,Riverview,Infant,Anglophone East,217  Randall   Drive Riverview E1B 2V1 (506) 854-2721,VALERIE RUSSELL,6,"Infant, Preschool, School-age",Active
705,705,TENDER TOTS CHILDCARE DOWNSTAIRS,Full-time Centre,Rothesay,Preschool,Anglophone South,114  Hampton   Road Rothesay E2E 2P8 (506) 849-3331,TENDER TOTS CHILDCARE FACILITY LTD.,60,"Preschool, School-age",Active
706,706,TENDER TOTS CHILDCARE FACILITY,Full-time Centre,Rothesay,Infant,Anglophone South,114  Hampton   Road Rothesay E2E 2P8 (506) 849-3333,TENDER TOTS CHILDCARE FACILITY LTD.,60,"Infant, Preschool",Active
707,707,THE APOHAQUI VILLAGE CLUBHOUSE AFTER SCHOOL PROGRAM,Part-time Centre,Apohaqui,School-age,Anglophone South,23  Foster   Avenue Apohaqui E5P 3M9 (506) 434-3497,Lisa's Playhouse Inc.,30,School-age,Active
708,708,The Boys & Girls Club of Saint John After School,Part-time Centre,Saint John,School-age,Anglophone South,1  Paul Harris   Street Saint John E2L 3V9 (506) 634-2011,"The Boys & Girls Club of Saint John, Inc.",60,School-age,Active
709,709,The Boys & Girls Club of Saint John Funday After School,Part-time Centre,Saint John,School-age,Anglophone South,1  Paul Harris   Street Saint John E2L 3V9 (506) 634-0201,"The Boys & Girls Club of Saint John, Inc.",60,School-age,Active
710,710,The Children's Academy 2019,Full-time Centre,Fredericton,Infant,Anglophone West,4 440  Kimble   Drive Fredericton E3B 7G6 (506) 206-4010,700365 NB Inc.,49,"Infant, Preschool, School-age",Active
711,711,The Children's Academy Pepper Creek,Full-time Centre,Richibucto Road,Infant,Anglophone West,7 336  10   Route Richibucto Road E3A 7E1 (506) 454-2477,700365 NB Inc.,60,"Infant, Preschool, School-age",Active
712,712,The Children's Academy Two Nations Crossing 2019,Full-time Centre,Fredericton,Infant,Anglophone West,570  Two Nations   Crossing Fredericton E3A 5V9 (506) 450-5841,700365 NB Inc.,58,"Infant, Preschool, School-age",Active
713,713,The Gagetown Eagle's Nest,Part-time Centre,Gagetown,School-age,Anglophone West,6  Loomcroft   Lane Gagetown E5M 1H2 (506) 261-3247,"GAGETOWN AND DISTRICT RECREATION COUNCIL, INC",15,School-age,Active
714,714,The Oasis-Kindernastics Daycare,Home,Fredericton,Infant,Anglophone West,180  Preston   Drive Fredericton E3A 2L4 (506) 457-8653,Amy Butts,6,"Infant, Preschool, School-age",Active
715,715,The Preschool Centre,Full-time Centre,Fredericton,Preschool,Anglophone West,717  Windsor   Street Fredericton E3B 4G3 (506) 458-8982,The Preschool Centre Inc.,126,"Preschool, School-age",Active
716,716,The Preschool Centre on Clark Street,Full-time Centre,Fredericton,Infant,Anglophone West,125  Clark   Street Fredericton E3A 2W8 (506) 458-8981,The Preschool Centre Inc.,60,"Infant, Preschool",Active
717,717,The Preschool Centre on Main St 1,Full-time Centre,Fredericton,Infant,Anglophone West,115  Main   Street Fredericton E3A 1C6 (506) 458-8980,The Preschool Centre Inc.,25,Infant,Active
718,718,The Preschool Centre on Main St 2,Full-time Centre,Fredericton,Preschool,Anglophone West,115  Main   Street Fredericton E3A 1C6 (506) 458-8980,The Preschool Centre Inc.,47,Preschool,Active
719,719,The Preschool Centre on Main St 3,Part-time Centre,Fredericton,School-age,Anglophone West,115  Main   Street Fredericton E3A 1C6 (506) 458-8980,The Preschool Centre Inc.,24,School-age,Active
720,720,The Salvation Army Small Blessings 3 Early Childhood Development Center,Full-time Centre,Moncton,Infant,Anglophone East,20  Centennial   Drive Moncton E1E 4E4 (506) 857-0588,Salvation Army Canada East,60,"Infant, Preschool",Active
721,721,THE SALVATION ARMY SMALL BLESSINGS EARLY CHILDHOOD DEVELOPMENT CENTRE 1,Full-time Centre,Moncton,Preschool,Anglophone East,20  Centennial   Drive Moncton E1E 4E4 (506) 857-0588,Salvation Army Canada East,60,"Preschool, School-age",Active
722,722,THE SALVATION ARMY SMALL BLESSINGS TOO EARLY CHILDHOOD DEVELOPMENT CENTRE,Part-time Centre,Moncton,School-age,Anglophone East,20  Centennial   Drive Moncton E1E 4E4 (506) 857-0588,Salvation Army Canada East,30,School-age,Active
723,723,THE SCHOOL OF ATLANTIC BALLET ARTS AFTER SCHOOL PROGRAM 1,Part-time Centre,Moncton,School-age,Anglophone East,200 68  Highfield   Street Moncton E1C 5N3 (506) 383-5951,ATLANTIC BALLET THEATER OF CANADA INC.,60,School-age,Active
724,724,THE SCHOOL OF ATLANTIC BALLET ARTS AFTER SCHOOL PROGRAM 2,Part-time Centre,Moncton,School-age,Anglophone East,200 68  Highfield   Street Moncton E1C 5N3 (506) 383-5951,ATLANTIC BALLET THEATER OF CANADA INC.,54,School-age,Active
725,725,THE SKY IS THE LIMIT EARLY LEARNING,Home,Miramichi,Infant,Anglophone North,34  Warren   Avenue Miramichi E1N 2J5 (506) 625-6701,AIMEE OLSEN,6,"Infant, Preschool, School-age",Active
726,726,THE SPOTTED TOAD DAY CARE,Full-time Centre,Sackville,Preschool,Anglophone East,19  Charlotte   Street Sackville E4L 3T2 (506) 536-1498,THE SPOTTED TOAD DAYCARE INC.,25,"Preschool, School-age",Active
727,727,The Tree House Preschool and Discovery Centre 2016,Full-time Centre,Woodstock,Preschool,Anglophone West,137  Houlton   Street Woodstock E7M 1Y4 (506) 328-5042,Drake Construction Ltd.,46,"Preschool, School-age",Active
728,728,The Ville Afterschool Program,Part-time Centre,Fredericton,School-age,Anglophone West,241  Canada   Street Fredericton E3A 4A1 (506) 472-7799,The Ville Afterschool Program Ltd.,60,School-age,Active
729,729,The Woods 034,Part-time Centre,Quispamsis,School-age,Anglophone South,193  Pettingill   Road Quispamsis E2E 3S8 (506) 608-8333,The Woods Early Education Corp.,30,School-age,Active
730,730,Tiny Bubbles Early Learning Center of Excellence,Full-time Centre,Fredericton,Infant,Anglophone West,1290  Hanwell   Road Fredericton E3C 1A7 (506) 206-1944,Tiny Bubbles Early Learning Center of Excellence Inc.,60,"Infant, Preschool",Active
731,731,Tiny Stars,Home,Fredericton,Infant,Anglophone West,13  Morning Gate   Drive Fredericton E3B 0G5 (506) 261-1106,ZMORROUD GERGES,6,"Infant, Preschool, School-age",Active
732,732,TINY TOTS DAYCARE,Full-time Centre,Blacks Harbour,Preschool,Anglophone South,26  Park   Avenue Blacks Harbour E5H 1E4 (506) 456-2087,TINY TOTS DAYCARE LTD.,39,"Preschool, School-age",Active
733,733,Tippy Toes,Home,Hanwell,Infant,Anglophone West,2488  640   Route Hanwell E3E 2C2 (506) 260-9878,Krista Tait,6,"Infant, Preschool, School-age",Active
734,734,TIR NA NOG - SAINT JOHN FOREST SCHOOL,Full-time Centre,Saint John,Preschool,Anglophone South,259  Foster Thurston   Drive Saint John E2K 5J4 (506) 333-6603,CLOUDY SUNDAYS CORP.,18,Preschool,Active
735,735,Totally Kids Daycare,Full-time Centre,Hartland,Infant,Anglophone West,136  Main   Street Hartland E7P 2M5 (506) 375-8000,TOTALLY KIDS DAYCARE 2015,40,"Infant, Preschool, School-age",Active
736,736,TOUCHSTONE ACADEMY,Full-time Centre,Rothesay,Preschool,Anglophone South,A 68  Hampton   Road Rothesay E2E 5L5 (506) 847-2673,TOUCHSTONE ACADEMY INC,60,"Preschool, School-age",Active
737,737,Touchstone Academy Preschool,Full-time Centre,Rothesay,Preschool,Anglophone South,A 68  Hampton   Road Rothesay E2E 5L5 (506) 847-0336,TOUCHSTONE ACADEMY INC,25,Preschool,Active
738,738,Townsview Curious Kids Child Care,Part-time Centre,Woodstock,Preschool,Anglophone West,122  Lewis P. Fisher   Lane Woodstock E7M 0G6 (506) 450-0104,Curious Kids Child Care Inc.,24,"Preschool, School-age",Active
739,739,Treasured Beginnings,Full-time Centre,Grand Bay-Westfield,Infant,Anglophone South,77  Woolastook   Drive Grand Bay-Westfield E5K 1S3 (506) 738-2766,GRAND BAY BAPTIST CHURCH INC.,6,Infant,Active
740,740,Tree of Friends,Full-time Centre,Oromocto,Infant,Francophone Sud,285  Restigouche   Road Oromocto E2V 2H2 (506) 208-0389,L'arbre de l'amiti Ltee,50,"Infant, Preschool",Active
741,741,Tree of Friends II,Part-time Centre,Oromocto,School-age,Francophone Sud,285  Restigouche   Road Oromocto E2V 2H2 (506) 208-0389,L'arbre de l'amiti Ltee,57,School-age,Active
742,742,Twila's Tots,Home,Plaster Rock,School-age,Anglophone West,106  Jarvis   Street Plaster Rock E7G 1W1 (506) 356-0097,TWILA ST. AMAND,9,School-age,Active
743,743,UNB Children's Centre,Full-time Centre,Fredericton,Preschool,Anglophone West,209 10  Mackay   Drive Fredericton E3B 5A3 (506) 453-5024,University of New Brunswick,20,Preschool,Active
744,744,Under One Sky,Part-time Centre,Fredericton,Preschool,Anglophone West,303  Union   Street Fredericton E3A 3M1 (506) 458-9269,Monoqonuwicik Neoteetjg Mosigisig Inc.,9,Preschool,Active
745,745,UNICORN CHILDREN'S CENTER,Full-time Centre,Riverview,Preschool,Anglophone East,500  CLEVELAND   Avenue Riverview E1B 1Y2 (506) 387-4160,Unicorn Children's Center Inc.,55,Preschool,Active
746,746,UNICORN TOO,Part-time Centre,Riverview,Preschool,Anglophone East,404  Cleveland   Avenue Riverview E1B 1Y2 (506) 387-8508,Unicorn Children's Center Inc.,56,"Preschool, School-age",Active
747,747,Union Street Preschool Centre,Part-time Centre,Fredericton,Preschool,Anglophone West,579  Union   Street Fredericton E3A 3N5 (506) 455-3187,The Preschool Centre Inc.,42,"Preschool, School-age",Active
748,748,Valley View Kids Care Inc. 2019 (1),Full-time Centre,Grand-Sault/Grand Falls,Infant,Francophone Nord-Ouest,335  rue   Chapel   Grand-Sault/Grand Falls E3Z 2M5 (506) 582-5437,Valley View Kids Care Inc.,60,"Infant, Preschool",Active
749,749,Valley View Kids Care Inc. 2019 (2),Part-time Centre,Grand-Sault/Grand Falls,School-age,Francophone Nord-Ouest,335  rue   Chapel   Grand-Sault/Grand Falls E3Z 2M5 (506) 582-5437,Valley View Kids Care Inc.,60,School-age,Active
750,750,Valley View Kids Care Inc. 2019 (3),Part-time Centre,Grand-Sault/Grand Falls,Preschool,Francophone Nord-Ouest,335  rue   Chapel   Grand-Sault/Grand Falls E3Z 2M5 (506) 582-5437,Valley View Kids Care Inc.,34,"Preschool, School-age",Active
751,751,Victoria Street Adventureland Day Care,Full-time Centre,Fredericton,Preschool,Anglophone West,210  Victoria   Street Fredericton E3B 1W4 (506) 455-1863,VICTORIA STREET ADVENTURELAND DAY CARE,30,"Preschool, School-age",Active
752,752,Waddle In After School Learning Centre,Part-time Centre,Kingston,School-age,Anglophone South,3946  845   Route Kingston E5N 1E9 (506) 608-1580,Leann Waddell,15,School-age,Active
753,753,WADDLE IN DAYCARE,Full-time Centre,Kingston,Infant,Anglophone South,1022  845   Route Kingston E5N 1K4 (506) 608-1580,Leann Waddell,23,"Infant, Preschool, School-age",Active
